t,	etaU
0,	2.68341e-15
0.166667,	0.343305
0.333333,	0.343544
0.5,	0.343967
0.666667,	0.344567
0.833333,	0.345366
1,	0.346361
1.16667,	0.347569
1.33333,	0.349029
1.5,	0.350745
1.66667,	0.352787
1.83333,	0.355235
2,	0.358189
2.16667,	0.361868
2.33333,	0.366652
2.5,	0.373353
2.66667,	0.384076
2.83333,	0.406413
3,	0.505431
3.16667,	0.194732
3.33333,	0.309752
3.5,	0.334035
3.66667,	0.346152
3.83333,	0.354414
4,	0.36102
4.16667,	0.366854
4.33333,	0.372314
4.5,	0.377618
4.66667,	0.382859
4.83333,	0.388136
5,	0.393455
5.16667,	0.398815
5.33333,	0.404136
5.5,	0.40921
5.66667,	0.413545
5.83333,	0.415478
6,	0.40712
6.16667,	0.187741
6.33333,	0.496952
6.5,	0.487372
6.66667,	0.491792
6.83333,	0.500252
7,	0.510916
7.16667,	0.523309
7.33333,	0.537337
7.5,	0.553093
7.66667,	0.570821
7.83333,	0.590862
8,	0.613811
8.16667,	0.640523
8.33333,	0.672486
8.5,	0.712316
8.66667,	0.765444
8.83333,	0.84538
9,	0.999216
9.16667,	1.59419
9.33333,	0.532852
9.5,	0.393843
9.66667,	0.587328
9.83333,	0.696455
10,	0.783372
10.1667,	0.865505
10.3333,	0.950845
10.5,	1.04488
10.6667,	1.15283
10.8333,	1.28096
11,	1.43791
11.1667,	1.63669
11.3333,	1.8985
11.5,	2.26086
11.6667,	2.79766
11.8333,	3.67748
12,	5.38797
12.1667,	10.1703
12.3333,	100
12.5,	12.5793
12.6667,	5.87314
12.8333,	3.81068
13,	2.8084
13.1667,	2.21548
13.3333,	1.82323
13.5,	1.5441
13.6667,	1.33489
13.8333,	1.17177
14,	1.04043
14.1667,	0.931688
14.3333,	0.839171
14.5,	0.758049
14.6667,	0.684054
14.8333,	0.612165
15,	0.533549
15.1667,	0.422023
15.3333,	0.0959187
15.5,	1.38496
15.6667,	0.73328
15.8333,	0.612343
16,	0.550479
16.1667,	0.508525
16.3333,	0.47638
16.5,	0.450207
16.6667,	0.428208
16.8333,	0.409411
17,	0.393319
17.1667,	0.379654
17.3333,	0.368402
17.5,	0.359767
17.6667,	0.354359
17.8333,	0.353602
18,	0.360853
18.1667,	0.385943
18.3333,	0.472691
18.5,	1.70584
18.6667,	0.0491852
18.8333,	0.103382
19,	0.142847
19.1667,	0.158085
19.3333,	0.164364
19.5,	0.166463
19.6667,	0.166354
19.8333,	0.164978
20,	0.162855
20.1667,	0.160272
20.3333,	0.157418
20.5,	0.15441
20.6667,	0.151329
20.8333,	0.148217
21,	0.145131
21.1667,	0.142104
21.3333,	0.139214
21.5,	0.136878
21.6667,	0.130217
21.8333,	0.129335
22,	0.126808
22.1667,	0.124177
22.3333,	0.121587
22.5,	0.119061
22.6667,	0.116588
22.8333,	0.114201
23,	0.111882
23.1667,	0.109646
23.3333,	0.10749
23.5,	0.105433
23.6667,	0.103476
23.8333,	0.101656
24,	0.100005
24.1667,	0.0986586
24.3333,	0.0979214
24.5,	0.0991638
24.6667,	0.128115
24.8333,	0.0777431
25,	0.0821686
25.1667,	0.0822157
25.3333,	0.0813891
25.5,	0.0802654
25.6667,	0.0790269
25.8333,	0.0777316
26,	0.076413
26.1667,	0.0751166
26.3333,	0.0738075
26.5,	0.0725229
26.6667,	0.0712574
26.8333,	0.0700085
27,	0.0687923
27.1667,	0.067592
27.3333,	0.0664161
27.5,	0.0652499
27.6667,	0.0640714
27.8333,	0.0634066
28,	0.0620681
28.1667,	0.0609952
28.3333,	0.0599514
28.5,	0.0589408
28.6667,	0.0579551
28.8333,	0.0569912
29,	0.0560474
29.1667,	0.0551301
29.3333,	0.054236
29.5,	0.0533603
29.6667,	0.0525147
29.8333,	0.0516922
30,	0.050887
30.1667,	0.0501395
30.3333,	0.0494343
30.5,	0.0488444
30.6667,	0.0485801
30.8333,	0.0519134
31,	0.0438539
31.1667,	0.0443246
31.3333,	0.0439298
31.5,	0.0433781
31.6667,	0.042765
31.8333,	0.0421514
32,	0.0415288
32.1667,	0.040909
32.3333,	0.040297
32.5,	0.0396825
32.6667,	0.0390788
32.8333,	0.0384875
33,	0.0379101
33.1667,	0.0373266
33.3333,	0.0367659
33.5,	0.0362155
33.6667,	0.0356572
33.8333,	0.0351036
34,	0.0347919
34.1667,	0.0341231
34.3333,	0.0336026
34.5,	0.0331015
34.6667,	0.032605
34.8333,	0.0321225
35,	0.0316469
35.1667,	0.0311871
35.3333,	0.0307337
35.5,	0.0302845
35.6667,	0.029858
35.8333,	0.0294209
36,	0.0290083
36.1667,	0.0286173
36.3333,	0.0282285
36.5,	0.0278859
36.6667,	0.0276114
36.8333,	0.027528
37,	0.0293563
37.1667,	0.0244938
37.3333,	0.0250118
37.5,	0.0248671
37.6667,	0.0245899
37.8333,	0.0242904
38,	0.0239571
38.1667,	0.0236341
38.3333,	0.0232995
38.5,	0.0229664
38.6667,	0.0226397
38.8333,	0.0223105
39,	0.0219921
39.1667,	0.0216688
39.3333,	0.0213602
39.5,	0.0210519
39.6667,	0.0207346
39.8333,	0.0204366
40,	0.0201353
40.1667,	0.0198504
40.3333,	0.0195432
40.5,	0.0192568
40.6667,	0.0189686
40.8333,	0.0186888
41,	0.0184088
41.1667,	0.0181413
41.3333,	0.01786
41.5,	0.0175933
41.6667,	0.0173228
41.8333,	0.0170621
42,	0.0167922
42.1667,	0.0165342
42.3333,	0.0162673
42.5,	0.0160057
42.6667,	0.0157353
42.8333,	0.0154277
43,	0.0150586
43.1667,	0.0139362
43.3333,	0.0157282
43.5,	0.0150031
43.6667,	0.0146666
43.8333,	0.0143958
44,	0.0141468
44.1667,	0.0139106
44.3333,	0.013687
44.5,	0.0134588
44.6667,	0.0132491
44.8333,	0.0130418
45,	0.0128336
45.1667,	0.0126255
45.3333,	0.0124339
45.5,	0.0122269
45.6667,	0.0120326
45.8333,	0.011838
46,	0.0116544
46.1667,	0.0114624
46.3333,	0.0113209
46.5,	0.0110998
46.6667,	0.0109151
46.8333,	0.0107376
47,	0.0105683
47.1667,	0.0103851
47.3333,	0.0102144
47.5,	0.0100549
47.6667,	0.00987871
47.8333,	0.00971626
48,	0.00956168
48.1667,	0.00940247
48.3333,	0.00924276
48.5,	0.0091019
48.6667,	0.00896309
48.8333,	0.00882726
49,	0.00871462
49.1667,	0.00866876
49.3333,	0.00909576
49.5,	0.00742331
49.6667,	0.00771818
49.8333,	0.00767457
50,	0.00756292
50.1667,	0.00744056
50.3333,	0.00731684
50.5,	0.00719558
50.6667,	0.00706437
50.8333,	0.00693368
51,	0.00680098
51.1667,	0.00667102
51.3333,	0.00653886
51.5,	0.00640875
51.6667,	0.00628829
51.8333,	0.00615751
52,	0.00603123
52.1667,	0.0059123
52.3333,	0.00578747
52.5,	0.00563738
52.6667,	0.00554314
52.8333,	0.00542118
53,	0.00530412
53.1667,	0.00518006
53.3333,	0.00506231
53.5,	0.00495679
53.6667,	0.00483223
53.8333,	0.00472948
54,	0.00460912
54.1667,	0.00449325
54.3333,	0.00438163
54.5,	0.00428115
54.6667,	0.00416856
54.8333,	0.00405851
55,	0.00394098
55.1667,	0.00383655
55.3333,	0.00370242
55.5,	0.0034789
55.6667,	0.00375338
55.8333,	0.00352769
56,	0.00339843
56.1667,	0.00329085
56.3333,	0.00318827
56.5,	0.0030878
56.6667,	0.00298803
56.8333,	0.00289175
57,	0.00279595
57.1667,	0.00270214
57.3333,	0.00260781
57.5,	0.00251954
57.6667,	0.00242455
57.8333,	0.0023347
58,	0.00225135
58.1667,	0.00215044
58.3333,	0.00207216
58.5,	0.00198044
58.6667,	0.00187411
58.8333,	0.00181027
59,	0.00172794
59.1667,	0.00164225
59.3333,	0.00155635
59.5,	0.00147691
59.6667,	0.00140318
59.8333,	0.00132394
60,	0.00123196
60.1667,	0.00116254
60.3333,	0.0010873
60.5,	0.00101109
60.6667,	0.0009415
60.8333,	0.000872962
61,	0.000803398
61.1667,	0.000725521
61.3333,	0.000682879
61.5,	0.000650364
61.6667,	0.000780809
61.8333,	3.33222e-05
62,	0.000185365
62.1667,	0.000168227
62.3333,	0.000115134
62.5,	6.01587e-05
62.6667,	1.73873e-06
62.8333,	6.58234e-05
63,	0.000129706
63.1667,	0.000202129
63.3333,	0.000261369
63.5,	0.000330223
63.6667,	0.000403708
63.8333,	0.0004546
64,	0.000522689
64.1667,	0.000584391
64.3333,	0.000654056
64.5,	0.000718239
64.6667,	0.00077872
64.8333,	0.000834978
65,	0.000914096
65.1667,	0.00096707
65.3333,	0.00102992
65.5,	0.00109457
65.6667,	0.00115855
65.8333,	0.00121213
66,	0.00127453
66.1667,	0.00134286
66.3333,	0.00140968
66.5,	0.00147261
66.6667,	0.00153296
66.8333,	0.00159574
67,	0.00166341
67.1667,	0.00174062
67.3333,	0.00182113
67.5,	0.00193253
67.6667,	0.00209151
67.8333,	0.002621
68,	0.000670755
68.1667,	0.00161372
68.3333,	0.00181723
68.5,	0.00192569
68.6667,	0.00201
68.8333,	0.0020806
69,	0.00215047
69.1667,	0.00221358
69.3333,	0.00227059
69.5,	0.0023252
69.6667,	0.00237304
69.8333,	0.00243246
70,	0.00248096
70.1667,	0.00254432
70.3333,	0.00259014
70.5,	0.00263275
70.6667,	0.00269564
70.8333,	0.00273891
71,	0.0027773
71.1667,	0.00283333
71.3333,	0.002881
71.5,	0.00293346
71.6667,	0.00297329
71.8333,	0.0030158
72,	0.00306986
72.1667,	0.00311579
72.3333,	0.00315881
72.5,	0.00320141
72.6667,	0.0032446
72.8333,	0.0032937
73,	0.00334366
73.1667,	0.00338784
73.3333,	0.00343357
73.5,	0.00348745
73.6667,	0.00354184
73.8333,	0.0036177
74,	0.00377508
74.1667,	0.00318836
74.3333,	0.00355213
74.5,	0.00363774
74.6667,	0.00369236
74.8333,	0.00374298
75,	0.00379029
75.1667,	0.00383352
75.3333,	0.00388021
75.5,	0.00391598
75.6667,	0.00395772
75.8333,	0.00399228
76,	0.00403648
76.1667,	0.00407265
76.3333,	0.00410787
76.5,	0.00414641
76.6667,	0.00418393
76.8333,	0.00422344
77,	0.00426247
77.1667,	0.00430862
77.3333,	0.00433408
77.5,	0.0043683
77.6667,	0.00440429
77.8333,	0.00444011
78,	0.00447751
78.1667,	0.0045051
78.3333,	0.00454076
78.5,	0.00457697
78.6667,	0.00460988
78.8333,	0.00464431
79,	0.00467451
79.1667,	0.00471221
79.3333,	0.0047445
79.5,	0.00477767
79.6667,	0.00481423
79.8333,	0.00485069
80,	0.00488491
80.1667,	0.00493521
80.3333,	0.00484253
80.5,	0.00494353
80.6667,	0.00498289
80.8333,	0.00502422
81,	0.00505287
81.1667,	0.00508411
81.3333,	0.00511634
81.5,	0.00514907
81.6667,	0.00518745
81.8333,	0.00520932
82,	0.00523649
82.1667,	0.00526998
82.3333,	0.00530017
82.5,	0.00531677
82.6667,	0.00535439
82.8333,	0.00538292
83,	0.00541214
83.1667,	0.00544146
83.3333,	0.00547552
83.5,	0.00550304
83.6667,	0.00552969
83.8333,	0.00555197
84,	0.00557844
84.1667,	0.00560212
84.3333,	0.00563777
84.5,	0.00565952
84.6667,	0.00569248
84.8333,	0.00571866
85,	0.00574706
85.1667,	0.00576229
85.3333,	0.00579175
85.5,	0.00581234
85.6667,	0.0058409
85.8333,	0.00586107
86,	0.00587836
86.1667,	0.00590046
86.3333,	0.00590902
86.5,	0.00610028
86.6667,	0.00602232
86.8333,	0.00603488
87,	0.00605421
87.1667,	0.00607694
87.3333,	0.00611001
87.5,	0.00612468
87.6667,	0.00614978
87.8333,	0.00616694
88,	0.00618936
88.1667,	0.00622131
88.3333,	0.00623686
88.5,	0.00626115
88.6667,	0.00628132
88.8333,	0.00631234
89,	0.00632897
89.1667,	0.0063478
89.3333,	0.00637276
89.5,	0.00640047
89.6667,	0.00641801
89.8333,	0.00644728
90,	0.00646163
90.1667,	0.0064872
90.3333,	0.00651008
90.5,	0.00653607
90.6667,	0.00655484
90.8333,	0.00657849
91,	0.00659599
91.1667,	0.00662887
91.3333,	0.00664364
91.5,	0.00666002
91.6667,	0.00669368
91.8333,	0.00671826
92,	0.00675045
