t,	etaU
0,	3.87613e-15
0.166667,	1.58553
0.333333,	1.5869
0.5,	1.58919
0.666667,	1.59241
0.833333,	1.59655
1,	1.60165
1.16667,	1.60769
1.33333,	1.61471
1.5,	1.6227
1.66667,	1.63169
1.83333,	1.64166
2,	1.6526
2.16667,	1.66446
2.33333,	1.67708
2.5,	1.6901
2.66667,	1.70246
2.83333,	1.71023
3,	1.67888
3.16667,	1.86662
3.33333,	1.83038
3.5,	1.84432
3.66667,	1.86681
3.83333,	1.89358
4,	1.92359
4.16667,	1.95655
4.33333,	1.9924
4.5,	2.03119
4.66667,	2.07298
4.83333,	2.11781
5,	2.16563
5.16667,	2.21611
5.33333,	2.2684
5.5,	2.32027
5.66667,	2.36576
5.83333,	2.38581
6,	2.2854
6.16667,	4.88234
6.33333,	3.38503
6.5,	3.28803
6.66667,	3.36952
6.83333,	3.51157
7,	3.69583
7.16667,	3.92116
7.33333,	4.193
7.5,	4.52171
7.66667,	4.92335
7.83333,	5.42226
8,	6.05603
8.16667,	6.88544
8.33333,	8.01507
8.5,	9.64086
8.66667,	12.1776
8.83333,	16.6824
9,	26.881
9.16667,	72.0042
9.33333,	100
9.5,	29.0134
9.66667,	16.8014
9.83333,	11.7424
10,	8.97657
10.1667,	7.23356
10.3333,	6.03507
10.5,	5.16078
10.6667,	4.49512
10.8333,	3.97161
11,	3.54932
11.1667,	3.20168
11.3333,	2.91071
11.5,	2.66384
11.6667,	2.45211
11.8333,	2.26912
12,	2.11091
12.1667,	1.97872
12.3333,	2.05948
12.5,	1.68441
12.6667,	1.59724
12.8333,	1.5091
13,	1.42698
13.1667,	1.35129
13.3333,	1.28161
13.5,	1.21737
13.6667,	1.15802
13.8333,	1.10305
14,	1.05202
14.1667,	1.00453
14.3333,	0.960241
14.5,	0.918844
14.6667,	0.880039
14.8333,	0.843586
15,	0.809188
15.1667,	0.776439
15.3333,	0.743477
15.5,	0.727292
15.6667,	0.694452
15.8333,	0.668005
16,	0.643412
16.1667,	0.620224
16.3333,	0.598249
16.5,	0.577377
16.6667,	0.557523
16.8333,	0.538611
17,	0.520571
17.1667,	0.503349
17.3333,	0.486894
17.5,	0.47115
17.6667,	0.456088
17.8333,	0.441659
18,	0.427828
18.1667,	0.414583
18.3333,	0.401937
18.5,	0.391182
18.6667,	0.377265
18.8333,	0.366112
19,	0.355248
19.1667,	0.344749
19.3333,	0.334624
19.5,	0.324848
19.6667,	0.315418
19.8333,	0.306311
20,	0.297515
20.1667,	0.289019
20.3333,	0.280802
20.5,	0.272861
20.6667,	0.265181
20.8333,	0.257757
21,	0.250581
21.1667,	0.243665
21.3333,	0.237078
21.5,	0.23124
21.6667,	0.220687
21.8333,	0.216719
22,	0.211
22.1667,	0.205273
22.3333,	0.199665
22.5,	0.194184
22.6667,	0.18885
22.8333,	0.183656
23,	0.178602
23.1667,	0.173678
23.3333,	0.168887
23.5,	0.164223
23.6667,	0.159676
23.8333,	0.155244
24,	0.150929
24.1667,	0.146732
24.3333,	0.142644
24.5,	0.138673
24.6667,	0.1351
24.8333,	0.130766
25,	0.127115
25.1667,	0.123507
25.3333,	0.119968
25.5,	0.116513
25.6667,	0.113134
25.8333,	0.109832
26,	0.106608
26.1667,	0.103449
26.3333,	0.10036
26.5,	0.0973379
26.6667,	0.0943732
26.8333,	0.0914755
27,	0.0886269
27.1667,	0.0858204
27.3333,	0.083031
27.5,	0.0802036
27.6667,	0.0769112
27.8333,	0.0793955
28,	0.0738925
28.1667,	0.0711326
28.3333,	0.0686266
28.5,	0.0662331
28.6667,	0.0639067
28.8333,	0.0616439
29,	0.0594325
29.1667,	0.0572688
29.3333,	0.0551496
29.5,	0.0530755
29.6667,	0.0510406
29.8333,	0.0490446
30,	0.047086
30.1667,	0.0451685
30.3333,	0.0432842
30.5,	0.0414336
30.6667,	0.0396074
30.8333,	0.0377136
31,	0.0361748
31.1667,	0.0344287
31.3333,	0.0327374
31.5,	0.0310843
31.6667,	0.0294591
31.8333,	0.0278639
32,	0.0262962
32.1667,	0.0247583
32.3333,	0.0232445
32.5,	0.0217638
32.6667,	0.0203004
32.8333,	0.0188662
33,	0.0174569
33.1667,	0.0160727
33.3333,	0.0147133
33.5,	0.0133851
33.6667,	0.0120826
33.8333,	0.0108577
34,	0.00888914
34.1667,	0.00810086
34.3333,	0.00690851
34.5,	0.00570533
34.6667,	0.00451613
34.8333,	0.00334084
35,	0.0021838
35.1667,	0.00104721
35.3333,	7.415e-05
35.5,	0.00117914
35.6667,	0.00226918
35.8333,	0.00334063
36,	0.00439576
36.1667,	0.00542952
36.3333,	0.00645428
36.5,	0.00745975
36.6667,	0.00844764
36.8333,	0.00940755
37,	0.0102537
37.1667,	0.0114495
37.3333,	0.0123403
37.5,	0.0132499
37.6667,	0.0141563
37.8333,	0.0150531
38,	0.0159331
38.1667,	0.0168068
38.3333,	0.0176662
38.5,	0.0185106
38.6667,	0.0193465
38.8333,	0.0201712
39,	0.0209853
39.1667,	0.0217909
39.3333,	0.0225862
39.5,	0.0233693
39.6667,	0.0241461
39.8333,	0.0249229
40,	0.0257309
40.1667,	0.0256574
40.3333,	0.0270028
40.5,	0.0277657
40.6667,	0.028485
40.8333,	0.0291953
41,	0.0298903
41.1667,	0.0305738
41.3333,	0.0312513
41.5,	0.0319151
41.6667,	0.0325727
41.8333,	0.0332235
42,	0.0338638
42.1667,	0.0344936
42.3333,	0.0351188
42.5,	0.0357346
42.6667,	0.0363465
42.8333,	0.0369454
43,	0.0375477
43.1667,	0.0381558
43.3333,	0.0386777
43.5,	0.039265
43.6667,	0.0398299
43.8333,	0.0403906
44,	0.040939
44.1667,	0.0414854
44.3333,	0.0420254
44.5,	0.0425555
44.6667,	0.0430798
44.8333,	0.0436015
45,	0.044109
45.1667,	0.0446175
45.3333,	0.0451189
45.5,	0.045611
45.6667,	0.0460966
45.8333,	0.0465785
46,	0.047053
46.1667,	0.0475125
46.3333,	0.0483575
46.5,	0.0484942
46.6667,	0.048942
46.8333,	0.0493901
47,	0.0498294
47.1667,	0.0502686
47.3333,	0.0507085
47.5,	0.0511386
47.6667,	0.0515635
47.8333,	0.051987
48,	0.0524023
48.1667,	0.0528158
48.3333,	0.0532233
48.5,	0.0536269
48.6667,	0.0540283
48.8333,	0.0544213
49,	0.0548115
49.1667,	0.0551981
49.3333,	0.0555699
49.5,	0.0559739
49.6667,	0.0563424
49.8333,	0.0567087
50,	0.0570793
50.1667,	0.0574376
50.3333,	0.0577985
50.5,	0.0581548
50.6667,	0.0585066
50.8333,	0.058849
51,	0.0591968
51.1667,	0.0595363
51.3333,	0.0598751
51.5,	0.060208
51.6667,	0.0605408
51.8333,	0.0608667
52,	0.0611884
52.1667,	0.06151
52.3333,	0.0618259
52.5,	0.0624382
52.6667,	0.0624608
52.8333,	0.0627702
53,	0.0630713
53.1667,	0.0633712
53.3333,	0.0636764
53.5,	0.063969
53.6667,	0.064264
53.8333,	0.0645514
