f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta
11.4902	0.431661	0.842196	0.062215	0.334689	0.190903	0.239183	0.047836	0.0637232	2.21241
11.5099	0.492565	0.845636	0.0837723	0.335509	0.17311	0.225561	0.0572695	0.066783	2.28021
11.5297	0.584382	0.863023	0.115638	0.328401	0.142387	0.216234	0.0665992	0.0765675	2.39323
11.5495	0.646251	0.882304	0.136227	0.318076	0.118814	0.217337	0.06959	0.0863524	2.47495
11.5693	0.637428	0.890239	0.131537	0.311363	0.117611	0.227996	0.0642194	0.0894138	2.46981
11.589	0.564381	0.881215	0.104432	0.312666	0.139057	0.241048	0.0540785	0.0835786	2.38045
11.6088	0.476311	0.86093	0.0727231	0.320987	0.168356	0.247743	0.0458874	0.0725922	2.26553
11.6286	0.432284	0.842606	0.0571729	0.33067	0.185527	0.243632	0.0450459	0.0636085	2.20055
11.6484	0.461825	0.838062	0.0677809	0.33516	0.178774	0.23145	0.0520668	0.0624008	2.22752
11.6681	0.545383	0.849931	0.0970462	0.331428	0.152268	0.219297	0.0621945	0.0695263	2.32707
11.6879	0.627531	0.869838	0.125072	0.321963	0.123318	0.215153	0.0686826	0.0800036	2.43156
11.7077	0.653901	0.884118	0.132905	0.313022	0.110813	0.221677	0.0672443	0.0866091	2.47029
11.7275	0.607476	0.882918	0.115045	0.310515	0.122582	0.234414	0.0588727	0.0847822	2.4166
11.7473	0.519732	0.866733	0.0831551	0.315984	0.150293	0.244831	0.0491784	0.0755774	2.30548
11.767	0.449597	0.846052	0.0582082	0.325704	0.175014	0.245964	0.0445974	0.0649963	2.21013
11.7868	0.444053	0.834323	0.05644	0.333098	0.179925	0.237066	0.0481398	0.0598812	2.19293
11.8066	0.506928	0.839019	0.0786366	0.333178	0.161335	0.224083	0.0573855	0.0634454	2.26401
11.8264	0.596505	0.856541	0.109618	0.325873	0.131425	0.215553	0.0662034	0.0730409	2.37476
11.8461	0.653378	0.874821	0.128395	0.316057	0.109708	0.217083	0.0687745	0.082074	2.45029
11.8659	0.640116	0.881316	0.122277	0.31008	0.11022	0.227549	0.0630539	0.0843011	2.43891
11.8857	0.566106	0.871396	0.0949762	0.31208	0.132143	0.239887	0.053549	0.0781571	2.34829
11.9055	0.481163	0.851395	0.0645172	0.320454	0.160394	0.245861	0.0460707	0.0675437	2.2374
11.9252	0.442199	0.834349	0.0508596	0.329549	0.17576	0.241487	0.0457163	0.0593917	2.17931
11.945	0.47537	0.831278	0.0627243	0.333261	0.167666	0.229681	0.0526954	0.0589354	2.21161
11.9648	0.558694	0.843807	0.0918151	0.329079	0.141194	0.218313	0.06235	0.0662696	2.31152
11.9846	0.636852	0.863219	0.118407	0.319774	0.113689	0.214802	0.0682275	0.0762658	2.41124
12.0044	0.658153	0.876167	0.124499	0.311506	0.103082	0.221425	0.0664831	0.082089	2.4434
12.0241	0.608914	0.873731	0.105805	0.309732	0.116001	0.233671	0.0582737	0.0797025	2.38583
12.0439	0.522452	0.857241	0.0745421	0.315541	0.143367	0.243321	0.0491284	0.0705314	2.27612
12.0637	0.456776	0.837433	0.0512745	0.32497	0.166533	0.243954	0.0451171	0.0605952	2.18665
12.0835	0.455899	0.827203	0.0511572	0.331639	0.169741	0.235141	0.0488731	0.056298	2.17595
12.1032	0.520503	0.832988	0.0739049	0.33106	0.150481	0.222752	0.0578402	0.0603283	2.24986
12.123	0.607712	0.850567	0.104012	0.323601	0.121413	0.214968	0.0660686	0.0697752	2.35812
12.1428	0.65969	0.867837	0.121096	0.314216	0.101494	0.216893	0.0680831	0.078138	2.42745
12.1626	0.642234	0.872947	0.113542	0.30912	0.103614	0.227133	0.0625934	0.079713	2.4109
12.1823	0.567499	0.862228	0.086179	0.311616	0.125908	0.238801	0.0532762	0.0732673	2.31877
12.2021	0.485732	0.842544	0.0569819	0.319962	0.153108	0.244098	0.0463409	0.0630127	2.21178
12.2219	0.451727	0.826784	0.0451287	0.328499	0.166713	0.239504	0.0464079	0.0556214	2.16039
12.2417	0.488273	0.825075	0.0581509	0.331476	0.157372	0.228074	0.0533617	0.0558171	2.1976
12.2614	0.571154	0.838232	0.0870231	0.326868	0.131039	0.217389	0.0625676	0.063287	2.29756
12.2812	0.645323	0.857079	0.112191	0.317756	0.104969	0.214497	0.0678885	0.0728416	2.39254
12.301	0.661751	0.868731	0.11664	0.310159	0.0961681	0.22121	0.0658195	0.0779108	2.41839
12.3208	0.609942	0.865116	0.0971704	0.309085	0.110106	0.232967	0.0577465	0.0750983	2.35723
12.3406	0.524902	0.848421	0.0665888	0.315175	0.137051	0.24191	0.0490997	0.0660521	2.2492
12.3603	0.463671	0.829492	0.0449802	0.324273	0.158674	0.242064	0.0456163	0.0567476	2.16552
12.3801	0.467234	0.820678	0.04645	0.330263	0.160244	0.233346	0.0495971	0.0532349	2.16105
12.3999	0.533371	0.827481	0.0696552	0.329099	0.140619	0.221528	0.0583776	0.0576777	2.23781
12.4197	0.618089	0.845057	0.0988175	0.321565	0.112271	0.214451	0.0661107	0.0669402	2.3433
12.4394	0.665255	0.861298	0.114221	0.312671	0.0940946	0.216722	0.0676762	0.0747266	2.40667
12.4592	0.643836	0.865087	0.105463	0.30843	0.0977037	0.226753	0.0621972	0.0761362	2.38561
12.479	0.568603	0.853649	0.077898	0.311084	0.120298	0.23781	0.0528446	0.0682882	2.29048
12.4988	0.490099	0.834376	0.0500384	0.319448	0.146415	0.242478	0.0465045	0.0587331	2.18809
12.5185	0.460893	0.819859	0.0399507	0.327456	0.158335	0.237675	0.0469595	0.0521783	2.14331
12.5383	0.500578	0.819462	0.0540552	0.329756	0.147847	0.226616	0.053949	0.0530529	2.18532
12.5581	0.582811	0.833106	0.0826347	0.324838	0.121704	0.216609	0.0628023	0.0606535	2.28516
12.5779	0.65298	0.851363	0.106361	0.315958	0.0970396	0.214269	0.067661	0.0697385	2.37537
12.5976	0.664705	0.86173	0.109181	0.309006	0.0899598	0.221029	0.0653239	0.0741192	2.39505
12.6174	0.610626	0.857066	0.0890425	0.308573	0.104824	0.232337	0.0573882	0.0707501	2.33061
12.6372	0.52719	0.840238	0.0591442	0.314861	0.131313	0.240615	0.0491581	0.0617585	2.22428
12.657	0.470311	0.822227	0.0391682	0.323585	0.151449	0.240364	0.0460973	0.0530224	2.14622
12.6768	0.478063	0.814773	0.042157	0.328874	0.151535	0.23177	0.0502208	0.0502297	2.14762
12.6965	0.545385	0.822537	0.0657747	0.32717	0.131265	0.220533	0.0587347	0.0550454	2.22645
12.7163	0.627562	0.840015	0.0939781	0.319583	0.103947	0.214077	0.0660017	0.0641183	2.32928
12.7361	0.670079	0.855243	0.107735	0.311157	0.087485	0.216641	0.0671628	0.0712201	2.38672
12.7559	0.644983	0.857812	0.0976691	0.307479	0.0925087	0.226437	0.0615132	0.0714856	2.35989
12.7756	0.569417	0.845804	0.0703223	0.310891	0.1153	0.236909	0.0528359	0.0646485	2.26613
12.7954	0.494161	0.827017	0.0436883	0.319091	0.1403	0.241065	0.0468908	0.0551515	2.16737
12.8152	0.469721	0.813909	0.0352557	0.326501	0.150598	0.236146	0.04765	0.0492041	2.12899
12.835	0.513786	0.816212	0.0503512	0.328152	0.139853	0.225312	0.0546051	0.0506785	2.17895
12.8547	0.592396	0.827253	0.0786239	0.322911	0.112126	0.216102	0.0629597	0.0581883	2.27056
12.8745	0.659285	0.845458	0.100924	0.314262	0.0892544	0.214146	0.0673528	0.0668822	2.35756
12.8943	0.666706	0.854743	0.102221	0.307954	0.0840272	0.220931	0.0647607	0.0706189	2.37196
12.9141	0.610621	0.849131	0.081455	0.308131	0.0998611	0.231798	0.056971	0.0668584	2.30483
12.9338	0.528996	0.83224	0.0522911	0.314572	0.125923	0.239444	0.0491744	0.0579522	2.20059
12.9536	0.476669	0.815152	0.0339176	0.322945	0.144568	0.238722	0.0465658	0.0498116	2.12835
12.9734	0.488761	0.809034	0.0383216	0.327594	0.14316	0.230083	0.0508566	0.0476551	2.13547
12.9932	0.557334	0.817694	0.0622526	0.325376	0.122423	0.21926	0.0591615	0.0527991	2.2163
13.013	0.636797	0.835059	0.089488	0.317786	0.0959633	0.213418	0.0659451	0.0616454	2.3161
13.0327	0.674456	0.849269	0.101656	0.309844	0.081149	0.216389	0.0667155	0.0681558	2.36763
13.0525	0.645572	0.850597	0.0904473	0.306807	0.0875174	0.226125	0.060988	0.067882	2.33594
13.0723	0.569832	0.837953	0.0631857	0.310654	0.110493	0.236076	0.0525989	0.0609008	2.24169
13.0921	0.498069	0.819581	0.0378307	0.318701	0.134426	0.239607	0.0471438	0.0517607	2.14712
13.1118	0.478259	0.807482	0.0310312	0.325561	0.143115	0.23438	0.0482268	0.0464525	2.11451
13.1316	0.523731	0.809474	0.0470417	0.326592	0.130552	0.223891	0.0551215	0.0483527	2.16476
13.1514	0.604234	0.823908	0.0748935	0.321098	0.104894	0.215104	0.0632056	0.0560501	2.26339
13.1712	0.66633	0.840862	0.0958023	0.312738	0.0830147	0.213777	0.0670959	0.0642717	2.34389
13.1909	0.66897	0.848783	0.0956074	0.307023	0.079197	0.220737	0.0642384	0.0674102	2.35197
13.2107	0.61078	0.842167	0.0743098	0.307656	0.0956631	0.231273	0.0564008	0.0633097	2.28156
13.2305	0.530921	0.825214	0.0459244	0.314398	0.121107	0.238351	0.0492697	0.0545085	2.17969
13.2503	0.482864	0.809028	0.0291398	0.322351	0.138281	0.237268	0.047044	0.0468982	2.11287
13.27	0.498784	0.804154	0.0348824	0.326349	0.135527	0.228749	0.0514752	0.0453636	2.12528
13.2898	0.568136	0.813568	0.0590716	0.323691	0.114465	0.218394	0.0595671	0.0507763	2.20767
13.3096	0.64486	0.83068	0.0853005	0.316117	0.0889229	0.213153	0.0659387	0.059383	2.30436
13.3294	0.678027	0.843835	0.0958958	0.308667	0.0756753	0.216371	0.0663475	0.0653222	2.35014
13.3492	0.645928	0.844003	0.0836395	0.30628	0.0832451	0.225858	0.0605539	0.0645328	2.31404
13.3689	0.570323	0.830901	0.0565295	0.310487	0.106266	0.235243	0.0524443	0.0574612	2.21966
13.3887	0.501942	0.813052	0.0324584	0.318371	0.12909	0.238269	0.0473959	0.0486957	2.12927
13.4085	0.486535	0.802143	0.0272387	0.324675	0.136258	0.232923	0.0487767	0.0440315	2.10258
13.4283	0.534451	0.805209	0.0440596	0.325129	0.122803	0.222771	0.0556041	0.0464166	2.15644
13.448	0.613845	0.819894	0.0714616	0.319403	0.0974976	0.214534	0.0633352	0.0540971	2.25407
13.4678	0.671966	0.836135	0.090966	0.311315	0.0769811	0.213647	0.0668224	0.0618546	2.32969
13.4876	0.670414	0.842876	0.0893761	0.30624	0.0746533	0.22062	0.0637877	0.0643785	2.33235
13.5074	0.610585	0.835403	0.0676194	0.307471	0.0917695	0.230758	0.056254	0.0598951	2.25976
13.5271	0.532711	0.81852	0.0399958	0.314134	0.116606	0.237286	0.0492511	0.0513315	2.15984
13.5469	0.488932	0.803284	0.0247709	0.321763	0.132352	0.235841	0.0474576	0.0442802	2.09868
13.5667	0.508537	0.799626	0.0318008	0.325168	0.128299	0.2274	0.0520251	0.0433233	2.11618
13.5865	0.578536	0.80972	0.0561621	0.322082	0.106993	0.217581	0.0599034	0.0489803	2.19996
13.6062	0.652396	0.826551	0.0813524	0.314557	0.0823843	0.21284	0.065829	0.0573292	2.29324
13.626	0.681148	0.838653	0.0904204	0.307588	0.0706911	0.216304	0.0658739	0.0626912	2.33337
13.6458	0.645944	0.83775	0.0771514	0.305775	0.0794003	0.22559	0.0600733	0.0613919	2.29308
13.6656	0.570633	0.824234	0.0502647	0.310275	0.102396	0.234476	0.0522581	0.0542216	2.19876
13.6854	0.505705	0.806962	0.0274892	0.318024	0.124083	0.237011	0.0476742	0.0458653	2.11281
13.7051	0.494584	0.797233	0.0237903	0.323799	0.129789	0.231521	0.0493186	0.0418073	2.09184
13.7249	0.544754	0.801291	0.0413794	0.323708	0.115549	0.221638	0.0561036	0.0446127	2.14904
13.7447	0.622849	0.816184	0.0682849	0.317826	0.0906405	0.213944	0.063486	0.052284	2.2455
13.7645	0.677	0.831694	0.0863943	0.310034	0.0715308	0.213464	0.0665601	0.0595761	2.31625
13.7842	0.671409	0.837286	0.0834451	0.305526	0.0706891	0.220481	0.0632988	0.0615292	2.31366
13.804	0.610163	0.829021	0.0612958	0.30725	0.0883936	0.230285	0.0559145	0.0567517	2.23907
13.8238	0.534411	0.812245	0.0344926	0.313981	0.112582	0.23632	0.049206	0.0484015	2.14164
13.8436	0.49488	0.797967	0.020808	0.321201	0.126896	0.234571	0.047909	0.0418576	2.08609
13.8633	0.517989	0.795475	0.0290612	0.324031	0.121662	0.226197	0.0526	0.0414587	2.10847
13.8831	0.588404	0.806221	0.0535119	0.320586	0.100524	0.216668	0.0602487	0.047309	2.19347
13.9029	0.65941	0.822598	0.0776461	0.313145	0.0755211	0.212747	0.0657623	0.0553999	2.28223
13.9227	0.683749	0.833729	0.0852384	0.306653	0.0659105	0.216271	0.06548	0.0602053	2.31724
13.9425	0.645639	0.831794	0.0710559	0.305424	0.0758348	0.225333	0.0596208	0.0584349	2.27314
13.9622	0.570811	0.817956	0.0444275	0.310209	0.0988375	0.233753	0.0521124	0.051208	2.17931
13.982	0.509404	0.801277	0.0229533	0.317766	0.119413	0.235912	0.0479342	0.043225	2.09788
14.0018	0.502493	0.792693	0.0207095	0.32299	0.123664	0.230366	0.0498688	0.0397476	2.08253
14.0216	0.554764	0.797677	0.0389641	0.322388	0.10859	0.220815	0.0565879	0.0429646	2.14275
14.0413	0.631435	0.812668	0.0653294	0.316372	0.0840796	0.213603	0.0636193	0.0505747	2.23768
14.0611	0.6816	0.827422	0.082058	0.308931	0.0662701	0.213466	0.066298	0.057399	2.30344
14.0809	0.672084	0.831908	0.0778352	0.30502	0.0667907	0.220439	0.0628418	0.0587644	2.29568
14.1007	0.609579	0.822949	0.0553625	0.307218	0.0850338	0.229828	0.0555953	0.0536985	2.21926
14.1204	0.536043	0.806357	0.0294632	0.313985	0.108563	0.23535	0.0493805	0.0454787	2.12462
14.1402	0.500685	0.793018	0.0172395	0.320786	0.121499	0.233331	0.048352	0.0394974	2.07441
14.16	0.527173	0.791636	0.0266287	0.323069	0.115039	0.22511	0.0531598	0.0395979	2.10141
14.1798	0.597875	0.802877	0.051141	0.319323	0.0933331	0.216162	0.0605851	0.0455837	2.18688
14.1995	0.665825	0.818998	0.0742237	0.312086	0.0706686	0.212397	0.0656403	0.0532782	2.27312
14.2193	0.685915	0.829061	0.0802963	0.306264	0.0619607	0.216265	0.0648813	0.0573447	2.30199
14.2391	0.64511	0.826156	0.0651304	0.305955	0.0727378	0.225134	0.0587539	0.0546525	2.25363
14.2589	0.5709	0.812053	0.038467	0.313014	0.0955775	0.233058	0.0509209	0.0447233	2.15871
14.2787	0.512997	0.796008	0.0189001	0.314536	0.115012	0.234781	0.0485274	0.0446387	2.0854
14.2984	0.51013	0.788538	0.0178671	0.321007	0.117911	0.229112	0.0504061	0.0393785	2.07435
14.3182	0.564276	0.794381	0.0367549	0.32027	0.102167	0.219858	0.057171	0.0424739	2.13735
14.338	0.639384	0.809433	0.0625769	0.314249	0.0781552	0.213142	0.0639882	0.0498652	2.23079
14.3578	0.685606	0.82342	0.077903	0.307171	0.0616562	0.213389	0.0662774	0.056207	2.29163
14.3775	0.672364	0.826828	0.0723726	0.303833	0.0634732	0.220383	0.0625309	0.0570843	2.27887
14.3973	0.608833	0.817218	0.0495492	0.306461	0.0821208	0.229414	0.0552721	0.0517564	2.20062
14.4171	0.537627	0.800845	0.0245385	0.31331	0.104944	0.234451	0.0493178	0.0436386	2.10867
14.4369	0.50639	0.788468	0.0138264	0.319813	0.116519	0.232138	0.0486302	0.0380229	2.06381
14.4566	0.536011	0.788132	0.0243417	0.321612	0.108972	0.224031	0.0536137	0.0385355	2.09525
14.4764	0.606818	0.799852	0.0488837	0.317538	0.087186	0.215497	0.0609241	0.0446837	2.18138
14.4962	0.671701	0.815575	0.0708798	0.310301	0.0655303	0.2122	0.0657112	0.0522693	2.26417
14.516	0.687648	0.824619	0.0755419	0.30473	0.0582233	0.216264	0.0647975	0.0560996	2.28792
14.5357	0.644322	0.820788	0.0596538	0.304502	0.0699173	0.22494	0.0588357	0.053561	2.23652
14.5555	0.570915	0.806483	0.0337031	0.309728	0.0925621	0.232426	0.0518025	0.0462717	2.14389
14.5753	0.516563	0.791102	0.0148058	0.316882	0.110857	0.233729	0.0483817	0.0390097	2.07133
14.5951	0.517619	0.784715	0.0153845	0.321133	0.112428	0.227971	0.0508031	0.0365583	2.06661
14.6149	0.57343	0.791363	0.0348333	0.319649	0.096099	0.218996	0.0574597	0.0404272	2.13226
14.6346	0.646869	0.806389	0.0600037	0.313403	0.0725933	0.212741	0.063911	0.0479155	2.22383
14.6544	0.68913	0.819636	0.073957	0.306564	0.0574324	0.213327	0.0658719	0.0539523	2.27987
14.6742	0.672327	0.821984	0.0672789	0.30367	0.0604854	0.220318	0.0620349	0.0544063	2.2625
14.694	0.607964	0.81178	0.0443023	0.306591	0.079477	0.229008	0.0549983	0.0489446	2.18307
14.7137	0.539188	0.795692	0.0202409	0.31338	0.10155	0.233601	0.0494989	0.041094	2.09424
14.7335	0.512017	0.784267	0.0108797	0.319367	0.111779	0.231035	0.0490501	0.0360986	2.05449
14.7533	0.544607	0.784955	0.0223678	0.320648	0.103206	0.22303	0.0540755	0.0371124	2.09
14.7731	0.615303	0.797065	0.04679	0.316286	0.0814129	0.214896	0.0611583	0.0433911	2.1763
14.7928	0.677094	0.812336	0.0676972	0.309212	0.0607919	0.212004	0.0655635	0.0506612	2.25536
14.8126	0.688985	0.820362	0.0710236	0.304117	0.0548346	0.216244	0.0643988	0.0539761	2.27394
14.8324	0.643347	0.815663	0.0544365	0.304368	0.0673841	0.224747	0.0584402	0.0510634	2.21945
14.8522	0.570891	0.801219	0.0288917	0.309725	0.0897916	0.231808	0.0516856	0.0438089	2.12782
14.8719	0.520116	0.786522	0.0112731	0.316612	0.106926	0.232733	0.0485987	0.0369613	2.05974
14.8917	0.524961	0.781197	0.0131486	0.320359	0.107223	0.22691	0.0512737	0.0350693	2.06014
14.9115	0.582234	0.788627	0.0330524	0.318461	0.090336	0.218213	0.057849	0.0392237	2.128
14.9313	0.653843	0.803601	0.0575616	0.312189	0.0674025	0.212407	0.0639887	0.0466021	2.21759
14.9511	0.69221	0.815986	0.0701901	0.305709	0.0535207	0.213302	0.0655892	0.0521897	2.2687
14.9708	0.672005	0.817338	0.0623833	0.303298	0.0577686	0.22028	0.0616241	0.0521857	2.24688
14.9906	0.606993	0.806617	0.0392692	0.306546	0.0770757	0.228641	0.0547279	0.0465272	2.1664
15.0104	0.540749	0.790844	0.0161339	0.313227	0.0983627	0.232796	0.0495246	0.0389459	2.08058
15.0302	0.517567	0.780386	0.00821497	0.318841	0.107283	0.229998	0.0494285	0.034421	2.04614
15.0499	0.552956	0.782026	0.0206214	0.319627	0.0977429	0.2221	0.0545167	0.0358771	2.08547
15.0697	0.623373	0.79449	0.0449028	0.315031	0.0759863	0.214353	0.0613867	0.0422521	2.17178
15.0895	0.681988	0.809257	0.0646958	0.308138	0.0563633	0.211884	0.0654536	0.0492151	2.247
15.1093	0.689949	0.816306	0.0667169	0.303504	0.0517814	0.216285	0.0640397	0.0520479	2.26063
15.129	0.642199	0.810797	0.0495003	0.304179	0.0650834	0.22458	0.0580937	0.0487788	2.20321
15.1488	0.570851	0.796255	0.0244468	0.309672	0.0871895	0.231228	0.0515884	0.0415357	2.11277
15.1686	0.523646	0.782272	0.00812004	0.316278	0.103186	0.231801	0.0488827	0.035073	2.04926
15.1884	0.532133	0.777994	0.011239	0.319546	0.102258	0.22592	0.0516908	0.0336175	2.0544
15.2081	0.5907	0.786086	0.0315214	0.317306	0.084894	0.21749	0.0581579	0.038062	2.12422
15.2279	0.66038	0.800953	0.0552628	0.31103	0.0625565	0.212111	0.0639429	0.0453269	2.21156
15.2477	0.69486	0.812534	0.066504	0.304905	0.0499587	0.213266	0.0652021	0.0505119	2.25774
15.2675	0.671424	0.8129	0.0576321	0.303001	0.0553444	0.220274	0.061119	0.0500812	2.23178
15.2873	0.605946	0.801722	0.0344814	0.306531	0.0748684	0.228284	0.054384	0.0442502	2.15047
15.307	0.542309	0.786305	0.0124759	0.313057	0.0953424	0.232035	0.0494186	0.0367042	2.06765
15.3268	0.523045	0.776793	0.00533367	0.318391	0.102974	0.229009	0.0503374	0.0336865	2.03957
15.3466	0.561057	0.779357	0.0190209	0.318628	0.0925318	0.221235	0.0551196	0.0349299	2.08188
15.3664	0.631037	0.792102	0.0431367	0.313835	0.0708617	0.213874	0.0616692	0.0412629	2.16778
15.3861	0.686457	0.806344	0.061781	0.307159	0.0522674	0.211786	0.0653174	0.0478915	2.239
15.4059	0.690575	0.812418	0.0624023	0.303005	0.0489976	0.216336	0.0636038	0.050267	2.2476
15.4257	0.640906	0.806147	0.0445292	0.304131	0.0629983	0.22443	0.0576698	0.0467425	2.18755
15.4455	0.570784	0.791582	0.0199413	0.309736	0.0847625	0.230688	0.0514677	0.039618	2.09858
15.4652	0.527143	0.778322	0.00490862	0.316047	0.0996034	0.230924	0.0491261	0.033584	2.03966
15.485	0.539145	0.775046	0.00930382	0.318807	0.0974875	0.224992	0.0521954	0.0326059	2.04958
15.5048	0.598821	0.78376	0.0300106	0.316177	0.079709	0.216844	0.0586159	0.0372343	2.12117
15.5246	0.666469	0.798481	0.0530931	0.309888	0.0579935	0.211887	0.0641295	0.0443073	2.20625
15.5443	0.697133	0.809218	0.0630286	0.304133	0.0466813	0.213386	0.0650459	0.0490364	2.24766
15.5641	0.670621	0.808671	0.0531049	0.302713	0.0531315	0.220299	0.0607852	0.0481942	2.21752
15.5839	0.604835	0.797076	0.0298578	0.306549	0.0728277	0.228011	0.0541998	0.0423002	2.13566
15.6037	0.543862	0.782065	0.00865648	0.313014	0.0924616	0.231372	0.049662	0.0352242	2.05632
15.6235	0.528391	0.773482	0.00351053	0.317797	0.0987701	0.228184	0.0501945	0.0316597	2.03199
15.6432	0.568753	0.776905	0.017659	0.317644	0.0873995	0.220621	0.0554377	0.0338553	2.07827
15.663	0.637965	0.789947	0.0415201	0.31269	0.065752	0.21387	0.0618686	0.0402974	2.16391
15.6828	0.689587	0.804079	0.0590515	0.306202	0.0477838	0.213168	0.065228	0.0466163	2.23172
15.7026	0.691995	0.807437	0.0584708	0.302496	0.0476793	0.213754	0.0633149	0.0485045	2.23365
15.7223	0.639659	0.801395	0.0400582	0.304016	0.0614954	0.223572	0.0573715	0.044689	2.17226
15.7421	0.570854	0.787072	0.0160045	0.309703	0.0827557	0.229743	0.0513973	0.0376478	2.08518
15.7619	0.530804	0.774632	0.00220577	0.315724	0.096413	0.229749	0.0493902	0.0320214	2.03094
15.7817	0.546178	0.772333	0.00774439	0.318027	0.0931479	0.223803	0.0525911	0.0314939	2.04532
15.8014	0.606719	0.781564	0.02872	0.315094	0.0749931	0.215938	0.0589406	0.0363681	2.11834
15.8212	0.672128	0.796049	0.051027	0.308842	0.0539446	0.211408	0.0641629	0.0432824	2.20084
15.841	0.698935	0.805933	0.0596696	0.303439	0.04384	0.213208	0.0647964	0.0475708	2.23739
15.8608	0.669526	0.804517	0.0487992	0.302462	0.0512418	0.22013	0.0604262	0.0463299	2.20343
15.8805	0.603717	0.792611	0.0255757	0.306527	0.0710161	0.227539	0.0539794	0.0403312	2.1213
15.9003	0.545576	0.778044	0.00537984	0.312878	0.0898063	0.230499	0.04976	0.0335418	2.04548
15.9201	0.533958	0.770418	0.00152814	0.317243	0.094965	0.227053	0.0505619	0.0304085	2.02614
15.9399	0.576651	0.774646	0.0164465	0.316705	0.0829355	0.219502	0.0558296	0.0329709	2.07569
15.9597	0.645226	0.787771	0.0400155	0.3116	0.0616309	0.212855	0.062059	0.0394346	2.16059
15.9794	0.694098	0.800849	0.0564043	0.305333	0.0451279	0.211516	0.0650994	0.045414	2.22384
15.9992	0.690852	0.805028	0.0545971	0.302072	0.0442621	0.216339	0.0629365	0.0468791	2.22297
16.019	0.637904	0.797413	0.0357196	0.303945	0.059464	0.224075	0.0570286	0.0427942	2.15834
16.0388	0.570749	0.782956	0.012252	0.309672	0.0804091	0.229563	0.0513234	0.0358715	2.0728
16.0585	0.534295	0.771205	0.000242716	0.315403	0.092981	0.229158	0.0495972	0.0307142	2.0236
16.0783	0.552926	0.769841	0.00632961	0.317286	0.0886974	0.223119	0.0530389	0.0304348	2.04167
16.0981	0.614217	0.779621	0.0275462	0.314046	0.0702991	0.215472	0.0592782	0.0355437	2.11602
16.1179	0.677397	0.793858	0.0490557	0.307847	0.0499588	0.211288	0.0642057	0.042284	2.19589
16.1376	0.700503	0.802893	0.0564097	0.302822	0.0411437	0.213349	0.0645257	0.0461561	2.2278
16.1574	0.66831	0.800616	0.0446476	0.302281	0.0494353	0.220148	0.0600612	0.0445456	2.19004
16.1772	0.602549	0.788407	0.0215157	0.30655	0.0692702	0.227249	0.053778	0.0384849	2.1078
16.197	0.547219	0.774296	0.00234415	0.312766	0.0872086	0.229857	0.0498712	0.0319613	2.03552
16.2168	0.53928	0.767598	0.000224281	0.316711	0.0911674	0.226242	0.050939	0.0292967	2.02146
16.2365	0.58407	0.772609	0.0153924	0.315768	0.0784113	0.218818	0.0562299	0.0321683	2.07347
16.2563	0.651756	0.785835	0.0386082	0.310555	0.0573445	0.212507	0.0622634	0.0386415	2.15751
16.2761	0.697333	0.798308	0.0538549	0.304534	0.0419122	0.211494	0.0649776	0.0442954	2.21671
16.2959	0.690596	0.80157	0.050863	0.301701	0.0422311	0.216399	0.0625886	0.0453233	2.21127
16.3156	0.636252	0.793342	0.0315696	0.303927	0.0579393	0.22396	0.0567145	0.0409985	2.1447
16.3354	0.570751	0.77902	0.00872169	0.309676	0.0784036	0.229088	0.051251	0.0341689	2.06108
16.3552	0.537865	0.768024	0.0025349	0.315088	0.0898427	0.228396	0.0498513	0.0293321	2.02093
16.375	0.559561	0.767563	0.00512111	0.31651	0.0845292	0.222329	0.0534278	0.0296058	2.03865
16.3947	0.621425	0.777796	0.0264902	0.313035	0.0659113	0.214937	0.0595826	0.0348548	2.11403
16.4145	0.682256	0.791754	0.0471626	0.306918	0.0463039	0.211109	0.0642305	0.0414025	2.19114
16.4343	0.701658	0.799965	0.0532653	0.302259	0.0386425	0.213367	0.0642655	0.0448785	2.2183
16.4541	0.666902	0.79686	0.040651	0.302132	0.0478787	0.22016	0.0596963	0.0428994	2.17718
16.4738	0.601376	0.784405	0.0176587	0.306596	0.0676909	0.226961	0.0535675	0.0367737	2.09503
16.4936	0.548918	0.7708	0.000479759	0.312616	0.0847406	0.229223	0.0499661	0.0305183	2.02726
16.5134	0.544582	0.765009	0.00181149	0.316182	0.0875324	0.225443	0.0512743	0.0282867	2.02012
16.5332	0.591283	0.770747	0.014428	0.314871	0.0741413	0.21814	0.0566196	0.0314554	2.07168
16.553	0.657926	0.784045	0.0372671	0.309573	0.053383	0.212147	0.0624274	0.0378834	2.15465
16.5727	0.700184	0.795886	0.0513644	0.303794	0.0389896	0.211445	0.0648381	0.0432114	2.20971
16.5925	0.690074	0.798249	0.0472622	0.301391	0.0404127	0.21644	0.0622609	0.0438454	2.19994
16.6123	0.634535	0.789479	0.027587	0.303927	0.056512	0.223799	0.0564089	0.0393135	2.13156
16.6321	0.570822	0.7753	0.00540694	0.309673	0.0764074	0.228598	0.0511939	0.0326073	2.05001
16.6518	0.541478	0.765088	0.00461955	0.31478	0.0866816	0.227647	0.0500827	0.0281449	2.01852
16.6716	0.566152	0.765485	0.00403241	0.315826	0.0803864	0.221586	0.0538152	0.028811	2.03609
