f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta
37.3776	0.690616	0.739661	0.00866055	0.29869	0.010073	0.212715	0.0593168	0.0200817	2.03981
37.3974	0.722733	0.745664	0.00236522	0.296532	0.000673952	0.209509	0.0621007	0.022833	2.06241
37.4172	0.718162	0.744134	0.000904169	0.297301	0.00225749	0.209379	0.0619536	0.0222097	2.0563
37.437	0.67991	0.736099	0.0121077	0.300495	0.0137822	0.2124	0.0589658	0.0186542	2.03241
37.4567	0.633495	0.726934	0.0279505	0.303988	0.0275728	0.216583	0.0551359	0.0145218	2.00618
37.4765	0.609845	0.72275	0.0360685	0.30543	0.034471	0.21914	0.0530157	0.0125845	1.9933
37.4963	0.624748	0.726403	0.0310164	0.303885	0.0298249	0.218353	0.0540055	0.0141457	2.00238
37.5161	0.668244	0.735418	0.016169	0.300342	0.016783	0.214764	0.0574778	0.0181593	2.02736
37.5358	0.711354	0.743813	0.00139663	0.297218	0.00404502	0.21076	0.0610976	0.0219518	2.05164
37.5556	0.725273	0.745991	0.00343076	0.296588	0.000115099	0.209012	0.0624343	0.0230262	2.06587
37.5754	0.700703	0.740504	0.00488362	0.298853	0.00763395	0.21068	0.0606409	0.0206271	2.04453
37.5952	0.654006	0.731033	0.0207849	0.302538	0.0215935	0.214669	0.0568733	0.0163821	2.01788
37.615	0.616322	0.72392	0.0336736	0.305163	0.0327166	0.218296	0.0536507	0.013125	1.99687
37.6347	0.612767	0.723901	0.0349247	0.30498	0.0335553	0.219174	0.0531195	0.0130417	1.99546
37.6545	0.645722	0.731029	0.023689	0.302121	0.0235981	0.216696	0.0556419	0.0161833	2.01468
37.6743	0.693191	0.740564	0.00746056	0.298488	0.00947471	0.212517	0.0595272	0.0204634	2.04169
37.6941	0.723509	0.74614	0.00297068	0.296489	0.000634177	0.209413	0.062195	0.0230326	2.06438
37.7138	0.71643	0.744061	0.000626734	0.297499	0.00297246	0.209459	0.0618708	0.0221476	2.05507
37.7336	0.676646	0.735716	0.0128948	0.300835	0.0149507	0.212634	0.0587511	0.0184512	2.03088
37.7534	0.630679	0.726683	0.0285933	0.304248	0.0286023	0.216816	0.0549396	0.0143788	2.00494
37.7732	0.609149	0.723028	0.0359597	0.305496	0.0348324	0.21922	0.0529597	0.0126703	1.99331
37.7929	0.626485	0.72717	0.030091	0.303719	0.0294645	0.218268	0.0541225	0.0144627	2.00378
37.8127	0.671046	0.736387	0.0148713	0.300123	0.016128	0.214566	0.0576769	0.0185713	2.02937
37.8325	0.713149	0.744533	0.000436727	0.297094	0.00370877	0.210593	0.0612336	0.0222484	2.053
37.8523	0.724679	0.746185	0.00359411	0.296679	0.000501553	0.208999	0.0624371	0.0230615	2.06614
37.872	0.697913	0.740246	0.00547448	0.299136	0.00868177	0.210851	0.060481	0.0204531	2.04324
37.8918	0.65069	0.730685	0.0215682	0.302841	0.0227816	0.214909	0.0566573	0.016186	2.01632
37.9116	0.614472	0.723917	0.033941	0.305327	0.0334315	0.218487	0.0535223	0.0130987	1.9962
37.9314	0.613445	0.724458	0.0343392	0.304915	0.0335204	0.219192	0.0531564	0.013275	1.9963
37.9512	0.648264	0.731963	0.0224676	0.301906	0.0229986	0.216561	0.0558081	0.0165778	2.01655
37.9709	0.695722	0.741445	0.00623869	0.298297	0.00888956	0.212341	0.0597079	0.0208188	2.04346
37.9907	0.724134	0.74659	0.00354708	0.29649	0.00064225	0.209347	0.0622651	0.0231476	2.06616
38.0105	0.714547	0.743976	0.000347733	0.297713	0.00374754	0.209579	0.0617885	0.0220265	2.05372
38.0303	0.673303	0.735352	0.0136638	0.301146	0.0161581	0.212877	0.0585927	0.0181748	2.02927
38.05	0.627914	0.726481	0.0291583	0.304487	0.0296219	0.217053	0.0548283	0.0141784	2.00372
38.0698	0.608613	0.723328	0.0357872	0.305532	0.0351635	0.219356	0.0530223	0.0127089	1.99351
38.0896	0.628317	0.727987	0.0291011	0.303558	0.0290668	0.218168	0.0543857	0.0147696	2.00535
38.1094	0.673842	0.737379	0.0135561	0.299911	0.0154592	0.21439	0.0580008	0.0190248	2.03156
38.1291	0.71485	0.745241	0.000503828	0.29703	0.00338923	0.210452	0.0614567	0.0226757	2.0556
38.1489	0.723933	0.746355	0.00398084	0.297342	0.000937847	0.209023	0.0625033	0.0253267	2.0694
38.1687	0.69504	0.73996	0.00613457	0.299408	0.00975374	0.211037	0.0603041	0.0202017	2.04184
38.1885	0.647391	0.730359	0.0223677	0.303129	0.0239815	0.215166	0.0564405	0.0159366	2.01477
38.2082	0.612761	0.723964	0.0342004	0.305452	0.0341261	0.218651	0.0534433	0.0130064	1.9956
38.228	0.614249	0.725072	0.0337319	0.304828	0.033458	0.21918	0.0533145	0.0134309	1.99726
38.2478	0.650853	0.732945	0.0212441	0.301695	0.0223935	0.216399	0.0561315	0.01696	2.01862
38.2676	0.698164	0.742356	0.00503636	0.298125	0.00834931	0.212161	0.0600188	0.0212663	2.04548
38.2874	0.724605	0.747042	0.00409317	0.296531	0.000711284	0.209293	0.0623668	0.0234793	2.06812
38.3071	0.712502	0.74387	6.08761e-05	0.297981	0.00458355	0.209703	0.0616152	0.0221408	2.05246
38.3269	0.669923	0.734981	0.0144284	0.301493	0.0174042	0.213116	0.0582448	0.0181445	2.02774
38.3467	0.625229	0.726328	0.0297045	0.304748	0.0306229	0.217269	0.0545	0.0141589	2.00256
38.3665	0.608221	0.723676	0.0355522	0.305538	0.0354355	0.219395	0.0528781	0.0128569	1.99355
38.3862	0.630241	0.728851	0.028074	0.303375	0.0286453	0.218081	0.05447	0.0151183	2.00686
38.406	0.676602	0.73838	0.0122225	0.299682	0.01479	0.214202	0.0581958	0.0194172	2.03349
38.4258	0.716386	0.745956	0.00143841	0.296931	0.00311839	0.210338	0.0615811	0.0228983	2.05865
38.4456	0.723009	0.746518	0.00378904	0.296964	0.00143664	0.209059	0.0623901	0.0232423	2.06641
38.4653	0.692049	0.73971	0.00667652	0.299765	0.0108888	0.211239	0.0600608	0.0202478	2.04064
38.4851	0.644108	0.730091	0.0230328	0.303462	0.0251715	0.215415	0.0561372	0.0158779	2.0133
38.5049	0.611155	0.724099	0.0343233	0.305598	0.034789	0.218836	0.0532609	0.0130855	1.99515
38.5247	0.615099	0.725481	0.033008	0.304734	0.0325453	0.218638	0.0533078	0.0137328	1.99655
38.5444	0.653449	0.733946	0.0199364	0.301458	0.0217551	0.216299	0.056294	0.0173804	2.02052
38.5642	0.700477	0.743258	0.00382282	0.297941	0.00784752	0.212059	0.0601886	0.0216182	2.04721
38.584	0.724854	0.747461	0.00460379	0.296533	0.000879036	0.20932	0.0624292	0.023608	2.06969
38.6038	0.710289	0.743781	0.000254576	0.298244	0.00553367	0.209911	0.0614971	0.022019	2.05153
38.6236	0.666457	0.73468	0.0151743	0.301842	0.0187536	0.21346	0.0580242	0.0179347	2.02633
38.6433	0.62259	0.726253	0.0301772	0.304981	0.0317465	0.217607	0.0543203	0.0140827	2.00176
38.6631	0.607914	0.724141	0.0352516	0.305567	0.0358718	0.21958	0.0528476	0.0130242	1.9942
38.6829	0.632253	0.729785	0.0269724	0.303192	0.028388	0.218047	0.054608	0.0154872	2.00873
38.7027	0.679361	0.739416	0.0108689	0.299466	0.0142801	0.214047	0.058401	0.0198271	2.03567
38.7224	0.717809	0.746634	0.00235414	0.296853	0.00296845	0.210198	0.0617358	0.0231693	2.06172
38.7422	0.721925	0.746626	0.00387006	0.297128	0.00200594	0.209084	0.0623568	0.0232687	2.06627
38.762	0.688933	0.739408	0.0073167	0.300081	0.0120565	0.211461	0.0598812	0.0200777	2.03921
38.7818	0.640805	0.729808	0.0237212	0.30378	0.0264247	0.215731	0.0559092	0.0157243	2.0119
38.8015	0.609632	0.724257	0.034419	0.305725	0.0355528	0.219056	0.0531438	0.0131229	1.99491
38.8213	0.616202	0.726482	0.0322294	0.30463	0.0333395	0.219223	0.0533856	0.0140102	1.9995
38.8411	0.65613	0.735012	0.0186114	0.301232	0.021286	0.216115	0.0565054	0.0178044	2.0227
38.8609	0.702777	0.744179	0.00261716	0.297809	0.00745172	0.211812	0.0604019	0.0219764	2.04902
38.8806	0.725019	0.747879	0.00507741	0.296631	0.00106395	0.209189	0.0624974	0.0237453	2.0711
38.9004	0.707978	0.743653	0.000582109	0.298473	0.00642717	0.209973	0.0613525	0.0219967	2.05044
38.9202	0.66299	0.734335	0.0159169	0.302173	0.019963	0.213661	0.0577969	0.0177761	2.02461
38.94	0.620039	0.726163	0.030612	0.305218	0.0326757	0.217804	0.0541284	0.0140225	2.00066
38.9598	0.607763	0.724611	0.0348633	0.305561	0.0360942	0.219633	0.0528289	0.0132158	1.99457
38.9795	0.634342	0.730727	0.0258159	0.303007	0.0279227	0.217926	0.0547626	0.0158824	2.01039
38.9993	0.682063	0.74046	0.00949073	0.299242	0.0136629	0.213839	0.0586339	0.0202603	2.03765
39.0191	0.719074	0.747335	0.00323248	0.296795	0.00282117	0.210087	0.0618766	0.0234239	2.06465
39.0389	0.720656	0.746753	0.00388711	0.297291	0.00265217	0.209155	0.0623369	0.0232965	2.06603
39.0586	0.685729	0.739137	0.00795772	0.300417	0.0132943	0.21169	0.0596963	0.0199091	2.03783
39.0784	0.637548	0.729585	0.0243819	0.304078	0.0276641	0.215997	0.055726	0.0155635	2.01054
39.0982	0.608237	0.724484	0.0344355	0.305846	0.0361889	0.219212	0.0530688	0.0131746	1.99465
39.118	0.617356	0.727262	0.0313646	0.304534	0.0332097	0.219186	0.0534937	0.0143288	2.00074
39.1377	0.658805	0.736095	0.0172204	0.301017	0.0206953	0.215971	0.0567251	0.0182731	2.0248
39.1575	0.704937	0.745091	0.001403	0.297658	0.00704573	0.211649	0.0605903	0.0223876	2.05076
39.1773	0.724965	0.748283	0.00555822	0.296693	0.00135326	0.209153	0.0625203	0.0239312	2.07246
39.1971	0.705476	0.743536	0.000975415	0.298791	0.00745269	0.210132	0.0611641	0.0218517	2.04938
39.2168	0.659455	0.734039	0.0166544	0.302511	0.021287	0.213937	0.0576002	0.0176173	2.0231
39.2366	0.617561	0.726148	0.0309861	0.305431	0.0336655	0.218035	0.0540095	0.0139851	1.99982
39.2564	0.607735	0.725154	0.0343964	0.305549	0.036327	0.219717	0.0528723	0.0134154	1.99517
39.2762	0.636537	0.731741	0.0246031	0.302822	0.0275094	0.217828	0.0549632	0.0162916	2.0123
39.296	0.684741	0.741518	0.00810785	0.299053	0.0131085	0.213655	0.0588791	0.0207202	2.03978
39.3157	0.720185	0.748016	0.00410446	0.296775	0.00275698	0.209967	0.0619984	0.0237287	2.06753
39.3355	0.719208	0.746863	0.00389145	0.29751	0.00337076	0.209219	0.0622579	0.0233405	2.06566
39.3553	0.682411	0.738884	0.00857662	0.300774	0.0145853	0.211927	0.059448	0.019797	2.0364
39.3751	0.634308	0.729393	0.024993	0.304389	0.0289158	0.216275	0.0554731	0.0154837	2.00923
39.3948	0.606968	0.724773	0.0343893	0.305942	0.0368264	0.219388	0.0529689	0.0132679	1.99452
39.4146	0.618639	0.728106	0.0304609	0.304397	0.0330585	0.21918	0.0536105	0.0146768	2.00213
39.4344	0.661521	0.737198	0.0158148	0.3008	0.0201338	0.215785	0.0569574	0.0187318	2.02694
39.4542	0.707025	0.746012	0.000204961	0.297531	0.00670015	0.211466	0.0607967	0.0227612	2.0525
39.4739	0.724753	0.748665	0.0059895	0.296789	0.00172016	0.209088	0.0625651	0.0240721	2.07364
39.4937	0.702855	0.743394	0.00138364	0.299071	0.0085484	0.210226	0.0610886	0.0218124	2.04838
39.5135	0.655882	0.733759	0.0173377	0.302875	0.0226491	0.214139	0.0573176	0.0174743	2.02143
39.5333	0.615126	0.726188	0.0312939	0.305643	0.0346335	0.218194	0.0538155	0.0139639	1.99886
39.5531	0.607738	0.725735	0.0338761	0.305529	0.03656	0.219683	0.0528774	0.0136436	1.99564
39.5728	0.638383	0.732332	0.0233414	0.302637	0.0275665	0.217281	0.0551439	0.0167242	2.01341
39.5926	0.687395	0.742763	0.00671424	0.298869	0.0124013	0.2136	0.0591013	0.0211703	2.04201
39.6124	0.721171	0.748746	0.00496327	0.296759	0.00266536	0.209931	0.0621066	0.0240197	2.07036
39.6322	0.717625	0.747	0.00387859	0.297729	0.00410926	0.209336	0.0621767	0.0233805	2.06524
39.6519	0.67905	0.738648	0.00919547	0.301113	0.015862	0.21218	0.0592111	0.0196723	2.03493
39.6717	0.631129	0.729264	0.0255629	0.304672	0.0301331	0.216545	0.0552654	0.0154119	2.00798
39.6915	0.605811	0.72513	0.0342684	0.306029	0.037424	0.219535	0.0529067	0.0134033	1.99451
39.7113	0.619976	0.728998	0.0294937	0.304268	0.0329012	0.219152	0.0537377	0.0150322	2.00356
39.731	0.664177	0.738349	0.0143898	0.300581	0.019596	0.215646	0.0571964	0.0191977	2.02913
39.7508	0.708923	0.746942	0.00099063	0.297414	0.00638673	0.211365	0.0609676	0.0231521	2.05614
39.7706	0.724333	0.749055	0.0064089	0.296911	0.00212356	0.209153	0.0625548	0.0242507	2.07479
39.7904	0.700095	0.743311	0.00175832	0.299391	0.00967151	0.210488	0.0608812	0.0217879	2.04738
39.8101	0.652345	0.73355	0.0180132	0.303199	0.0240184	0.214493	0.0570968	0.0174114	2.02013
39.8299	0.612886	0.726295	0.0315251	0.305806	0.0356105	0.218499	0.0537104	0.014053	1.99838
39.8497	0.60806	0.726435	0.0332819	0.305452	0.0367419	0.219846	0.0530059	0.013949	1.99677
39.8695	0.641065	0.733894	0.0220535	0.302403	0.0266627	0.21763	0.0554508	0.0171764	2.01634
39.8893	0.689887	0.743708	0.00534105	0.298674	0.0121016	0.213322	0.0594216	0.0215697	2.04403
39.909	0.72194	0.749361	0.00574686	0.296765	0.0028065	0.209797	0.0622586	0.0242352	2.07291
39.9288	0.715812	0.747088	0.00389782	0.297938	0.00499492	0.209412	0.0620431	0.0234905	2.06468
39.9486	0.675543	0.738422	0.00851419	0.300955	0.017231	0.212423	0.0586189	0.0222706	2.03398
39.9684	0.627963	0.729176	0.0262927	0.305054	0.0313844	0.216834	0.0550547	0.0148362	2.00659
39.9881	0.604801	0.725535	0.0341412	0.306126	0.0380183	0.219692	0.0528742	0.0133762	1.99456
40.0079	0.621485	0.729965	0.0285054	0.30413	0.0327213	0.219113	0.0539702	0.0153369	2.00523
40.0277	0.666906	0.739507	0.0130286	0.300364	0.0190714	0.215485	0.0576102	0.0195837	2.03156
40.0475	0.710747	0.747857	0.00200164	0.297341	0.00614238	0.211203	0.0613779	0.0233482	2.06002
40.0672	0.72374	0.749426	0.00657424	0.297095	0.00262549	0.209132	0.0627627	0.0241154	2.07547
40.087	0.697175	0.743195	0.00235138	0.299796	0.0108676	0.210676	0.0608129	0.0213896	2.04626
40.1068	0.648719	0.73334	0.018805	0.303644	0.0254146	0.214789	0.0567949	0.016989	2.0185
40.1266	0.610687	0.72646	0.0317572	0.306083	0.0365669	0.218741	0.053365	0.0138841	1.99754
40.1463	0.60842	0.72717	0.0325554	0.305478	0.0369108	0.219912	0.0527932	0.0141445	1.99738
40.1661	0.643448	0.735037	0.0206217	0.302223	0.0262242	0.217506	0.0554436	0.0176338	2.01814
40.1859	0.692383	0.744819	0.00387812	0.298518	0.0116561	0.213136	0.0595646	0.0220623	2.04602
40.2057	0.72258	0.750013	0.00653014	0.29681	0.00293735	0.209705	0.062404	0.0244822	2.07546
40.2255	0.713856	0.747178	0.00366188	0.298249	0.00592362	0.209521	0.0620693	0.023281	2.06374
40.2452	0.671973	0.73821	0.0105447	0.301891	0.0186337	0.212698	0.0588044	0.0192788	2.03203
40.265	0.624846	0.729129	0.0266208	0.305307	0.0326264	0.217134	0.0547737	0.0151426	2.00558
40.2848	0.60389	0.726012	0.0338101	0.30621	0.0385787	0.219864	0.0526602	0.0136458	1.99467
40.3046	0.623079	0.730972	0.0272897	0.304002	0.0325387	0.219081	0.0538835	0.0158045	2.00665
40.3243	0.669603	0.740723	0.0113859	0.30017	0.0185512	0.215286	0.0576222	0.0201776	2.03352
40.3441	0.712455	0.748779	0.0033128	0.29726	0.00596157	0.211048	0.0613798	0.0238759	2.06407
40.3639	0.722981	0.749792	0.00704286	0.297233	0.00320253	0.209148	0.0626526	0.0244282	2.07648
40.3837	0.694123	0.743085	0.00269194	0.300112	0.012141	0.210874	0.0605973	0.0214818	2.04511
40.4034	0.6451	0.733167	0.0193901	0.303953	0.0268274	0.21509	0.0565986	0.0169949	2.01712
40.4232	0.608582	0.726689	0.0318832	0.306247	0.0375049	0.218983	0.0532937	0.0139742	1.99716
40.443	0.608905	0.72799	0.0318102	0.305418	0.0370525	0.219964	0.0529017	0.0144572	1.9985
40.4628	0.645874	0.736235	0.0191984	0.302027	0.0257816	0.217372	0.0556862	0.0181205	2.0203
40.4825	0.694812	0.745949	0.00243468	0.298364	0.011237	0.212936	0.0597907	0.0225314	2.04806
40.5023	0.723058	0.750676	0.00731821	0.296856	0.00314356	0.2096	0.0624747	0.0247636	2.07789
40.5221	0.711725	0.747268	0.00358716	0.298524	0.00692806	0.209605	0.0619536	0.0233247	2.06292
40.5419	0.668337	0.738015	0.0111454	0.302257	0.0201056	0.212941	0.0585811	0.0191758	2.03056
40.5617	0.621773	0.729131	0.0270704	0.305578	0.0339174	0.217404	0.0545469	0.0151801	2.0046
40.5814	0.603111	0.726558	0.0334644	0.306264	0.0391591	0.220006	0.0526374	0.0138416	1.99504
40.6012	0.624771	0.732049	0.0261062	0.30385	0.0323624	0.21904	0.0540419	0.0162113	2.00843
40.621	0.672332	0.741939	0.00983094	0.299956	0.0180742	0.215112	0.0578634	0.0206844	2.03579
40.6408	0.71399	0.749725	0.00449989	0.297201	0.00582964	0.210895	0.0615479	0.0242523	2.06794
40.6605	0.722012	0.750147	0.0073618	0.297417	0.00384728	0.209143	0.0626433	0.0245706	2.07714
40.6803	0.690937	0.742982	0.00313768	0.300458	0.0134668	0.211065	0.0604129	0.0214247	2.04388
40.7001	0.64147	0.733044	0.0199916	0.304323	0.0282927	0.215373	0.0563408	0.0169083	2.01574
40.7199	0.606568	0.726969	0.0319384	0.306417	0.0384655	0.219218	0.0531458	0.0140608	1.99678
40.7396	0.609518	0.728855	0.030974	0.305339	0.0372169	0.220034	0.0529589	0.0147942	1.99969
40.7594	0.648349	0.737469	0.0177141	0.301832	0.0253907	0.217284	0.0558941	0.018628	2.02256
40.7792	0.697146	0.747071	0.000977566	0.298213	0.0108922	0.212788	0.0600094	0.0230012	2.0501
40.799	0.723336	0.751311	0.00808119	0.296939	0.00342317	0.209561	0.0625537	0.025023	2.08023
40.8187	0.709419	0.747338	0.00345863	0.298836	0.00799709	0.209745	0.0618282	0.0233443	2.06197
40.8385	0.664609	0.73785	0.0117766	0.302663	0.02159	0.213231	0.0583338	0.019092	2.02915
40.8583	0.61877	0.72919	0.0273999	0.305848	0.0351617	0.2177	0.054381	0.0151066	2.00356
40.8781	0.602463	0.727185	0.0330149	0.306296	0.0396722	0.220171	0.0526047	0.0140726	1.99548
40.8979	0.626555	0.733184	0.0247857	0.303703	0.0321485	0.219005	0.054201	0.0166919	2.01027
40.9176	0.674986	0.743215	0.00818604	0.299782	0.0175978	0.214971	0.0581012	0.0212261	2.03807
40.9374	0.715414	0.750626	0.00577375	0.297197	0.00578708	0.210785	0.0616996	0.0246783	2.07196
40.9572	0.720869	0.750479	0.00782448	0.297666	0.00458061	0.20919	0.0625884	0.0247401	2.07794
40.977	0.687631	0.742885	0.00331059	0.300923	0.0148485	0.211288	0.0601601	0.0214018	2.04245
40.9967	0.637827	0.732952	0.0195988	0.305079	0.0297554	0.215688	0.0558896	0.0169965	2.01379
41.0165	0.604668	0.727311	0.0324407	0.306311	0.0393942	0.219444	0.0531346	0.0140801	1.99678
41.0363	0.610248	0.729785	0.0302933	0.305153	0.0373447	0.220074	0.0530674	0.0151259	2.00109
41.0561	0.650861	0.738742	0.0163504	0.301576	0.0249915	0.217138	0.0561526	0.0191269	2.02494
41.0758	0.699385	0.748209	0.000366853	0.298051	0.0105953	0.21259	0.060259	0.0234705	2.05293
41.0956	0.723445	0.751935	0.0087657	0.297006	0.00379836	0.209488	0.0626599	0.0252844	2.08238
41.1154	0.706943	0.747407	0.00328898	0.299136	0.00915601	0.209887	0.0617149	0.02335	2.06088
41.1352	0.660828	0.737692	0.0123874	0.303026	0.0231267	0.213521	0.0580722	0.018975	2.02763
41.1549	0.615812	0.729304	0.0278043	0.306109	0.0364282	0.218	0.0541562	0.0150853	2.0027
41.1747	0.601922	0.727848	0.0326267	0.306297	0.0402002	0.220314	0.0525455	0.0142906	1.99604
41.1945	0.628416	0.73436	0.0236106	0.303489	0.031952	0.218939	0.0543542	0.0171388	2.01226
41.2143	0.677607	0.744502	0.00675033	0.299565	0.0171949	0.214773	0.0583661	0.0217376	2.0405
41.2341	0.716678	0.751528	0.00674174	0.297129	0.0058188	0.210604	0.0618952	0.0250106	2.07541
41.2538	0.719518	0.750779	0.00788987	0.297831	0.00542968	0.209202	0.0625999	0.0248178	2.07807
41.2736	0.684181	0.742774	0.00406645	0.301211	0.0163291	0.21153	0.0600016	0.0212609	2.04135
41.2934	0.634178	0.732868	0.0211213	0.305014	0.0312764	0.216032	0.0558404	0.016736	2.01307
41.3132	0.602857	0.727718	0.0318848	0.306715	0.0403334	0.219703	0.0528807	0.0142988	1.99639
41.3329	0.611089	0.730777	0.0291475	0.305149	0.037475	0.220086	0.0530957	0.0155333	2.00235
41.3527	0.653338	0.74007	0.0146909	0.301404	0.0246736	0.216844	0.056339	0.0196779	2.02704
41.3725	0.701052	0.749497	0.00186648	0.29795	0.0109932	0.21146	0.0604678	0.0239653	2.05725
41.3923	0.723655	0.752528	0.00948319	0.297127	0.00386323	0.209778	0.062713	0.0255406	2.08469
41.412	0.704429	0.747475	0.00312402	0.299478	0.0101839	0.210158	0.061578	0.0233554	2.05978
41.4318	0.65705	0.737573	0.0129705	0.303439	0.0245805	0.213926	0.0578165	0.0188795	2.02624
41.4516	0.612991	0.72946	0.0280676	0.306378	0.0375821	0.218421	0.0539755	0.0151783	2.00205
41.4714	0.601594	0.728589	0.0320111	0.306326	0.0405819	0.220622	0.0525328	0.0145712	1.99683
41.4912	0.630459	0.735602	0.0222055	0.303331	0.0315937	0.219059	0.0545194	0.0176327	2.0144
41.5109	0.680314	0.745835	0.0051146	0.299385	0.0166453	0.214756	0.0585967	0.0222565	2.0429
41.5307	0.717883	0.752494	0.00788148	0.297127	0.00573549	0.210592	0.0620482	0.0253772	2.07914
41.5505	0.718034	0.751175	0.00811262	0.298085	0.0061878	0.209301	0.062565	0.0249242	2.07839
41.5703	0.680639	0.742755	0.00453014	0.301617	0.0177355	0.211765	0.0597965	0.0211928	2.04003
41.59	0.630571	0.732905	0.0216133	0.305374	0.0327142	0.216318	0.0556031	0.016692	2.01179
41.6098	0.601206	0.728213	0.0317224	0.306853	0.0411726	0.219941	0.0527549	0.0144472	1.99631
41.6296	0.612097	0.731853	0.0280697	0.305063	0.0374847	0.220206	0.0531775	0.015944	2.0039
41.6494	0.656018	0.741417	0.0130695	0.301204	0.0241339	0.21695	0.0565688	0.0202344	2.02959
41.6691	0.703633	0.750564	0.00331949	0.297861	0.0100503	0.212343	0.0606823	0.0244345	2.06289
41.6889	0.723166	0.753201	0.0101684	0.297256	0.00465472	0.209443	0.0627714	0.0257714	2.08643
41.7087	0.701519	0.747598	0.00293298	0.299827	0.011593	0.210208	0.0614431	0.0233496	2.05847
41.7285	0.653091	0.737515	0.0135312	0.303847	0.0262634	0.214119	0.0575824	0.0187976	2.02475
41.7482	0.610135	0.729715	0.0282316	0.306655	0.0389143	0.218589	0.0537455	0.0151469	2.00113
41.768	0.60128	0.72944	0.0313576	0.306329	0.0411271	0.220624	0.0525058	0.0148903	1.99755
41.7878	0.632466	0.736909	0.0207474	0.303155	0.0314468	0.218888	0.0546948	0.0181592	2.01647
41.8076	0.682842	0.747163	0.00345535	0.299208	0.0163495	0.214529	0.0588367	0.02283	2.04521
41.8274	0.718813	0.753383	0.00899569	0.297152	0.00594137	0.21045	0.0621762	0.0257769	2.08269
41.8471	0.716328	0.751459	0.00832507	0.298353	0.00718929	0.209369	0.0624932	0.0250521	2.07857
41.8669	0.676981	0.742681	0.0049844	0.30202	0.019307	0.212027	0.0595681	0.0211438	2.03871
41.8867	0.626975	0.732949	0.0220688	0.305721	0.0342342	0.216645	0.055359	0.0166448	2.0106
41.9065	0.599623	0.728785	0.0314953	0.306965	0.0420483	0.220161	0.0526472	0.01462	1.99635
41.9262	0.613181	0.732996	0.026922	0.30495	0.0375603	0.220232	0.0532798	0.0163594	2.00548
41.946	0.658604	0.742833	0.0114059	0.301006	0.023775	0.216805	0.056831	0.0207535	2.03201
41.9658	0.705557	0.751735	0.00477395	0.297778	0.00991277	0.21217	0.0609328	0.0248714	2.06773
41.9856	0.722722	0.753809	0.0108104	0.29743	0.00527374	0.209368	0.0628463	0.0259695	2.08823
42.0053	0.698554	0.747679	0.00272475	0.300206	0.0129464	0.21039	0.0613128	0.0233269	2.05714
42.0251	0.649138	0.737459	0.0140887	0.304251	0.0278966	0.214446	0.0573339	0.0186938	2.02331
42.0449	0.607397	0.730023	0.0284145	0.306908	0.0401638	0.218889	0.0536162	0.0151388	2.00055
42.0647	0.601151	0.730347	0.0305702	0.306301	0.04158	0.220767	0.052383	0.0153717	1.99847
42.0844	0.634571	0.738266	0.0192117	0.302961	0.031222	0.218824	0.0548355	0.0187461	2.01864
42.1042	0.685357	0.748524	0.00179794	0.299054	0.0160298	0.214346	0.0590803	0.0233862	2.04758
42.124	0.719612	0.7543	0.0100765	0.297202	0.00617057	0.210336	0.0623372	0.0261215	2.08616
42.1438	0.714425	0.751768	0.00850875	0.298657	0.00824329	0.209456	0.0624617	0.0251242	2.07864
42.1636	0.673203	0.742647	0.00545769	0.302449	0.0209094	0.212306	0.0593471	0.0210604	2.03738
42.1833	0.623386	0.733053	0.0224768	0.306058	0.0357603	0.216993	0.0550986	0.0166578	2.00948
42.2031	0.598186	0.729412	0.0311683	0.307079	0.0429089	0.220401	0.0525135	0.0148505	1.99652
42.2229	0.614392	0.734217	0.0256908	0.30483	0.0376057	0.220259	0.0533421	0.0168901	2.00723
42.2427	0.661205	0.744264	0.00968832	0.300809	0.0234314	0.216669	0.0570195	0.0214048	2.03449
42.2624	0.70737	0.752902	0.00623758	0.297713	0.00983899	0.212024	0.0611068	0.025415	2.07261
42.2822	0.722074	0.754397	0.0114591	0.297611	0.00594577	0.20942	0.062871	0.0262446	2.09002
42.302	0.695425	0.747758	0.00251749	0.300597	0.0143904	0.2106	0.0611372	0.0233318	2.05576
42.3218	0.645161	0.737439	0.0146018	0.304656	0.0295773	0.214795	0.0570541	0.018656	2.02194
42.3415	0.604769	0.730366	0.0284549	0.307105	0.0414204	0.219215	0.0533463	0.0153468	2.00002
42.3613	0.601195	0.731313	0.0297883	0.306322	0.0420218	0.220908	0.0524764	0.0156173	1.99964
42.3811	0.636816	0.739721	0.0176322	0.302787	0.0309968	0.218758	0.0550377	0.0193044	2.02105
42.4009	0.687934	0.750094	9.96233e-05	0.298911	0.0156687	0.214211	0.0593167	0.0239653	2.0502
42.4206	0.720618	0.755864	0.0111596	0.297275	0.00605516	0.210364	0.0624699	0.0265011	2.09031
42.4404	0.711927	0.751633	0.00865486	0.29897	0.00972907	0.209426	0.062389	0.0252257	2.07795
42.4602	0.66918	0.742571	0.00591556	0.302877	0.0226499	0.212555	0.0591195	0.0209937	2.03586
42.48	0.619749	0.733173	0.0228293	0.3064	0.0373381	0.217318	0.0548423	0.0166479	2.0083
42.4998	0.596801	0.730078	0.0307399	0.307175	0.0437972	0.220629	0.0524168	0.015107	1.99674
