f	spct
21.4239	0.00753089
21.4402	0.00686645
21.4565	0.00476096
21.4728	0.00318424
21.4891	0.00286905
21.5054	0.0043644
21.5217	0.0069582
21.538	0.00946701
21.5543	0.0107117
21.5705	0.0101198
21.5868	0.00794786
21.6031	0.00516964
21.6194	0.0030718
21.6357	0.00257994
21.652	0.00390443
21.6683	0.00633524
21.6846	0.00873269
21.7009	0.00989772
21.7172	0.00922738
21.7335	0.00701383
21.7498	0.00422841
21.766	0.00199501
21.7823	0.0020808
21.7986	0.00317169
21.8149	0.00556333
21.8312	0.00790347
21.8475	0.0091
21.8638	0.00839516
21.8801	0.00621216
21.8964	0.00349547
21.9127	0.00147505
21.929	0.00102705
21.9453	0.00235973
21.9616	0.0047554
21.9778	0.00706026
21.9941	0.00814428
22.0104	0.00741337
22.0267	0.00525552
22.043	0.00258136
22.0593	0.000610403
22.0756	0.000221168
22.0919	0.00161329
22.1082	0.00403661
22.1245	0.00631507
22.1408	0.00737704
22.1571	0.00666434
22.1733	0.00447966
22.1896	0.00180029
22.2059	0.000137951
22.2222	0.000497969
22.2385	0.000906496
22.2548	0.00332713
22.2711	0.00560912
22.2874	0.00664285
22.3037	0.00593471
22.32	0.00379739
22.3363	0.00113693
22.3526	0.000776298
22.3688	0.00107189
22.3851	0.00031362
22.4014	0.00273733
22.4177	0.0050195
22.434	0.00609025
22.4503	0.00593111
22.4666	0.0029198
22.4829	0.000418988
22.4992	0.00139197
22.5155	0.00162541
22.5318	0.000162846
22.5481	0.00224204
22.5644	0.0044755
22.5806	0.00541613
22.5969	0.00461232
22.6132	0.00240108
22.6295	0.000206516
22.6458	0.00202853
22.6621	0.00220419
22.6784	0.000707279
22.6947	0.0017541
22.711	0.00399239
22.7273	0.00492814
22.7436	0.00406453
22.7599	0.00175883
22.7761	0.000857877
22.7924	0.00265282
22.8087	0.00269092
22.825	0.000551025
22.8413	0.000676122
22.8576	0.00328581
22.8739	0.00443299
22.8902	0.00374523
22.9065	0.00169343
22.9228	0.000902702
22.9391	0.00270821
22.9554	0.00292252
22.9717	0.00145245
22.9879	0.000967828
23.0042	0.00315317
23.0205	0.00410013
23.0368	0.00331633
23.0531	0.00114334
23.0694	0.00137859
23.0857	0.00311006
23.102	0.00325387
23.1183	0.00172569
23.1346	0.000721137
23.1509	0.00291674
23.1672	0.00382473
23.1834	0.00300394
23.1997	0.000761865
23.216	0.00167533
23.2323	0.00337994
23.2486	0.00347077
23.2649	0.00192627
23.2812	0.000564507
23.2975	0.00275352
23.3138	0.00363257
23.3301	0.00279335
23.3464	0.000568735
23.3627	0.00189502
23.379	0.00358654
23.3952	0.00361902
23.4115	0.00201961
23.4278	0.000454393
23.4441	0.00263329
23.4604	0.00348333
23.4767	0.00262716
23.493	0.000411911
23.5093	0.00193682
23.5256	0.00369382
23.5419	0.00368721
23.5582	0.00207152
23.5745	0.000399944
23.5907	0.00262172
23.607	0.00347935
23.6233	0.00259096
23.6396	0.00039536
23.6559	0.00212821
23.6722	0.00373026
23.6885	0.00368241
23.7048	0.00198896
23.7211	0.000588379
23.7374	0.0028208
23.7537	0.00371558
23.77	0.00284255
23.7862	0.000628853
23.8025	0.00192547
23.8188	0.00352129
23.8351	0.00351175
23.8514	0.00175643
23.8677	0.00126364
23.884	0.000704809
23.9003	0.00294071
23.9166	0.00239442
23.9329	0.000376967
23.9492	0.00198967
23.9655	0.00357854
23.9818	0.00360233
23.998	0.00199684
24.0143	0.000449236
24.0306	0.00260411
24.0469	0.00347578
24.0632	0.00266779
24.0795	0.000562035
24.0958	0.0018107
24.1121	0.00333394
24.1284	0.00327809
24.1447	0.0016592
24.161	0.000793547
24.1773	0.00296991
24.1935	0.00377166
24.2098	0.00304369
24.2261	0.00114139
24.2424	0.000573574
24.2587	0.00658598
24.275	0.00377708
24.2913	0.00191844
24.3076	0.00052637
24.3239	0.00248039
24.3402	0.00336588
24.3565	0.00253432
24.3728	0.000510567
24.3891	0.00168988
24.4053	0.00298454
24.4216	0.00271008
24.4379	0.000987906
24.4542	0.00145292
24.4705	0.00346989
24.4868	0.00414811
24.5031	0.00316302
24.5194	0.00103886
24.5357	0.00125256
24.552	0.00257311
24.5683	0.00228305
24.5846	0.000490398
24.6008	0.0020068
24.6171	0.00411706
24.6334	0.00430686
24.6497	0.00359259
24.666	0.00145702
24.6823	0.000837801
24.6986	0.00212388
24.7149	0.00191801
24.7312	0.000117684
24.7475	0.00238483
24.7638	0.00446057
24.7801	0.00514938
24.7964	0.00416899
24.8126	0.00204078
24.8289	0.000236218
24.8452	0.00155999
24.8615	0.0012711
24.8778	0.000511338
24.8941	0.00297702
24.9104	0.0050135
24.9267	0.0057418
24.943	0.00460201
24.9593	0.00249319
24.9756	0.000266461
24.9919	0.00100861
25.0081	0.000680941
25.0244	0.00113653
25.0407	0.00361677
25.057	0.00563747
25.0733	0.00628132
25.0896	0.0052561
25.1059	0.00311283
25.1222	0.000872209
25.1385	0.000390174
25.1548	1.3483e-05
25.1711	0.00178389
25.1874	0.0042945
25.2036	0.00630936
25.2199	0.00693727
25.2362	0.00605347
25.2525	0.00380304
25.2688	0.00159162
25.2851	0.000402573
25.3014	0.00106614
25.3177	0.00230355
25.334	0.00492772
25.3503	0.00695273
25.3666	0.00757274
25.3829	0.0065893
25.3992	0.00445969
25.4154	0.00226647
25.4317	0.00109316
25.448	0.00152619
25.4643	0.0034096
25.4806	0.00590293
25.4969	0.00788861
25.5132	0.00844339
25.5295	0.00738525
25.5458	0.00520371
25.5621	0.00297668
25.5784	0.00179014
25.5947	0.00226258
25.6109	0.00424427
25.6272	0.00683464
25.6435	0.00900581
25.6598	0.00994107
25.6761	0.011007
25.6924	0.00473912
25.7087	0.00335082
25.725	0.00234789
25.7413	0.00284678
25.7576	0.00474317
25.7739	0.00728655
25.7902	0.00933204
25.8065	0.00999675
25.8227	0.00904197
25.839	0.00698663
25.8553	0.00490773
25.8716	0.00376283
25.8879	0.0042016
25.9042	0.00604894
25.9205	0.00846644
25.9368	0.010385
25.9531	0.0109464
25.9694	0.00991209
25.9857	0.00784251
26.002	0.00576411
26.0182	0.00469514
26.0345	0.00519588
26.0508	0.0071248
26.0671	0.00950631
26.0834	0.0114211
26.0997	0.0119356
26.116	0.0108736
26.1323	0.00877166
26.1486	0.00668736
26.1649	0.00566131
26.1812	0.00620837
26.1975	0.00816411
26.2138	0.0105825
26.23	0.0125034
26.2463	0.0129861
26.2626	0.0118964
26.2789	0.00980944
26.2952	0.00770297
26.3115	0.00672607
26.3278	0.00729523
26.3441	0.00925297
26.3604	0.011637
26.3767	0.0136013
26.393	0.0140479
26.4093	0.0129462
26.4255	0.010842
26.4418	0.00876994
26.4581	0.0077874
26.4744	0.00839755
26.4907	0.0103672
26.507	0.0128706
26.5233	0.0147164
26.5396	0.0151376
26.5559	0.013973
26.5722	0.0118058
26.5885	0.00973501
26.6048	0.00875126
26.621	0.00939901
26.6373	0.0114269
26.6536	0.0139901
26.6699	0.0158925
26.6862	0.0163794
26.7025	0.0152179
26.7188	0.0129416
26.7351	0.0145849
26.7514	0.0102868
26.7677	0.0107705
26.784	0.0127014
26.8003	0.015159
26.8166	0.017118
26.8328	0.0176407
26.8491	0.0165615
26.8654	0.0144889
26.8817	0.0124434
26.898	0.0114478
26.9143	0.012034
26.9306	0.0139844
26.9469	0.0164486
26.9632	0.0183212
26.9795	0.0188132
26.9958	0.0177564
27.0121	0.0157127
27.0283	0.0136708
27.0446	0.0126994
27.0609	0.01318
27.0772	0.0149175
27.0935	0.0168668
27.1098	0.0260371
27.1261	0.0202802
27.1424	0.0189244
27.1587	0.0168579
27.175	0.015079
27.1913	0.0140167
27.2076	0.0147265
27.2239	0.0167093
27.2401	0.0190879
27.2564	0.02081
27.2727	0.0211154
27.289	0.0199676
27.3053	0.0179216
27.3216	0.0160238
27.3379	0.0152267
27.3542	0.0160025
27.3705	0.0180165
27.3868	0.0204293
27.4031	0.0221502
27.4194	0.0224496
27.4356	0.0212551
27.4519	0.0191917
27.4682	0.0173002
27.4845	0.0164993
27.5008	0.017313
27.5171	0.0193667
27.5334	0.0217867
27.5497	0.0234718
27.566	0.0238261
27.5823	0.0225906
27.5986	0.0205007
27.6149	0.0185741
27.6312	0.0178343
27.6474	0.0186454
27.6637	0.0206888
27.68	0.0231174
27.6963	0.0248503
27.7126	0.0251315
27.7289	0.0239109
27.7452	0.0218356
27.7615	0.0199289
27.7778	0.0191483
27.7941	0.020051
27.8104	0.0220999
27.8267	0.0245106
27.8429	0.0262269
27.8592	0.0264939
27.8755	0.0252596
27.8918	0.0231715
27.9081	0.0212751
27.9244	0.020531
27.9407	0.0213803
27.957	0.023468
27.9733	0.0259055
27.9896	0.0276439
28.0059	0.0279054
28.0222	0.0267103
28.0384	0.0246091
28.0547	0.0227087
28.071	0.0219347
28.0873	0.0225896
28.1036	0.0248609
28.1199	0.0272698
28.1362	0.0290303
28.1525	0.0296606
28.1688	0.0273822
28.1851	0.0257057
28.2014	0.0239495
28.2177	0.0232779
28.234	0.0240987
28.2502	0.0261516
28.2665	0.0285132
28.2828	0.0301362
28.2991	0.0303402
28.3154	0.0290863
28.3317	0.0270313
28.348	0.025202
28.3643	0.0245341
28.3806	0.0253896
28.3969	0.0274662
28.4132	0.029846
28.4295	0.0314761
28.4457	0.0316642
28.462	0.03035
28.4783	0.0282268
28.4946	0.0261696
28.5109	0.0248938
28.5272	0.0225467
28.5435	0.03365
28.5598	0.0330828
28.5761	0.0340497
28.5924	0.033947
28.6087	0.0324549
28.625	0.0303945
28.6413	0.0285673
28.6575	0.0279149
28.6738	0.0287878
28.6901	0.0308159
28.7064	0.0330577
28.7227	0.0345868
28.739	0.0346905
28.7553	0.0333891
28.7716	0.0313829
28.7879	0.0296412
28.8042	0.0290787
28.8205	0.030038
28.8368	0.0321101
28.853	0.0344145
28.8693	0.0359333
28.8856	0.0360384
28.9019	0.0348455
28.9182	0.0324837
28.9345	0.0308672
28.9508	0.0303662
28.9671	0.03137
28.9834	0.0334315
28.9997	0.0357639
29.016	0.0372462
29.0323	0.0372914
29.0486	0.0359425
29.0648	0.0339231
29.0811	0.0321965
29.0974	0.0317205
29.1137	0.0327464
29.13	0.0348721
29.1463	0.0371887
29.1626	0.0386419
29.1789	0.0386643
29.1952	0.0372863
29.2115	0.0353057
29.2278	0.0335027
29.2441	0.0330445
29.2603	0.0340842
29.2766	0.0362261
29.2929	0.0385455
29.3092	0.0399999
29.3255	0.0399876
29.3418	0.0385863
29.3581	0.0364967
29.3744	0.0348215
29.3907	0.0343782
29.407	0.0354527
29.4233	0.0376329
29.4396	0.0399178
29.4558	0.041351
29.4721	0.0412849
29.4884	0.0398264
29.5047	0.0376626
29.521	0.0359881
29.5373	0.0354673
29.5536	0.0365215
29.5699	0.0386472
29.5862	0.0394153
29.6025	0.0427436
29.6188	0.0426475
29.6351	0.0412109
29.6514	0.039125
29.6676	0.0373569
29.6839	0.0368633
29.7002	0.0379225
29.7165	0.0400623
29.7328	0.0423677
29.7491	0.0438187
29.7654	0.0438021
29.7817	0.0423977
29.798	0.0403347
29.8143	0.0386498
29.8306	0.0381786
29.8469	0.0391936
29.8631	0.0412661
29.8794	0.0435009
29.8957	0.0448735
29.912	0.0448419
29.9283	0.0434953
29.9446	0.0415762
29.9609	0.0410034
29.9772	0.0396163
29.9935	0.0407653
30.0098	0.0428645
30.0261	0.0449339
30.0424	0.0463573
30.0587	0.0461123
30.0749	0.044558
30.0912	0.0424831
30.1075	0.0409007
30.1238	0.0406435
30.1401	0.0418238
30.1564	0.0440436
30.1727	0.0462912
30.189	0.0475831
30.2053	0.0473641
30.2216	0.045826
30.2379	0.0437118
30.2542	0.0420992
30.2704	0.0417918
30.2867	0.0429958
30.303	0.0452076
30.3193	0.0474434
30.3356	0.0486174
30.3519	0.0485123
30.3682	0.0469488
30.3845	0.0448353
30.4008	0.0432442
30.4171	0.0428767
30.4334	0.0441108
30.4497	0.0463434
30.4659	0.048603
30.4822	0.0498529
30.4985	0.0496002
30.5148	0.0480572
30.5311	0.0459262
30.5474	0.0442939
30.5637	0.0439521
30.58	0.0452481
30.5963	0.0474418
30.6126	0.0496802
30.6289	0.050945
30.6452	0.050632
30.6615	0.0490612
30.6777	0.0469455
30.694	0.0453377
30.7103	0.0450619
30.7266	0.0463036
30.7429	0.0485328
30.7592	0.0507616
30.7755	0.0519942
30.7918	0.0516969
30.8081	0.0500741
30.8244	0.0479282
30.8407	0.0463087
30.857	0.0460831
30.8732	0.0473247
30.8895	0.0496001
30.9058	0.0518569
30.9221	0.0531271
30.9384	0.0529425
30.9547	0.0511709
30.971	0.0490925
30.9873	0.0475795
31.0036	0.0477141
31.0199	0.047055
31.0362	0.0502295
31.0525	0.0525932
31.0688	0.0538773
31.085	0.0536457
31.1013	0.0519983
31.1176	0.0498408
31.1339	0.0482391
31.1502	0.0479807
31.1665	0.0492394
31.1828	0.0514807
31.1991	0.0537176
31.2154	0.0549368
31.2317	0.0546322
31.248	0.0529637
31.2643	0.0507807
31.2805	0.0491524
31.2968	0.0488918
31.3131	0.0502284
31.3294	0.0526145
31.3457	0.0551794
31.362	0.0571663
31.3783	0.0599426
31.3946	0.0452632
31.4109	0.0491605
31.4272	0.0485002
31.4435	0.0485802
31.4598	0.0500401
31.4761	0.0522352
31.4923	0.0544754
31.5086	0.0557272
31.5249	0.0555024
31.5412	0.0539959
31.5575	0.052028
31.5738	0.0505226
31.5901	0.050308
31.6064	0.0515188
31.6227	0.0536076
31.639	0.0556858
31.6553	0.0567647
31.6716	0.0563842
31.6878	0.0547741
31.7041	0.0527202
31.7204	0.0512248
31.7367	0.0510304
31.753	0.0522089
31.7693	0.0545963
31.7856	0.0565249
31.8019	0.0575367
31.8182	0.0570937
31.8345	0.0554953
31.8508	0.0533763
31.8671	0.0519114
31.8833	0.051758
31.8996	0.0530462
31.9159	0.0551383
31.9322	0.057178
31.9485	0.0581501
31.9648	0.0576632
31.9811	0.0559854
31.9974	0.0539127
32.0137	0.0524719
32.03	0.0523483
32.0463	0.0536603
32.0626	0.0557527
32.0789	0.0578504
32.0951	0.0587688
32.1114	0.0582373
32.1277	0.0565058
32.144	0.0544166
32.1603	0.0529915
32.1766	0.0529161
32.1929	0.0542668
32.2092	0.0564457
32.2255	0.0584117
32.2418	0.0593019
32.2581	0.0587014
32.2744	0.0569047
32.2906	0.0548173
32.3069	0.0534246
32.3232	0.0534391
32.3395	0.0549125
32.3558	0.0572503
32.3721	0.0593217
32.3884	0.0603823
32.4047	0.0599583
32.421	0.0586278
32.4373	0.0617027
32.4536	0.0518363
32.4699	0.052825
32.4862	0.0545284
32.5024	0.0569405
32.5187	0.0591477
32.535	0.0601896
32.5513	0.0596449
32.5676	0.0578419
32.5839	0.0556469
32.6002	0.0541049
32.6165	0.05397
32.6328	0.0552994
32.6491	0.057493
32.6654	0.0595335
32.6817	0.0604989
32.6979	0.0599551
32.7142	0.0581872
32.7305	0.0560431
32.7468	0.0544895
32.7631	0.054384
32.7794	0.0556748
32.7957	0.0578151
32.812	0.0604085
32.8283	0.0602713
32.8446	0.0597937
32.8609	0.0580803
32.8772	0.0561035
32.8935	0.0544714
32.9097	0.0545371
32.926	0.0559385
32.9423	0.0580852
32.9586	0.060009
32.9749	0.0607805
32.9912	0.0601349
33.0075	0.0582816
33.0238	0.05615
33.0401	0.0547384
33.0564	0.0547316
33.0727	0.0561083
33.089	0.058267
33.1052	0.0601816
33.1215	0.060968
33.1378	0.0602633
33.1541	0.0583973
33.1704	0.0562623
33.1867	0.0548833
33.203	0.0548258
33.2193	0.0562288
33.2356	0.0583793
33.2519	0.0602403
33.2682	0.0611156
33.2845	0.0603336
33.3007	0.0584245
33.317	0.0562613
33.3333	0.0548858
33.3496	0.0548858
33.3659	0.0562613
33.3822	0.0584245
33.3985	0.0603336
33.4148	0.0611156
33.4311	0.0602403
33.4474	0.0583793
33.4637	0.0562288
33.48	0.0548258
33.4963	0.0548833
33.5125	0.0562623
33.5288	0.0583973
33.5451	0.0602633
33.5614	0.060968
33.5777	0.0601816
33.594	0.058267
33.6103	0.0561083
33.6266	0.0547316
33.6429	0.0547384
33.6592	0.05615
33.6755	0.0582816
33.6918	0.0601349
33.708	0.0607805
33.7243	0.060009
33.7406	0.0580852
33.7569	0.0559385
33.7732	0.0545371
33.7895	0.0544714
33.8058	0.0561035
33.8221	0.0580803
33.8384	0.0597937
33.8547	0.0602713
33.871	0.0604085
33.8873	0.0578151
33.9036	0.0556748
33.9198	0.054384
33.9361	0.0544895
33.9524	0.0560431
33.9687	0.0581872
33.985	0.0599551
34.0013	0.0604989
34.0176	0.0595335
34.0339	0.057493
34.0502	0.0552994
34.0665	0.05397
34.0828	0.0541049
34.0991	0.0556469
34.1153	0.0578419
34.1316	0.0596449
34.1479	0.0601896
34.1642	0.0591477
34.1805	0.0569405
34.1968	0.0545284
34.2131	0.052825
34.2294	0.0518363
34.2457	0.0617027
34.262	0.0586278
34.2783	0.0599583
34.2946	0.0603823
34.3109	0.0593217
34.3271	0.0572503
34.3434	0.0549125
34.3597	0.0534391
34.376	0.0534246
34.3923	0.0548173
34.4086	0.0569047
34.4249	0.0587014
34.4412	0.0593019
34.4575	0.0584117
34.4738	0.0564457
34.4901	0.0542668
34.5064	0.0529161
34.5226	0.0529915
34.5389	0.0544166
34.5552	0.0565058
34.5715	0.0582373
34.5878	0.0587688
34.6041	0.0578504
34.6204	0.0557527
34.6367	0.0536603
34.653	0.0523483
34.6693	0.0524719
34.6856	0.0539127
34.7019	0.0559854
34.7181	0.0576632
34.7344	0.0581501
34.7507	0.057178
34.767	0.0551383
34.7833	0.0530462
34.7996	0.051758
34.8159	0.0519114
34.8322	0.0533763
34.8485	0.0554953
34.8648	0.0570937
34.8811	0.0575367
34.8974	0.0565249
34.9137	0.0545963
34.9299	0.0522089
34.9462	0.0510304
34.9625	0.0512248
34.9788	0.0527202
34.9951	0.0547741
35.0114	0.0563842
35.0277	0.0567647
35.044	0.0556858
35.0603	0.0536076
35.0766	0.0515188
35.0929	0.050308
35.1092	0.0505226
35.1254	0.052028
35.1417	0.0539959
35.158	0.0555024
35.1743	0.0557272
35.1906	0.0544754
35.2069	0.0522352
35.2232	0.0500401
35.2395	0.0485802
35.2558	0.0485002
35.2721	0.0491605
35.2884	0.0452632
35.3047	0.0599426
35.321	0.0571663
35.3372	0.0551794
35.3535	0.0526145
35.3698	0.0502284
35.3861	0.0488918
35.4024	0.0491524
35.4187	0.0507807
35.435	0.0529637
35.4513	0.0546322
35.4676	0.0549368
35.4839	0.0537176
35.5002	0.0514807
35.5165	0.0492394
35.5327	0.0479807
35.549	0.0482391
35.5653	0.0498408
35.5816	0.0519983
35.5979	0.0536457
35.6142	0.0538773
35.6305	0.0525932
35.6468	0.0502295
35.6631	0.047055
35.6794	0.0477141
35.6957	0.0475795
35.712	0.0490925
35.7283	0.0511709
35.7445	0.0529425
35.7608	0.0531271
35.7771	0.0518569
35.7934	0.0496001
35.8097	0.0473247
35.826	0.0460831
35.8423	0.0463087
35.8586	0.0479282
35.8749	0.0500741
35.8912	0.0516969
35.9075	0.0519942
35.9238	0.0507616
35.94	0.0485328
35.9563	0.0463036
35.9726	0.0450619
35.9889	0.0453377
36.0052	0.0469455
36.0215	0.0490612
36.0378	0.050632
36.0541	0.050945
36.0704	0.0496802
36.0867	0.0474418
36.103	0.0452481
36.1193	0.0439521
36.1355	0.0442939
36.1518	0.0459262
36.1681	0.0480572
36.1844	0.0496002
36.2007	0.0498529
36.217	0.048603
36.2333	0.0463434
36.2496	0.0441108
36.2659	0.0428767
36.2822	0.0432442
36.2985	0.0448353
36.3148	0.0469488
36.3311	0.0485123
36.3473	0.0486174
36.3636	0.0474434
36.3799	0.0452076
36.3962	0.0429958
36.4125	0.0417918
36.4288	0.0420992
36.4451	0.0437118
36.4614	0.045826
36.4777	0.0473641
36.494	0.0475831
36.5103	0.0462912
36.5266	0.0440436
36.5428	0.0418238
36.5591	0.0406435
36.5754	0.0409007
36.5917	0.0424831
36.608	0.044558
36.6243	0.0461123
36.6406	0.0463573
36.6569	0.0449339
36.6732	0.0428645
36.6895	0.0407653
36.7058	0.0396163
36.7221	0.0410034
36.7384	0.0415762
36.7546	0.0434953
36.7709	0.0448419
36.7872	0.0448735
36.8035	0.0435009
36.8198	0.0412661
36.8361	0.0391936
36.8524	0.0381786
36.8687	0.0386498
36.885	0.0403347
36.9013	0.0423977
36.9176	0.0438021
36.9339	0.0438187
36.9501	0.0423677
36.9664	0.0400623
36.9827	0.0379225
36.999	0.0368633
37.0153	0.0373569
37.0316	0.039125
37.0479	0.0412109
37.0642	0.0426475
37.0805	0.0427436
37.0968	0.0394153
37.1131	0.0386472
37.1294	0.0365215
37.1457	0.0354673
37.1619	0.0359881
37.1782	0.0376626
37.1945	0.0398264
37.2108	0.0412849
37.2271	0.041351
37.2434	0.0399178
37.2597	0.0376329
37.276	0.0354527
37.2923	0.0343782
37.3086	0.0348215
37.3249	0.0364967
37.3412	0.0385863
37.3574	0.0399876
37.3737	0.0399999
37.39	0.0385455
37.4063	0.0362261
37.4226	0.0340842
37.4389	0.0330445
37.4552	0.0335027
37.4715	0.0353057
37.4878	0.0372863
37.5041	0.0386643
37.5204	0.0386419
37.5367	0.0371887
37.5529	0.0348721
37.5692	0.0327464
37.5855	0.0317205
37.6018	0.0321965
37.6181	0.0339231
37.6344	0.0359425
37.6507	0.0372914
37.667	0.0372462
37.6833	0.0357639
37.6996	0.0334315
37.7159	0.03137
37.7322	0.0303662
37.7485	0.0308672
37.7647	0.0324837
37.781	0.0348455
37.7973	0.0360384
37.8136	0.0359333
37.8299	0.0344145
37.8462	0.0321101
37.8625	0.030038
37.8788	0.0290787
37.8951	0.0296412
37.9114	0.0313829
37.9277	0.0333891
37.944	0.0346905
37.9602	0.0345868
37.9765	0.0330577
37.9928	0.0308159
38.0091	0.0287878
38.0254	0.0279149
38.0417	0.0285673
38.058	0.0303945
38.0743	0.0324549
38.0906	0.033947
38.1069	0.0340497
38.1232	0.0330828
38.1395	0.03365
38.1558	0.0225467
38.172	0.0248938
38.1883	0.0261696
38.2046	0.0282268
38.2209	0.03035
38.2372	0.0316642
38.2535	0.0314761
38.2698	0.029846
38.2861	0.0274662
38.3024	0.0253896
38.3187	0.0245341
38.335	0.025202
38.3513	0.0270313
38.3675	0.0290863
38.3838	0.0303402
38.4001	0.0301362
38.4164	0.0285132
38.4327	0.0261516
38.449	0.0240987
38.4653	0.0232779
38.4816	0.0239495
38.4979	0.0257057
38.5142	0.0273822
38.5305	0.0296606
38.5468	0.0290303
38.563	0.0272698
38.5793	0.0248609
38.5956	0.0225896
38.6119	0.0219347
38.6282	0.0227087
38.6445	0.0246091
38.6608	0.0267103
38.6771	0.0279054
38.6934	0.0276439
38.7097	0.0259055
38.726	0.023468
38.7423	0.0213803
38.7586	0.020531
38.7748	0.0212751
38.7911	0.0231715
38.8074	0.0252596
38.8237	0.0264939
38.84	0.0262269
38.8563	0.0245106
38.8726	0.0220999
38.8889	0.020051
38.9052	0.0191483
38.9215	0.0199289
38.9378	0.0218356
38.9541	0.0239109
38.9703	0.0251315
38.9866	0.0248503
39.0029	0.0231174
39.0192	0.0206888
39.0355	0.0186454
39.0518	0.0178343
39.0681	0.0185741
39.0844	0.0205007
39.1007	0.0225906
39.117	0.0238261
39.1333	0.0234718
39.1496	0.0217867
39.1659	0.0193667
39.1821	0.017313
39.1984	0.0164993
39.2147	0.0173002
39.231	0.0191917
39.2473	0.0212551
39.2636	0.0224496
39.2799	0.0221502
39.2962	0.0204293
39.3125	0.0180165
39.3288	0.0160025
39.3451	0.0152267
39.3614	0.0160238
39.3776	0.0179216
39.3939	0.0199676
39.4102	0.0211154
39.4265	0.02081
39.4428	0.0190879
39.4591	0.0167093
39.4754	0.0147265
39.4917	0.0140167
39.508	0.015079
39.5243	0.0168579
39.5406	0.0189244
39.5569	0.0202802
39.5732	0.0260371
39.5894	0.0168668
39.6057	0.0149175
39.622	0.01318
39.6383	0.0126994
39.6546	0.0136708
39.6709	0.0157127
39.6872	0.0177564
39.7035	0.0188132
39.7198	0.0183212
39.7361	0.0164486
39.7524	0.0139844
39.7687	0.012034
39.7849	0.0114478
39.8012	0.0124434
39.8175	0.0144889
39.8338	0.0165615
39.8501	0.0176407
39.8664	0.017118
39.8827	0.015159
39.899	0.0127014
39.9153	0.0107705
39.9316	0.0102868
39.9479	0.0145849
39.9642	0.0129416
39.9804	0.0152179
39.9967	0.0163794
40.013	0.0158925
40.0293	0.0139901
40.0456	0.0114269
40.0619	0.00939901
40.0782	0.00875126
40.0945	0.00973501
40.1108	0.0118058
40.1271	0.013973
40.1434	0.0151376
40.1597	0.0147164
40.176	0.0128706
40.1922	0.0103672
40.2085	0.00839755
40.2248	0.0077874
40.2411	0.00876994
40.2574	0.010842
40.2737	0.0129462
40.29	0.0140479
40.3063	0.0136013
40.3226	0.011637
40.3389	0.00925297
40.3552	0.00729523
40.3715	0.00672607
40.3877	0.00770297
40.404	0.00980944
40.4203	0.0118964
40.4366	0.0129861
40.4529	0.0125034
40.4692	0.0105825
40.4855	0.00816411
40.5018	0.00620837
40.5181	0.00566131
40.5344	0.00668736
40.5507	0.00877166
40.567	0.0108736
40.5833	0.0119356
40.5995	0.0114211
40.6158	0.00950631
40.6321	0.0071248
40.6484	0.00519588
40.6647	0.00469514
40.681	0.00576411
40.6973	0.00784251
40.7136	0.00991209
40.7299	0.0109464
40.7462	0.010385
40.7625	0.00846644
40.7788	0.00604894
40.795	0.0042016
40.8113	0.00376283
40.8276	0.00490773
40.8439	0.00698663
40.8602	0.00904197
40.8765	0.00999675
40.8928	0.00933204
40.9091	0.00728655
40.9254	0.00474317
40.9417	0.00284678
40.958	0.00234789
40.9743	0.00335082
40.9906	0.00473912
41.0068	0.011007
41.0231	0.00994107
41.0394	0.00900581
41.0557	0.00683464
41.072	0.00424427
41.0883	0.00226258
41.1046	0.00179014
41.1209	0.00297668
41.1372	0.00520371
41.1535	0.00738525
41.1698	0.00844339
41.1861	0.00788861
41.2023	0.00590293
41.2186	0.0034096
41.2349	0.00152619
41.2512	0.00109316
41.2675	0.00226647
41.2838	0.00445969
41.3001	0.0065893
41.3164	0.00757274
41.3327	0.00695273
41.349	0.00492772
41.3653	0.00230355
41.3816	0.00106614
41.3978	0.000402573
41.4141	0.00159162
41.4304	0.00380304
41.4467	0.00605347
41.463	0.00693727
41.4793	0.00630936
41.4956	0.0042945
41.5119	0.00178389
41.5282	1.3483e-05
41.5445	0.000390174
41.5608	0.000872209
41.5771	0.00311283
41.5934	0.0052561
41.6096	0.00628132
41.6259	0.00563747
41.6422	0.00361677
41.6585	0.00113653
41.6748	0.000680941
41.6911	0.00100861
41.7074	0.000266461
41.7237	0.00249319
41.74	0.00460201
41.7563	0.0057418
41.7726	0.0050135
41.7889	0.00297702
41.8051	0.000511338
41.8214	0.0012711
41.8377	0.00155999
41.854	0.000236218
41.8703	0.00204078
41.8866	0.00416899
41.9029	0.00514938
41.9192	0.00446057
41.9355	0.00238483
41.9518	0.000117684
41.9681	0.00191801
41.9844	0.00212388
42.0007	0.000837801
42.0169	0.00145702
42.0332	0.00359259
42.0495	0.00430686
42.0658	0.00411706
42.0821	0.0020068
42.0984	0.000490398
42.1147	0.00228305
42.131	0.00257311
42.1473	0.00125256
42.1636	0.00103886
42.1799	0.00316302
42.1962	0.00414811
42.2124	0.00346989
42.2287	0.00145292
42.245	0.000987906
42.2613	0.00271008
42.2776	0.00298454
42.2939	0.00168988
42.3102	0.000510567
42.3265	0.00253432
42.3428	0.00336588
42.3591	0.00248039
42.3754	0.00052637
42.3917	0.00191844
42.408	0.00377708
42.4242	0.00658598
42.4405	0.000573574
