f	spct
876	0.10993
876.5	0.11034
877	0.11409
877.5	0.08127
878	0.039484
878.5	0.033048
879	0.051875
879.5	0.070617
880	0.087633
880.5	0.097621
881	0.069599
881.5	0.059525
882	0.055352
882.5	0.046672
883	0.05836
883.5	0.05816
884	0.039819
884.5	0.034895
885	0.045087
885.5	0.06501
886	0.098727
886.5	0.12054
887	0.11131
887.5	0.074574
888	0.066399
888.5	0.060417
889	0.057613
889.5	0.078274
890	0.092233
890.5	0.10008
891	0.093438
891.5	0.078058
892	0.089409
892.5	0.10126
893	0.091153
893.5	0.093991
894	0.078741
894.5	0.070439
895	0.090052
895.5	0.088204
896	0.076173
896.5	0.065335
897	0.053896
897.5	0.063449
898	0.10482
898.5	0.12813
899	0.1376
899.5	0.11067
900	0.067051
900.5	0.061024
901	0.11534
901.5	0.17487
902	0.1198
902.5	0.068713
903	0.073327
903.5	0.074965
904	0.088572
904.5	0.086515
905	0.069611
905.5	0.065631
906	0.081738
906.5	0.082223
907	0.083217
907.5	0.1018
908	0.099563
908.5	0.076375
909	0.051367
909.5	0.041995
910	0.06977
910.5	0.11703
911	0.12109
911.5	0.1197
912	0.17117
912.5	0.20084
913	0.1353
913.5	0.074201
914	0.074829
914.5	0.11726
915	0.14649
915.5	0.14312
916	0.14675
916.5	0.13082
917	0.097715
917.5	0.090303
918	0.090781
918.5	0.078246
919	0.063058
919.5	0.049766
920	0.064129
920.5	0.11308
921	0.13714
921.5	0.12763
922	0.10758
922.5	0.084177
923	0.083097
923.5	0.10287
924	0.10293
924.5	0.090461
925	0.075731
925.5	0.065741
926	0.06735
926.5	0.060729
927	0.068057
927.5	0.087576
928	0.10219
928.5	0.094187
929	0.068265
929.5	0.042269
930	0.033769
930.5	0.036478
931	0.050157
931.5	0.082225
932	0.091481
932.5	0.058345
933	0.045178
933.5	0.066019
934	0.084097
934.5	0.067641
935	0.05403
935.5	0.061347
936	0.071348
936.5	0.073749
937	0.088311
937.5	0.10168
938	0.10659
938.5	0.10467
939	0.089982
939.5	0.094519
940	0.12408
940.5	0.12759
941	0.09746
941.5	0.076721
942	0.075343
942.5	0.090917
943	0.12767
943.5	0.15936
944	0.13362
944.5	0.10071
945	0.11136
945.5	0.11586
946	0.087502
946.5	0.062792
947	0.070324
947.5	0.086992
948	0.080877
948.5	0.065569
949	0.061017
949.5	0.049972
950	0.049952
950.5	0.053785
951	0.054253
951.5	0.057645
952	0.07844
952.5	0.070486
953	0.059236
953.5	0.072522
954	0.097118
954.5	0.08181
955	0.076047
955.5	0.099847
956	0.103
956.5	0.094605
957	0.10309
957.5	0.1334
958	0.12437
958.5	0.090791
959	0.085025
959.5	0.11476
960	0.10315
960.5	0.078479
961	0.062208
961.5	0.0597
962	0.079347
962.5	0.085683
963	0.074076
963.5	0.074758
964	0.082553
964.5	0.090702
965	0.085716
965.5	0.075368
966	0.090306
966.5	0.083569
967	0.061611
967.5	0.057529
968	0.066214
968.5	0.076837
969	0.063527
969.5	0.048704
970	0.045106
970.5	0.064001
971	0.10016
971.5	0.12399
972	0.12769
972.5	0.091958
973	0.070055
973.5	0.075118
974	0.075509
974.5	0.073232
975	0.055398
975.5	0.050925
976	0.063457
976.5	0.058685
977	0.055897
977.5	0.056979
978	0.05587
978.5	0.056936
979	0.068425
979.5	0.075745
980	0.064145
980.5	0.048632
981	0.039863
981.5	0.049329
982	0.064285
982.5	0.087088
983	0.10252
983.5	0.098116
984	0.089738
984.5	0.068274
985	0.063871
985.5	0.091507
986	0.11781
986.5	0.10298
987	0.094354
987.5	0.077684
988	0.06887
988.5	0.071872
989	0.066693
989.5	0.072181
990	0.069788
990.5	0.060649
991	0.06404
991.5	0.089028
992	0.098702
992.5	0.068107
993	0.06151
993.5	0.079294
994	0.071531
994.5	0.0631
995	0.067421
995.5	0.077403
996	0.067467
996.5	0.049028
997	0.060467
997.5	0.094899
998	0.10452
998.5	0.079679
999	0.06756
999.5	0.060176
-1000	0.054451
-999.5	0.060176
-999	0.06756
-998.5	0.079679
-998	0.10452
-997.5	0.094899
-997	0.060467
-996.5	0.049028
-996	0.067467
-995.5	0.077403
-995	0.067421
-994.5	0.0631
-994	0.071531
-993.5	0.079294
-993	0.06151
-992.5	0.068107
-992	0.098702
-991.5	0.089028
-991	0.06404
-990.5	0.060649
-990	0.069788
-989.5	0.072181
-989	0.066693
-988.5	0.071872
-988	0.06887
-987.5	0.077684
-987	0.094354
-986.5	0.10298
-986	0.11781
-985.5	0.091507
-985	0.063871
-984.5	0.068274
-984	0.089738
-983.5	0.098116
-983	0.10252
-982.5	0.087088
-982	0.064285
-981.5	0.049329
-981	0.039863
-980.5	0.048632
-980	0.064145
-979.5	0.075745
-979	0.068425
-978.5	0.056936
-978	0.05587
-977.5	0.056979
-977	0.055897
-976.5	0.058685
-976	0.063457
-975.5	0.050925
-975	0.055398
-974.5	0.073232
-974	0.075509
-973.5	0.075118
-973	0.070055
-972.5	0.091958
-972	0.12769
-971.5	0.12399
-971	0.10016
-970.5	0.064001
-970	0.045106
-969.5	0.048704
-969	0.063527
-968.5	0.076837
-968	0.066214
-967.5	0.057529
-967	0.061611
-966.5	0.083569
-966	0.090306
-965.5	0.075368
-965	0.085716
-964.5	0.090702
-964	0.082553
-963.5	0.074758
-963	0.074076
-962.5	0.085683
-962	0.079347
-961.5	0.0597
-961	0.062208
-960.5	0.078479
-960	0.10315
-959.5	0.11476
-959	0.085025
-958.5	0.090791
-958	0.12437
-957.5	0.1334
-957	0.10309
-956.5	0.094605
-956	0.103
-955.5	0.099847
-955	0.076047
-954.5	0.08181
-954	0.097118
-953.5	0.072522
-953	0.059236
-952.5	0.070486
-952	0.07844
-951.5	0.057645
-951	0.054253
-950.5	0.053785
-950	0.049952
-949.5	0.049972
-949	0.061017
-948.5	0.065569
-948	0.080877
-947.5	0.086992
-947	0.070324
-946.5	0.062792
-946	0.087502
-945.5	0.11586
-945	0.11136
-944.5	0.10071
-944	0.13362
-943.5	0.15936
-943	0.12767
-942.5	0.090917
-942	0.075343
-941.5	0.076721
-941	0.09746
-940.5	0.12759
-940	0.12408
-939.5	0.094519
-939	0.089982
-938.5	0.10467
-938	0.10659
-937.5	0.10168
-937	0.088311
-936.5	0.073749
-936	0.071348
-935.5	0.061347
-935	0.05403
-934.5	0.067641
-934	0.084097
-933.5	0.066019
-933	0.045178
-932.5	0.058345
-932	0.091481
-931.5	0.082225
-931	0.050157
-930.5	0.036478
-930	0.033769
-929.5	0.042269
-929	0.068265
-928.5	0.094187
-928	0.10219
-927.5	0.087576
-927	0.068057
-926.5	0.060729
-926	0.06735
-925.5	0.065741
-925	0.075731
-924.5	0.090461
-924	0.10293
-923.5	0.10287
-923	0.083097
-922.5	0.084177
-922	0.10758
-921.5	0.12763
-921	0.13714
-920.5	0.11308
-920	0.064129
-919.5	0.049766
-919	0.063058
-918.5	0.078246
-918	0.090781
-917.5	0.090303
-917	0.097715
-916.5	0.13082
-916	0.14675
-915.5	0.14312
-915	0.14649
-914.5	0.11726
-914	0.074829
-913.5	0.074201
-913	0.1353
-912.5	0.20084
-912	0.17117
-911.5	0.1197
-911	0.12109
-910.5	0.11703
-910	0.06977
-909.5	0.041995
-909	0.051367
-908.5	0.076375
-908	0.099563
-907.5	0.1018
-907	0.083217
-906.5	0.082223
-906	0.081738
-905.5	0.065631
-905	0.069611
-904.5	0.086515
-904	0.088572
-903.5	0.074965
-903	0.073327
-902.5	0.068713
-902	0.1198
-901.5	0.17487
-901	0.11534
-900.5	0.061024
-900	0.067051
-899.5	0.11067
-899	0.1376
-898.5	0.12813
-898	0.10482
-897.5	0.063449
-897	0.053896
-896.5	0.065335
-896	0.076173
-895.5	0.088204
-895	0.090052
-894.5	0.070439
-894	0.078741
-893.5	0.093991
-893	0.091153
-892.5	0.10126
-892	0.089409
-891.5	0.078058
-891	0.093438
-890.5	0.10008
-890	0.092233
-889.5	0.078274
-889	0.057613
-888.5	0.060417
-888	0.066399
-887.5	0.074574
-887	0.11131
-886.5	0.12054
-886	0.098727
-885.5	0.06501
-885	0.045087
-884.5	0.034895
-884	0.039819
-883.5	0.05816
-883	0.05836
-882.5	0.046672
-882	0.055352
-881.5	0.059525
-881	0.069599
-880.5	0.097621
-880	0.087633
-879.5	0.070617
-879	0.051875
-878.5	0.033048
-878	0.039484
-877.5	0.08127
-877	0.11409
-876.5	0.11034
-876	0.10993
-875.5	0.094975
-875	0.072157
-874.5	0.073197
-874	0.076509
-873.5	0.078158
-873	0.096311
-872.5	0.11003
-872	0.094638
-871.5	0.09012
-871	0.10671
-870.5	0.12912
-870	0.14701
-869.5	0.14099
-869	0.12561
-868.5	0.1179
-868	0.11305
-867.5	0.096182
-867	0.093497
-866.5	0.075165
-866	0.058815
-865.5	0.07744
-865	0.11258
-864.5	0.096486
-864	0.073898
-863.5	0.076325
-863	0.066481
-862.5	0.051303
-862	0.06355
-861.5	0.088451
-861	0.07537
-860.5	0.076802
-860	0.093989
-859.5	0.11564
-859	0.13217
-858.5	0.1137
-858	0.093514
-857.5	0.097165
-857	0.12298
-856.5	0.13957
-856	0.1474
-855.5	0.12429
-855	0.10722
-854.5	0.086204
-854	0.05909
-853.5	0.069867
-853	0.098834
-852.5	0.094086
-852	0.095043
-851.5	0.11707
-851	0.12915
-850.5	0.13913
-850	0.13514
-849.5	0.12051
-849	0.10973
-848.5	0.10129
-848	0.10473
-847.5	0.10737
-847	0.10587
-846.5	0.089513
-846	0.078932
-845.5	0.073124
-845	0.076555
-844.5	0.094548
-844	0.094536
-843.5	0.088533
-843	0.083499
-842.5	0.10455
-842	0.13495
-841.5	0.12149
-841	0.081865
-840.5	0.07444
-840	0.085361
-839.5	0.072003
-839	0.069591
-838.5	0.088627
-838	0.10859
-837.5	0.096456
-837	0.072311
-836.5	0.079922
-836	0.096768
-835.5	0.087399
-835	0.066977
-834.5	0.076644
-834	0.10563
-833.5	0.1197
-833	0.11938
-832.5	0.14174
-832	0.19701
-831.5	0.19934
-831	0.16472
-830.5	0.11897
-830	0.098629
-829.5	0.11187
-829	0.12636
-828.5	0.10591
-828	0.11454
-827.5	0.10978
-827	0.074679
-826.5	0.063248
-826	0.062697
-825.5	0.081372
-825	0.14179
-824.5	0.17491
-824	0.13903
-823.5	0.10289
-823	0.084275
-822.5	0.10388
-822	0.13675
-821.5	0.12986
-821	0.10528
-820.5	0.11035
-820	0.12098
-819.5	0.1091
-819	0.092017
-818.5	0.087745
-818	0.070008
-817.5	0.066394
-817	0.080167
-816.5	0.10998
-816	0.1297
-815.5	0.14396
-815	0.12502
-814.5	0.081342
-814	0.057916
-813.5	0.079583
-813	0.10642
-812.5	0.085417
-812	0.060595
-811.5	0.066265
-811	0.061803
-810.5	0.061779
-810	0.077453
-809.5	0.098176
-809	0.10608
-808.5	0.089697
-808	0.061633
-807.5	0.080311
-807	0.1267
-806.5	0.13351
-806	0.12833
-805.5	0.14489
-805	0.14465
-804.5	0.14738
-804	0.12215
-803.5	0.075728
-803	0.073389
-802.5	0.082415
-802	0.095593
-801.5	0.11412
-801	0.088966
-800.5	0.069432
-800	0.060644
-799.5	0.060793
-799	0.07683
-798.5	0.086418
-798	0.083702
-797.5	0.075027
-797	0.085476
-796.5	0.12823
-796	0.11685
-795.5	0.069378
-795	0.052141
-794.5	0.05753
-794	0.054743
-793.5	0.085168
-793	0.13852
-792.5	0.12862
-792	0.10857
-791.5	0.094084
-791	0.11868
-790.5	0.16492
-790	0.16342
-789.5	0.10501
-789	0.070834
-788.5	0.055333
-788	0.064915
-787.5	0.096141
-787	0.118
-786.5	0.13942
-786	0.16512
-785.5	0.16217
-785	0.12478
-784.5	0.10864
-784	0.12042
-783.5	0.12354
-783	0.10307
-782.5	0.069576
-782	0.064437
-781.5	0.081348
-781	0.094097
-780.5	0.10813
-780	0.13324
-779.5	0.17124
-779	0.15836
-778.5	0.11482
-778	0.080002
-777.5	0.085919
-777	0.10579
-776.5	0.1026
-776	0.080206
-775.5	0.070708
-775	0.073341
-774.5	0.060141
-774	0.063193
-773.5	0.099002
-773	0.13084
-772.5	0.12675
-772	0.11712
-771.5	0.13372
-771	0.15184
-770.5	0.14424
-770	0.096312
-769.5	0.073612
-769	0.078793
-768.5	0.12207
-768	0.15193
-767.5	0.13226
-767	0.096375
-766.5	0.091121
-766	0.1216
-765.5	0.12258
-765	0.098079
-764.5	0.08529
-764	0.099963
-763.5	0.12017
-763	0.1244
-762.5	0.13963
-762	0.15921
-761.5	0.15207
-761	0.11343
-760.5	0.13941
-760	0.20285
-759.5	0.17296
-759	0.098373
-758.5	0.08284
-758	0.10507
-757.5	0.10789
-757	0.10911
-756.5	0.11747
-756	0.11747
-755.5	0.10349
-755	0.12023
-754.5	0.14031
-754	0.13412
-753.5	0.12444
-753	0.12193
-752.5	0.11363
-752	0.12497
-751.5	0.12351
-751	0.096045
-750.5	0.10449
-750	0.14986
-749.5	0.16375
-749	0.13382
-748.5	0.13806
-748	0.16003
-747.5	0.1465
-747	0.13371
-746.5	0.13776
-746	0.15598
-745.5	0.15301
-745	0.14236
-744.5	0.1494
-744	0.12983
-743.5	0.073968
-743	0.040441
-742.5	0.047534
-742	0.072768
-741.5	0.10372
-741	0.12052
-740.5	0.094202
-740	0.080106
-739.5	0.12164
-739	0.15871
-738.5	0.12094
-738	0.079612
-737.5	0.07602
-737	0.089411
-736.5	0.11048
-736	0.10792
-735.5	0.11911
-735	0.17317
-734.5	0.17195
-734	0.14252
-733.5	0.14255
-733	0.14336
-732.5	0.12842
-732	0.10218
-731.5	0.10643
-731	0.12722
-730.5	0.12003
-730	0.089903
-729.5	0.12361
-729	0.19049
-728.5	0.18517
-728	0.10952
-727.5	0.080128
-727	0.11932
-726.5	0.17245
-726	0.17991
-725.5	0.14188
-725	0.11777
-724.5	0.10426
-724	0.12352
-723.5	0.15691
-723	0.17501
-722.5	0.16315
-722	0.14211
-721.5	0.10672
-721	0.10393
-720.5	0.13291
-720	0.12557
-719.5	0.082819
-719	0.080418
-718.5	0.10986
-718	0.13102
-717.5	0.13712
-717	0.11486
-716.5	0.089679
-716	0.088305
-715.5	0.11718
-715	0.15902
-714.5	0.14945
-714	0.091222
-713.5	0.079122
-713	0.089453
-712.5	0.093745
-712	0.085144
-711.5	0.08703
-711	0.12562
-710.5	0.17504
-710	0.16349
-709.5	0.13055
-709	0.11669
-708.5	0.09788
-708	0.060286
-707.5	0.046265
-707	0.065832
-706.5	0.096392
-706	0.093096
-705.5	0.086127
-705	0.092065
-704.5	0.11042
-704	0.12762
-703.5	0.15804
-703	0.16075
-702.5	0.1313
-702	0.14797
-701.5	0.1713
-701	0.13114
-700.5	0.10933
-700	0.091103
-699.5	0.078141
-699	0.086054
-698.5	0.11984
-698	0.13686
-697.5	0.13401
-697	0.13972
-696.5	0.11665
-696	0.11405
-695.5	0.10951
-695	0.089431
-694.5	0.060624
-694	0.042658
-693.5	0.056949
-693	0.09889
-692.5	0.14174
-692	0.13647
-691.5	0.14807
-691	0.19473
-690.5	0.20384
-690	0.1623
-689.5	0.10887
-689	0.15639
-688.5	0.22768
-688	0.16874
-687.5	0.13125
-687	0.14668
-686.5	0.17663
-686	0.19891
-685.5	0.16709
-685	0.17272
-684.5	0.21325
-684	0.22026
-683.5	0.15931
-683	0.10725
-682.5	0.12833
-682	0.16707
-681.5	0.15463
-681	0.14237
-680.5	0.16708
-680	0.1749
-679.5	0.1624
-679	0.13867
-678.5	0.11375
-678	0.12763
-677.5	0.1501
-677	0.15694
-676.5	0.16468
-676	0.16148
-675.5	0.13013
-675	0.15204
-674.5	0.18852
-674	0.14402
-673.5	0.1077
-673	0.10923
-672.5	0.088383
-672	0.098266
-671.5	0.1327
-671	0.15035
-670.5	0.17521
-670	0.21223
-669.5	0.19673
-669	0.13121
-668.5	0.090938
-668	0.096155
-667.5	0.089334
-667	0.10983
-666.5	0.1243
-666	0.095785
-665.5	0.10689
-665	0.14273
-664.5	0.133
-664	0.11863
-663.5	0.13426
-663	0.17367
-662.5	0.19466
-662	0.17775
-661.5	0.14767
-661	0.11901
-660.5	0.10377
-660	0.071035
-659.5	0.052681
-659	0.083356
-658.5	0.11835
-658	0.15547
-657.5	0.19658
-657	0.18258
-656.5	0.12622
-656	0.10706
-655.5	0.15123
-655	0.1547
-654.5	0.13111
-654	0.16484
-653.5	0.18792
-653	0.15752
-652.5	0.13929
-652	0.14767
-651.5	0.12267
-651	0.10769
-650.5	0.13384
-650	0.13756
-649.5	0.1246
-649	0.15492
-648.5	0.15574
-648	0.098004
-647.5	0.087928
-647	0.1186
-646.5	0.13877
-646	0.12986
-645.5	0.14918
-645	0.15013
-644.5	0.13389
-644	0.16824
-643.5	0.15804
-643	0.11393
-642.5	0.11252
-642	0.1324
-641.5	0.17487
-641	0.22525
-640.5	0.20406
-640	0.13256
-639.5	0.1638
-639	0.2312
-638.5	0.20426
-638	0.16081
-637.5	0.16272
-637	0.18929
-636.5	0.22467
-636	0.20734
-635.5	0.19504
-635	0.21216
-634.5	0.21541
-634	0.235
-633.5	0.26061
-633	0.22605
-632.5	0.16559
-632	0.12665
-631.5	0.13697
-631	0.1554
-630.5	0.11475
-630	0.074298
-629.5	0.07159
-629	0.081589
-628.5	0.087731
-628	0.11743
-627.5	0.14734
-627	0.15843
-626.5	0.16492
-626	0.1742
-625.5	0.17412
-625	0.19428
-624.5	0.24056
-624	0.27318
-623.5	0.22146
-623	0.14137
-622.5	0.10167
-622	0.14544
-621.5	0.20142
-621	0.2144
-620.5	0.21432
-620	0.18138
-619.5	0.12675
-619	0.1471
-618.5	0.22076
-618	0.25378
-617.5	0.24882
-617	0.19973
-616.5	0.14276
-616	0.13844
-615.5	0.16448
-615	0.22033
-614.5	0.20683
-614	0.15901
-613.5	0.18018
-613	0.20017
-612.5	0.20737
-612	0.23147
-611.5	0.20044
-611	0.15496
-610.5	0.21124
-610	0.27634
-609.5	0.21375
-609	0.10474
-608.5	0.059111
-608	0.080197
-607.5	0.099684
-607	0.15167
-606.5	0.23279
-606	0.21122
-605.5	0.16646
-605	0.17289
-604.5	0.23211
-604	0.25237
-603.5	0.21009
-603	0.16334
-602.5	0.15839
-602	0.15275
-601.5	0.1109
-601	0.10996
-600.5	0.14701
-600	0.18384
-599.5	0.2113
-599	0.23051
-598.5	0.17392
-598	0.12206
-597.5	0.16083
-597	0.18233
-596.5	0.15294
-596	0.16208
-595.5	0.14086
-595	0.12842
-594.5	0.22016
-594	0.31509
-593.5	0.3392
-593	0.29943
-592.5	0.19959
-592	0.10478
-591.5	0.070188
-591	0.084374
-590.5	0.18143
-590	0.30379
-589.5	0.28941
-589	0.23469
-588.5	0.21936
-588	0.2145
-587.5	0.19516
-587	0.2567
-586.5	0.27662
-586	0.19943
-585.5	0.19055
-585	0.23845
-584.5	0.255
-584	0.22725
-583.5	0.20318
-583	0.20534
-582.5	0.21258
-582	0.2267
-581.5	0.23339
-581	0.25349
-580.5	0.21036
-580	0.12305
-579.5	0.095746
-579	0.07751
-578.5	0.098744
-578	0.15321
-577.5	0.16596
-577	0.14153
-576.5	0.1885
-576	0.21606
-575.5	0.17923
-575	0.14999
-574.5	0.1387
-574	0.15266
-573.5	0.19355
-573	0.17126
-572.5	0.1894
-572	0.22801
-571.5	0.24136
-571	0.21
-570.5	0.20297
-570	0.1957
-569.5	0.20823
-569	0.194
-568.5	0.16939
-568	0.15035
-567.5	0.1402
-567	0.15473
-566.5	0.12339
-566	0.10333
-565.5	0.16851
-565	0.2632
-564.5	0.26288
-564	0.2714
-563.5	0.29406
-563	0.29403
-562.5	0.30212
-562	0.26289
-561.5	0.18384
-561	0.13841
-560.5	0.13039
-560	0.11195
-559.5	0.11964
-559	0.14833
-558.5	0.11934
-558	0.12505
-557.5	0.17253
-557	0.16021
-556.5	0.13934
-556	0.21503
-555.5	0.26451
-555	0.22251
-554.5	0.20347
-554	0.24727
-553.5	0.29451
-553	0.27032
-552.5	0.16671
-552	0.090897
-551.5	0.10195
-551	0.18684
-550.5	0.27454
-550	0.21428
-549.5	0.16006
-549	0.16098
-548.5	0.13228
-548	0.096482
-547.5	0.091147
-547	0.088593
-546.5	0.11492
-546	0.20713
-545.5	0.24226
-545	0.15698
-544.5	0.12104
-544	0.16386
-543.5	0.17753
-543	0.14373
-542.5	0.11394
-542	0.16024
-541.5	0.25768
-541	0.28876
-540.5	0.24314
-540	0.20222
-539.5	0.23475
-539	0.28304
-538.5	0.27343
-538	0.29321
-537.5	0.30166
-537	0.31073
-536.5	0.31321
-536	0.219
-535.5	0.18101
-535	0.30613
-534.5	0.43297
-534	0.3603
-533.5	0.22463
-533	0.12981
-532.5	0.12876
-532	0.20496
-531.5	0.24728
-531	0.26283
-530.5	0.25648
-530	0.24356
-529.5	0.24226
-529	0.32637
-528.5	0.37897
-528	0.30108
-527.5	0.21556
-527	0.16287
-526.5	0.16026
-526	0.20883
-525.5	0.21668
-525	0.17535
-524.5	0.18026
-524	0.288
-523.5	0.39116
-523	0.39423
-522.5	0.30005
-522	0.17291
-521.5	0.15937
-521	0.19069
-520.5	0.20638
-520	0.22453
-519.5	0.25312
-519	0.25602
-518.5	0.20605
-518	0.22934
-517.5	0.2604
-517	0.18173
-516.5	0.12232
-516	0.18022
-515.5	0.2645
-515	0.28119
-514.5	0.2547
-514	0.26811
-513.5	0.22719
-513	0.1815
-512.5	0.20848
-512	0.22591
-511.5	0.20292
-511	0.24493
-510.5	0.35836
-510	0.32077
-509.5	0.21336
-509	0.22774
-508.5	0.23969
-508	0.25156
-507.5	0.28235
-507	0.31673
-506.5	0.31265
-506	0.22184
-505.5	0.24047
-505	0.34319
-504.5	0.3067
-504	0.26924
-503.5	0.30135
-503	0.33033
-502.5	0.31841
-502	0.30009
-501.5	0.29569
-501	0.31492
-500.5	0.32572
-500	0.37706
-499.5	0.36775
-499	0.28644
-498.5	0.29087
-498	0.3552
-497.5	0.31028
-497	0.26267
-496.5	0.33173
-496	0.38873
-495.5	0.3238
-495	0.24178
-494.5	0.29232
-494	0.32267
-493.5	0.31573
-493	0.30759
-492.5	0.29192
-492	0.3606
-491.5	0.43733
-491	0.49821
-490.5	0.44174
-490	0.30519
-489.5	0.21762
-489	0.19867
-488.5	0.18617
-488	0.19312
-487.5	0.2314
-487	0.26213
-486.5	0.18807
-486	0.1117
-485.5	0.10627
-485	0.15849
-484.5	0.24077
-484	0.30635
-483.5	0.29954
-483	0.24745
-482.5	0.16518
-482	0.18969
-481.5	0.25748
-481	0.31644
-480.5	0.37458
-480	0.28725
-479.5	0.22918
-479	0.2864
-478.5	0.33229
-478	0.37588
-477.5	0.39507
-477	0.30763
-476.5	0.28203
-476	0.32763
-475.5	0.45316
-475	0.56236
-474.5	0.41182
-474	0.29753
-473.5	0.36577
-473	0.38985
-472.5	0.26078
-472	0.19013
-471.5	0.21912
-471	0.29689
-470.5	0.29407
-470	0.23288
-469.5	0.22058
-469	0.25176
-468.5	0.23888
-468	0.24607
-467.5	0.35044
-467	0.40386
-466.5	0.36225
-466	0.37254
-465.5	0.41405
-465	0.30582
-464.5	0.24622
-464	0.27605
-463.5	0.27284
-463	0.26506
-462.5	0.26447
-462	0.2681
-461.5	0.24405
-461	0.26296
-460.5	0.27439
-460	0.27471
-459.5	0.33129
-459	0.31182
-458.5	0.1865
-458	0.14343
-457.5	0.1934
-457	0.31035
-456.5	0.39472
-456	0.35579
-455.5	0.32155
-455	0.30884
-454.5	0.36719
-454	0.40269
-453.5	0.32522
-453	0.27028
-452.5	0.29596
-452	0.36721
-451.5	0.38811
-451	0.36815
-450.5	0.27443
-450	0.34444
-449.5	0.42943
-449	0.30609
-448.5	0.20146
-448	0.21448
-447.5	0.31067
-447	0.38406
-446.5	0.42931
-446	0.34696
-445.5	0.29851
-445	0.35746
-444.5	0.36438
-444	0.28715
-443.5	0.21283
-443	0.2047
-442.5	0.27097
-442	0.27023
-441.5	0.26871
-441	0.30747
-440.5	0.2676
-440	0.26722
-439.5	0.37601
-439	0.4478
-438.5	0.40442
-438	0.40899
-437.5	0.49094
-437	0.46321
-436.5	0.3725
-436	0.3119
-435.5	0.24468
-435	0.2749
-434.5	0.36336
-434	0.29051
-433.5	0.20129
-433	0.24809
-432.5	0.26822
-432	0.1768
-431.5	0.11241
-431	0.20012
-430.5	0.31312
-430	0.30465
-429.5	0.33221
-429	0.34503
-428.5	0.32113
-428	0.31306
-427.5	0.3774
-427	0.42389
-426.5	0.3686
-426	0.24157
-425.5	0.27241
-425	0.34568
-424.5	0.2778
-424	0.20122
-423.5	0.22523
-423	0.31186
-422.5	0.40473
-422	0.55609
-421.5	0.5013
-421	0.33259
-420.5	0.2894
-420	0.32112
-419.5	0.279
-419	0.30698
-418.5	0.3596
-418	0.34663
-417.5	0.23146
-417	0.13469
-416.5	0.12743
-416	0.15986
-415.5	0.26579
-415	0.44398
-414.5	0.49866
-414	0.37137
-413.5	0.31782
-413	0.40623
-412.5	0.50556
-412	0.37496
-411.5	0.29214
-411	0.34661
-410.5	0.38379
-410	0.3851
-409.5	0.37147
-409	0.30832
-408.5	0.21054
-408	0.18595
-407.5	0.24443
-407	0.38898
-406.5	0.3775
-406	0.4006
-405.5	0.54596
-405	0.44534
-404.5	0.34742
-404	0.32235
-403.5	0.25975
-403	0.2575
-402.5	0.31797
-402	0.31041
-401.5	0.34716
-401	0.38716
-400.5	0.45139
-400	0.53029
-399.5	0.44368
-399	0.30682
-398.5	0.25877
-398	0.28179
-397.5	0.27911
-397	0.26322
-396.5	0.28604
-396	0.34091
-395.5	0.34173
-395	0.2516
-394.5	0.21011
-394	0.26773
-393.5	0.42292
-393	0.4687
-392.5	0.29127
-392	0.14211
-391.5	0.14826
-391	0.29451
-390.5	0.52001
-390	0.62339
-389.5	0.55424
-389	0.34766
-388.5	0.32844
-388	0.4781
-387.5	0.44049
-387	0.4246
-386.5	0.46945
-386	0.49252
-385.5	0.50046
-385	0.41967
-384.5	0.33192
-384	0.33288
-383.5	0.3291
-383	0.25395
-382.5	0.24318
-382	0.36516
-381.5	0.386
-381	0.24479
-380.5	0.21853
-380	0.38303
-379.5	0.51857
-379	0.53674
-378.5	0.4897
-378	0.4142
-377.5	0.42351
-377	0.43129
-376.5	0.36306
-376	0.36007
-375.5	0.54192
-375	0.64003
-374.5	0.48186
-374	0.30162
-373.5	0.22113
-373	0.23997
-372.5	0.3131
-372	0.46669
-371.5	0.50242
-371	0.36169
-370.5	0.22574
-370	0.28578
-369.5	0.42111
-369	0.39601
-368.5	0.33531
-368	0.44491
-367.5	0.56328
-367	0.57796
-366.5	0.474
-366	0.37531
-365.5	0.30438
-365	0.44344
-364.5	0.70779
-364	0.73603
-363.5	0.56573
-363	0.32557
-362.5	0.33532
-362	0.45847
-361.5	0.42554
-361	0.32437
-360.5	0.34886
-360	0.40709
-359.5	0.47413
-359	0.45839
-358.5	0.34729
-358	0.4277
-357.5	0.59833
-357	0.57923
-356.5	0.42183
-356	0.30506
-355.5	0.27394
-355	0.26026
-354.5	0.37781
-354	0.48816
-353.5	0.58498
-353	0.67763
-352.5	0.55434
-352	0.5461
-351.5	0.62547
-351	0.66776
-350.5	0.66713
-350	0.7736
-349.5	0.76398
-349	0.72312
-348.5	0.54565
-348	0.46057
-347.5	0.48721
-347	0.469
-346.5	0.43819
-346	0.46072
-345.5	0.43897
-345	0.36557
-344.5	0.36762
-344	0.43755
-343.5	0.46531
-343	0.42421
-342.5	0.39652
-342	0.34198
-341.5	0.4624
-341	0.53783
-340.5	0.40133
-340	0.31182
-339.5	0.3123
-339	0.33292
-338.5	0.47133
-338	0.67451
-337.5	0.62884
-337	0.42535
-336.5	0.33793
-336	0.33476
-335.5	0.28712
-335	0.39836
-334.5	0.60795
-334	0.58129
-333.5	0.38945
-333	0.40305
-332.5	0.59414
