f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta	sumEtaSq
14.6545	0.003500444409115224	0.00453683339169995	0.0005672019113617979	0.00023537977847831794	0.000497138594297163	0.00041133968071319495	0.002634646910022514	0.005853693053929498	0.01823667772961766	7.483652375870131E-05
14.9875	0.003720548690274954	0.004254585630350641	0.0005741226632258291	0.0002780041645699066	0.0004104184697521155	0.0003242316749762681	0.0029768354547007217	0.004372378845231193	0.016911125593081628	6.060370018060066E-05
15.3206	0.0038056458384508394	0.003962119707755472	0.0005405588976541342	0.0002744622950764535	0.0004049705973512291	0.0004084653984068678	0.003866975770359444	0.0026355651222951322	0.01589876362734957	5.277941658837445E-05
15.6536	0.0037046428334224883	0.004018108184375028	0.0005391342154362887	0.0002060665768899517	0.0004194136815561959	0.0005551354342729786	0.004628023033615402	0.0016217604642759043	0.01569228442384424	5.4735488430760515E-05
15.9867	0.0038627300104846474	0.004322065763189062	0.0005667777832228396	0.0001345127180212495	0.00038511830384513817	0.0005998362234099632	0.0044948242349196485	0.001315923397649931	0.01568178843474248	5.638348521626906E-05
16.3197	0.00438837760736065	0.004535303184301556	0.0005412008541219709	0.00012709308491052075	0.0003561608503450176	0.0005817910909240992	0.0036288828168620445	0.0013730996820998016	0.01553190917092566	5.565540867535097E-05
16.6528	0.004749827486466246	0.004361383032889265	0.0004669711486345092	0.00015868553050654688	0.0003722652396178973	0.0006300885838045318	0.002545538502755997	0.001792541915214406	0.015077301439889399	5.205433208089614E-05
16.9858	0.0045660771237830316	0.003970238867405507	0.00039602221689146415	0.00017971439501910123	0.00043334447968931193	0.0007138910108547608	0.0015711134267525813	0.0024421093507095985	0.014272510871105357	4.593071111864272E-05
17.3189	0.003848479317855997	0.003625489180839527	0.0003756719541553828	0.00020022075756126484	0.0005453369810383825	0.0007491648933922159	0.0011160047595683564	0.002867951216969327	0.013328319061380453	3.846543389592165E-05
17.652	0.003235856911094469	0.0034095940310877176	0.00041056392644550345	0.00022613086281531597	0.0006371884238550123	0.0007292667268149737	0.0012178901847682633	0.0030114805074927514	0.012877971574374007	3.380590970622071E-05
17.985	0.003213715697870975	0.003468798963390084	0.00042956049836897266	0.00026152800585770806	0.00070208926969356	0.0006776621149036278	0.001688429682322801	0.003243203282527087	0.013684987514934814	3.6934771563303E-05
18.3181	0.003608453371563068	0.0035584369020434195	0.00039769931299458376	0.00028500695254731563	0.0007659969571569629	0.0006576099139048247	0.0023270627889139042	0.003869722696169694	0.015469988895293772	4.733197973316414E-05
18.6511	0.004156828272600835	0.0035358965443789067	0.00037147739360514196	0.00026851817809337726	0.0007792656497066488	0.0006589808202567172	0.0028312226215355956	0.0046621654450785905	0.017264354925255812	6.0785001970629275E-05
18.9842	0.004557692767305018	0.0036564909813879263	0.00039405630105423275	0.0002222604583807219	0.0007223257777535391	0.0006251009492343885	0.0030142630829904505	0.004879771657073097	0.018071961975179372	6.815762882246986E-05
19.3172	0.0047046333630041725	0.0038063305005833726	0.00043377629566436883	0.00019160473160887697	0.0006268339624499121	0.0006678917115440174	0.0028170340012421396	0.0043077005090798115	0.01755580507517667	6.417756560272906E-05
19.6503	0.004845935546806462	0.0037692984748268253	0.00045739216304118454	0.00020411534216752694	0.0005273852205299838	0.0008523787382475545	0.00252742159475196	0.003739188865069434	0.016923115945440933	5.931565095038168E-05
19.9833	0.004823512141649728	0.0035915779728033902	0.0004883650457039356	0.00025132449906972677	0.0004987684855965189	0.001099557774526394	0.0023832606954429	0.0036964281046238364	0.01683279471941643	5.726867571390853E-05
20.3164	0.004520150386648123	0.003474798987136421	0.0005537796816595154	0.00029202551020189946	0.0005332583870282559	0.0012925629047422509	0.002310817262324354	0.003958663583091714	0.016936056702832533	5.586391550735152E-05
20.6495	0.004238332900395849	0.003625358307838349	0.0006344750659005382	0.00030045177437228426	0.000635479998134264	0.0013473976184737297	0.0023152214616877576	0.004093186674561269	0.01718990380136404	5.593326125252632E-05
20.9825	0.0044183876341072	0.003838026934753412	0.0006498747399588506	0.0002916097163803914	0.0008162372388543806	0.0012563016615625901	0.0023329995851253784	0.0036625988029909966	0.0172660363137332	5.5862027592251944E-05
21.3156	0.005396095854498769	0.003816770139215842	0.0005616390976594098	0.00027497375827282184	0.0009799307621387648	0.0010698599380494448	0.002461092416427296	0.0028188468785594386	0.017379208844821786	6.018437200289614E-05
21.6486	0.006624455632823365	0.00365733158874165	0.0004786446840642915	0.0002429302999095973	0.0010341170964556759	0.0008574587934706344	0.0027320878043630152	0.002345498246543568	0.017972524146371797	7.231790219242002E-05
21.9817	0.006984847292179309	0.0037434661578249766	0.0004959113714038266	0.00021011780695614983	0.0009492044718245175	0.0006934583448347022	0.0028068623979504697	0.0024355695796123918	0.018319437422586342	7.82840574544473E-05
22.3147	0.006282786322884347	0.004130080104037172	0.000572268998755847	0.00022974106757652643	0.0007906313928149076	0.0006081078718477857	0.0025768196110550422	0.002571372597710972	0.0177618079666826	7.115808793713895E-05
22.6478	0.0050264407022574085	0.004381069352412693	0.0005981614452133084	0.0003031815054912368	0.0006306918148730725	0.0006445277704816543	0.002062044528685661	0.002979332861284908	0.016625449980699942	5.8850231092655856E-05
22.9808	0.0038539169393388252	0.0042465067393163535	0.0005036767389608905	0.00035607195142359997	0.00047692987534013795	0.0007419545421189483	0.0015571667954351368	0.0039380352765450944	0.015674258858478986	5.197682167102506E-05
23.3139	0.0033722424431368355	0.003979394943911033	0.00038636071137410755	0.0003335297235581737	0.00033268751590181066	0.0007328048974782285	0.0015612967406257278	0.005006194774912254	0.01570451175089817	5.561543752836075E-05
23.647	0.0034136595361078416	0.0038019814900826713	0.00042035952683941197	0.00025889131583408667	0.00029937079790348696	0.0006047375987040323	0.002032392812825091	0.005478450330901877	0.0163098434091985	6.095123053631588E-05
23.98	0.003628195953354017	0.0037309728197893986	0.0005831592016714732	0.00019641448314718148	0.00042146645050920243	0.0004366829640926162	0.0025336649103330487	0.004681710018129102	0.01621226680102604	5.6168809913362716E-05
24.3131	0.004044521309939018	0.0037074156795772685	0.0006873545613371787	0.00019448112072555483	0.0005721196351768718	0.00031677332828428746	0.0026788663622389565	0.002915626148267969	0.015117158145547104	4.671822988870241E-05
24.6461	0.004494150741414358	0.0036209136593752483	0.0006507242097650618	0.0002133926432494435	0.0006807254906311354	0.0003195397864955219	0.002309913836813912	0.0015187030143140547	0.013808063382058734	4.1985038680512385E-05
24.9792	0.004774313063442816	0.0038054949268066175	0.000544870563684803	0.00020703325810076504	0.0007988678412861523	0.00037188068294192913	0.0017271237195869886	0.0011461415974362886	0.01337572565328636	4.2688685541161993E-05
25.3122	0.004976888884133946	0.004568539893023926	0.0004915614792318784	0.000203828859698852	0.0009313831992778166	0.0004326719077551694	0.0012612304103718655	0.0013983431985350222	0.014264447832028475	5.052490410367129E-05
25.6453	0.005044012576869584	0.005525911131683433	0.0005147089246869835	0.00021798792717817115	0.0010672610387269365	0.000587265474266375	0.0011436963647232358	0.0017744174067450024	0.01587526084487972	6.223072609451988E-05
25.9784	0.00472763743233123	0.00606792669964116	0.0005369893041756058	0.00026361959070698825	0.0011335332163851797	0.0008447632764455817	0.0013719242342985793	0.001932614469586449	0.016879008223570774	6.714384026379126E-05
26.3114	0.004230469513640741	0.005827674070939245	0.0005215823489475256	0.0003404794202890943	0.0010649847487284292	0.001075246521771431	0.0015677578462852265	0.001971021610987334	0.016599216081589027	6.087977021848905E-05
26.6445	0.0037005510503904998	0.004908870099011647	0.0005064745284440614	0.0003822065117494386	0.0009241761558377442	0.001189373705394362	0.0014227580518593275	0.0021935700214253014	0.015227980124112382	4.729838328223205E-05
26.9775	0.003185122057558575	0.003940339420213188	0.0005195757799124256	0.00038678760296870896	0.000736477680488421	0.0012196645743943208	0.0009606881684651813	0.002646383772195941	0.013595039056196762	3.6047090783575145E-05
27.3106	0.003351794381512785	0.003448865998595205	0.0005213821167789188	0.00038990842208159576	0.000514327966807123	0.0013112796273061207	0.0004298022667028957	0.0031619886680299097	0.013129349447814553	3.571995998515433E-05
27.6436	0.004276938927570343	0.00341109907060127	0.0005009857399676433	0.00040709894716981133	0.00034228200575220726	0.0014712859633909776	0.0002201946422016924	0.0033619188130016783	0.013991804109655623	4.397734286726312E-05
27.9767	0.005254826231304161	0.003522809244261057	0.00048598046260507155	0.00045435015654447715	0.00028544604087970887	0.0014528172362458212	0.0004487984013197733	0.003019449685701206	0.014924477458861277	5.1976648541134416E-05
28.3097	0.005718239653364716	0.0036539188235570723	0.00046370008311644927	0.0004781234705413471	0.00034491592942351623	0.0011458636023360435	0.0008945041835261237	0.002348226265344117	0.015047492011209385	5.423928204374836E-05
28.6428	0.005306027786883492	0.0038286393137073383	0.00044417987373386564	0.0004625819280297065	0.00045494144557217816	0.0007210104818193074	0.0013355048934088967	0.0017958678559438425	0.014348753579098627	4.89592301801391E-05
28.9759	0.004708388686423451	0.004184256492948102	0.0004470789928296346	0.0004413859049390997	0.0005958660277621502	0.0005602663208551735	0.0015921342024687523	0.0016155850518541125	0.014144961680080476	4.588558861589807E-05
29.3089	0.004803547062372954	0.00476001212732504	0.0004470893078201386	0.00038270535920406716	0.0008437786563257059	0.0008011946403070699	0.0015476001645834952	0.00180133323607508	0.015387260554013552	5.307187504317907E-05
29.642	0.005304660241360864	0.005036949464972683	0.0004627547445749657	0.00028253899806946424	0.0011576094535403056	0.001211362119072186	0.0012650215709960407	0.001957904698672364	0.016678801291258875	6.204537864263758E-05
29.975	0.005418725476837488	0.0051033423451859305	0.0004927780413472022	0.00018421032998162785	0.0013455362828226	0.001523351138222791	0.0010259445289961958	0.0017967086836563407	0.016890596827050176	6.409524337842146E-05
30.3081	0.004745399243821547	0.005146782114423255	0.0004947864306747442	0.00015200496959940897	0.0013511786789441656	0.0015903437888480747	0.000983862646067852	0.0017364680493209218	0.01620082592169997	5.761428342117297E-05
30.6411	0.004039534110195785	0.00496297601784502	0.0005174697015571695	0.00021270666229234104	0.0012981860678324168	0.001439370031243551	0.0010591615491033306	0.0022418241895925534	0.015771228329662167	5.1166657835050814E-05
30.9742	0.004233416248635926	0.004577393954911348	0.0005638665288441248	0.0002886965313503057	0.0013079605827410817	0.001345373606174419	0.001193876812048754	0.0030219721688387	0.01653255643354466	5.3354088360016574E-05
31.3072	0.004875023023002033	0.0039764855364232965	0.0005756662712165442	0.000309888349193666	0.0013466478469407674	0.0013468107473275826	0.001305828978650726	0.0035297386818861592	0.017266089434640773	5.779731323764061E-05
31.6403	0.005084637361720337	0.0037822347676356232	0.0005704450657290825	0.0002710071588074617	0.0012136347015396624	0.0012936349843163152	0.0013304715227078644	0.003437303688692202	0.016983369251148548	5.7289301173315535E-05
31.9734	0.004508640211832673	0.0045839527057011786	0.0005323778966561741	0.0002150258561488437	0.0009261334752632122	0.0011671357559536093	0.0012702565991770827	0.002734203555501297	0.015937726056234072	5.297947130901771E-05
32.3064	0.003909850636567883	0.005596632888089508	0.0004719369064159604	0.0001757535777687051	0.000759240580473495	0.0011323578642535804	0.001055991493517584	0.0020199297562643066	0.015121693703351022	5.3916760294449485E-05
32.6395	0.004521382262972076	0.005953966517076497	0.0005475051336123519	0.00014760102442040184	0.0009603744829902291	0.0013761358205043545	0.0007368330396863597	0.001629187775736304	0.015872986056998575	6.222740746916434E-05
32.9725	0.006412051935380336	0.005779653746660673	0.0007431950658126121	0.0001558343728733487	0.0014920211020471427	0.001691914086425358	0.0005195567845353621	0.0014864245726842666	0.0182806516664191	8.266352821835537E-05
33.3056	0.008380177866695196	0.005721113246518135	0.0009019549049519924	0.00023508278289152644	0.002060223681929343	0.0017238916323414092	0.0004916135108454313	0.0015570541005341064	0.02107111172670714	0.00011370972971798736
33.6386	0.009079145578260403	0.006096618088361061	0.0009206007671983259	0.0003614998743071554	0.002360213089429027	0.0014124740808947956	0.0006447215492275444	0.001769344412879597	0.02264461744055791	0.00013168975886240528
33.9717	0.00813244590991762	0.0062456623023955	0.0007388020933862062	0.00045818797031291013	0.0022475947291525538	0.0011709404061661646	0.0009439021998292057	0.0020010671879139327	0.021938602799074093	0.00011721874357732652
34.3047	0.006207299980742484	0.005641129708490197	0.0005272270758097984	0.00045951420016330813	0.0017715553133288173	0.0012654836534318381	0.0012175514002018477	0.0021387013419197315	0.019228462674088023	8.163837107590453E-05
34.6378	0.004311057017652723	0.004428022558373964	0.00047857733324394193	0.0004120343304696081	0.0012194341665040125	0.0013761265784390606	0.001343603457806071	0.002108851958126049	0.01567770740061543	4.822467581974615E-05
34.9709	0.0033090748642345133	0.0036502694802549797	0.0005621451389582527	0.00040216987174088436	0.0008337842450371424	0.0013779642090882825	0.0012998195857464483	0.0018541091888295439	0.013289336583890048	3.2473424866972766E-05
35.3039	0.0033876381838022895	0.003956945190631953	0.0006603171509337742	0.00045159256566251597	0.0006778450896988416	0.0014793311812291057	0.0010961939287322411	0.0016651752018312222	0.013375038492521942	3.439580658276817E-05
35.637	0.003908640467315716	0.004550449217399483	0.0006764267390444202	0.0004919476952086554	0.0007592297064766869	0.0015988002785917701	0.0008597706991693191	0.001884388329009614	0.014729653132215664	4.4106341158664504E-05
35.97	0.004789681670268536	0.004853062831162954	0.0006315140568617451	0.0004368410839773312	0.0009489483287885921	0.001636477098105576	0.0006846319844111481	0.0022182810136426065	0.016199438067218488	5.605096131528696E-05
36.3031	0.005667770711458222	0.004974945863875885	0.0006438799101835896	0.00033480338781798915	0.001211206175585841	0.0014934407342440876	0.0005501135391662138	0.002300383168502976	0.017176543490834802	6.669215908777441E-05
36.6361	0.0057820041767412	0.005171144626950329	0.0006981731660834242	0.000295146854970692	0.0015214050578665167	0.001163611448388295	0.00048203316728514866	0.0021188578079047765	0.017232376306190383	6.91374458259321E-05
36.9692	0.005208606448700117	0.006038882960533471	0.0008600032318081104	0.00032947428824472893	0.0016647122535793427	0.0009713934340666144	0.0004782016751649717	0.001803743608850908	0.017355017900948264	7.164288735336275E-05
37.3022	0.004760274014764095	0.007261538806158767	0.001115978822626877	0.0003699766014444995	0.0016792229982088933	0.001014721776507491	0.000547088676966074	0.0016329061027315734	0.01838170779940827	8.358758446939077E-05
37.6353	0.0048786481039905846	0.007592999849528159	0.0012579677007350616	0.00035041694518872784	0.0017942336377831612	0.001144284749515044	0.0007289482322179954	0.0016936325486342134	0.019441131767592948	9.108854747904591E-05
37.9684	0.005688338161977106	0.006700949339187629	0.0012255240217792706	0.00029037547631351277	0.0019454184400725628	0.0014348244754632876	0.000891455122428383	0.0017712316039676485	0.0199481166411894	8.862146794912702E-05
38.3014	0.006339658850968225	0.0055424715999094825	0.001064391734823972	0.0003138197297133359	0.001967806791278689	0.0017863371868422138	0.0009606559032683798	0.0018202331745460095	0.019795374971350307	8.344105105748198E-05
38.6345	0.006074452701401519	0.0050126070867534825	0.0008826780079924736	0.0004972231778795214	0.001681518619757282	0.0021704528238887287	0.0010252427609657635	0.0018324905740882038	0.019176665752726973	7.499907153450143E-05
38.9675	0.005764312913234193	0.005021234637677326	0.0008404532909823092	0.0007389302764962624	0.0011666989066500568	0.0026327409298774196	0.0011297336008073908	0.0017043484307034946	0.018998452986428452	7.21660930607998E-05
39.3006	0.006214571849791377	0.004851134971184054	0.0009374324046442514	0.0008757637653417322	0.0009259014966646384	0.0030248663568451027	0.0011919247676422638	0.0015431991283381657	0.019564794740451585	7.760941373054888E-05
39.6336	0.007850308244356476	0.004341762149866427	0.0010543497881862623	0.0008529713252651326	0.001090391238159753	0.0031782538338354866	0.0011425267513391817	0.001488592039676484	0.020999155370685203	9.712897577765636E-05
39.9667	0.01030548659890874	0.004465945527253918	0.0010979275892448917	0.0007210895150525405	0.001289196897137674	0.003016394463659251	0.0009793697174132444	0.0014560800347932245	0.023331490343463483	0.00014171313688372383
40.2998	0.011986699308869156	0.005617371225199331	0.0010614307257851793	0.0005942592580949327	0.001258967186010999	0.0025711579681373556	0.0007594533625339648	0.0013676529870288417	0.02521699202165976	0.00018735869482977585
40.6328	0.011961139231839092	0.0068283995080276145	0.0009853667722804487	0.0005614162770989472	0.0010992221317898435	0.002268634364191671	0.0006036777990062883	0.0012117168164810011	0.025519572900714906	0.000199169703178542
40.9659	0.010827758746121751	0.006895195074398334	0.0008456168538757781	0.0006146757334772001	0.0011024384184013226	0.0023972531061950556	0.0005375155930750718	0.0009899064659240043	0.024210359991468516	0.00017410799944471368
41.2989	0.009348801677543598	0.006420226751659745	0.0007077964454595013	0.0007409855910880406	0.0013585125856803333	0.0027097273337735772	0.0005303382000465802	0.0008439957644681825	0.022660384349719558	0.000139851205928895
41.632	0.008133694066545415	0.00716137062448753	0.000578308729078008	0.0008927371945408416	0.001599371614980998	0.002817890304593669	0.0006564580145640867	0.0008056306644529224	0.02264546121324347	0.0001301521022979957
41.965	0.007465821735316144	0.008895790240490446	0.0004297546628961066	0.0009476734932586782	0.0016639510738027715	0.002452921146147179	0.0008643039593199285	0.0008223687414497177	0.023542585052680972	0.0001461652193126652
42.2981	0.0075300204001283845	0.009554584794115141	0.0004575814734551402	0.0009048640762882388	0.001764740941995706	0.0022003046947872383	0.0009844595522086794	0.0008549536180680606	0.024251509551046588	0.0001586752152569335
42.6311	0.008053920577725472	0.008192750545313479	0.0006777555525269933	0.0008409443181398423	0.0020554874522084573	0.002552442785917702	0.0009315768946510363	0.0009152390965481459	0.024220117223031128	0.00014559882906130465
42.9642	0.00832411935380336	0.0063071222771797116	0.0008600032318081104	0.0007869699697296667	0.0023379093137536307	0.0029774391584464896	0.0007015639530626504	0.001000164564016481	0.0232952918218001	0.00012625316676457464
43.2973	0.008473898149138761	0.005908714660130547	0.000951685294464179	0.0007772611051490673	0.0023280623055329116	0.002810250197284246	0.0005012236997127553	0.0010162804285060278	0.022767375839918495	0.00012283112987839336
43.6303	0.00938602930565957	0.007198468086744666	0.0010410980592093695	0.00088819027095545	0.002108709625475045	0.0020686052643526355	0.0005586743025075692	0.0009205194945826339	0.02417029440948694	0.0001516735131893586
43.9634	0.011365280111265646	0.008248119891965921	0.0012378231310449126	0.0011036408570762007	0.0019197678898239894	0.0015403318928556688	0.0007773089224439096	0.0008530860462933007	0.02704535874276955	0.00020734139905917093
44.2964	0.012532577896651333	0.008043655995509356	0.0015198531743484684	0.0012751991750605115	0.0017670607279814457	0.0020545265182219654	0.0009341258451983542	0.0009541245754921411	0.029081123908463576	0.00023482852474805644
44.6295	0.010975638172675724	0.007978571845307895	0.001618494821773995	0.001300414888862967	0.0015022184946094583	0.002997201774732758	0.0009148635227078642	0.0011608000272241722	0.028448203547894832	0.00020185715721191504
