t,	etaU
0,	4.7674e-15
0.166667,	0.216558
0.333333,	0.216752
0.5,	0.217128
0.666667,	0.217691
0.833333,	0.21842
1,	0.219344
1.16667,	0.220428
1.33333,	0.221713
1.5,	0.223267
1.66667,	0.225117
1.83333,	0.227308
2,	0.229941
2.16667,	0.233205
2.33333,	0.237444
2.5,	0.243342
2.66667,	0.252704
2.83333,	0.272113
3,	0.357857
3.16667,	0.0892297
3.33333,	0.188775
3.5,	0.209865
3.66667,	0.220399
3.83333,	0.227554
4,	0.233245
4.16667,	0.238223
4.33333,	0.242824
4.5,	0.247154
4.66667,	0.251308
4.83333,	0.255286
5,	0.258994
5.16667,	0.262238
5.33333,	0.264684
5.5,	0.265525
5.66667,	0.26292
5.83333,	0.251304
6,	0.203923
6.16667,	1.81553
6.33333,	0.463397
6.5,	0.407483
6.66667,	0.396982
6.83333,	0.398038
7,	0.404213
7.16667,	0.413578
7.33333,	0.425385
7.5,	0.439438
7.66667,	0.455782
7.83333,	0.47467
8,	0.496569
8.16667,	0.522354
8.33333,	0.553404
8.5,	0.592277
8.66667,	0.644275
8.83333,	0.7227
9,	0.87375
9.16667,	1.45791
9.33333,	0.629476
9.5,	0.280363
9.66667,	0.470642
9.83333,	0.578298
10,	0.664262
10.1667,	0.745708
10.3333,	0.830509
10.5,	0.924091
10.6667,	1.03166
10.8333,	1.15947
11,	1.31618
11.1667,	1.51476
11.3333,	1.77648
11.5,	2.13888
11.6667,	2.67594
11.8333,	3.55648
12,	5.26876
12.1667,	10.0557
12.3333,	100
12.5,	12.7232
12.6667,	6.00802
12.8333,	3.94375
13,	2.94088
13.1667,	2.34785
13.3333,	1.95571
13.5,	1.67685
13.6667,	1.46803
13.8333,	1.30538
14,	1.17457
14.1667,	1.0664
14.3333,	0.974493
14.5,	0.894018
14.6667,	0.820637
14.8333,	0.749238
15,	0.670704
15.1667,	0.558062
15.3333,	0.223095
15.5,	1.56117
15.6667,	0.889096
15.8333,	0.766905
16,	0.7061
16.1667,	0.666181
