f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta
41.6667	0.00111817746566	0.00038343593412199997	1.0910607144300001E-06	5.0164502955E-06	1.93579453613E-05	2.766588332660001E-06	1.2137912732E-07	8.791513407E-07	0.00153084597495391
41.8333	0.0011170777880799999	0.000384505910458	1.1006965667699999E-06	5.0069012900999995E-06	1.9303205692E-05	2.8218645513000003E-06	1.1955242849E-07	8.776080756E-07	0.00153081352714226
42	0.00111599757382	0.0003855613897369999	1.11067472052E-06	4.9976284956E-06	1.92487222146E-05	2.87624894404E-06	1.1766126618E-07	8.763371513999999E-07	0.00153078623634934
42.1667	0.0011149222253899998	0.000386605645488	1.12009409766E-06	4.9882241721E-06	1.91950073129E-05	2.9297415108800004E-06	1.1585348597999999E-07	8.750871765E-07	0.0015307518786340198
42.3333	0.0011138614744500002	0.000387637742417	1.12945529709E-06	4.9793065059E-06	1.91425733707E-05	2.98284337304E-06	1.1398334436999999E-07	8.739489312E-07	0.0015307213276893003
42.5	0.0011128153209999999	0.000388660018759	1.1383943698799999E-06	4.9713226956E-06	1.90902248258E-05	3.03514683868E-06	1.1215033933000002E-07	8.730481112999999E-07	0.0015306956269395898
42.6667	0.00111177889921	0.000389664056868	1.14601294395E-06	4.9636019433E-06	1.90390718431E-05	3.0871190547000002E-06	1.1025567357E-07	8.726011929E-07	0.00153066161872952
42.8333	0.00111075220908	0.00039066201556599994	1.15243955145E-06	4.9573543157999995E-06	1.8987918860400002E-05	3.1379871053200006E-06	1.0810035113000001E-07	8.729224154999999E-07	0.0015306309472456
43	0.0011097449822700001	0.000391645477207	1.1537384026500002E-06	4.9556444388E-06	1.8937449056100005E-05	3.1891439376600006E-06	1.0551410434E-07	8.761974894E-07	0.0015306081469059502
43.1667	0.0011087377554600002	0.00039261771532	1.11350107485E-06	4.9922884182E-06	1.8885442100400003E-05	3.24079339764E-06	9.764955978E-08	9.040181597999998E-07	0.0015305891634906702
43.3333	0.0011077548578	0.00039357639167	1.23702858882E-06	4.8793050072E-06	1.88418894774E-05	3.2851213916600008E-06	1.1020592458000002E-07	8.355558474E-07	0.00153052035570706
43.5	0.00110677682597	0.00039452571508	1.21825071819E-06	4.895982884400001E-06	1.87921028515E-05	3.3350041870000003E-06	1.0512522139E-07	8.504019179999999E-07	0.00153049940883048
43.6667	0.00110581339163	0.00039546568554999997	1.2206008270799999E-06	4.8933391515E-06	1.8744365760800003E-05	3.3829844204200003E-06	1.0276739954E-07	8.528110874999998E-07	0.00153047594582684
43.8333	0.00110485482312	0.000396393964845	1.22647542282E-06	4.8873151233E-06	1.8697141053900003E-05	3.4306079234800003E-06	1.0086993102E-07	8.529926480999998E-07	0.00153044419006762
44	0.0011039157179299998	0.00039731055296499996	1.23388699248E-06	4.880554532700001E-06	1.86504287308E-05	3.4771867162000006E-06	9.912521291999999E-08	8.525806452E-07	0.0015304200337252997
44.1667	0.0011029814785699999	0.000398216852851	1.24148256606E-06	4.873123144200001E-06	1.86043141888E-05	3.52359563732E-06	9.747018314E-08	8.517356900999999E-07	0.0015303900528306198
44.3333	0.0011020618367	0.00039911333215000003	1.24919314209E-06	4.8652971687E-06	1.85588828252E-05	3.56946096932E-06	9.590344029999999E-08	8.508977180999998E-07	0.00153036480411371
44.5	0.00110114706066	0.00040000092615599995	1.25744084721E-06	4.8577210983E-06	1.85140492427E-05	3.6144854369000004E-06	9.430446572E-08	8.49773439E-07	0.00153033576134583
44.6667	0.00110024688211	0.000400877296634	1.26516901185E-06	4.8498819699E-06	1.84696426467E-05	3.6590172768400005E-06	9.283511879E-08	8.487678726E-07	0.00153030949264068
44.8333	0.00109935156939	0.000401747120054	1.2734464823100003E-06	4.842503193000001E-06	1.84259192291E-05	3.7033282837000003E-06	9.138258842E-08	8.476924752E-07	0.00153028296169573
45	0.0010984708541600002	0.000402602914064	1.28129912019E-06	4.834821899400001E-06	1.8382537400700005E-05	3.7464332022000008E-06	8.992375184E-08	8.464634496E-07	0.0015302552470479302
45.1667	0.00109759987059	0.00040345169336899995	1.28935199763E-06	4.827101147100001E-06	1.8339667956100003E-05	3.7896230565E-06	8.846561595E-08	8.453531366999999E-07	0.00153023112686898
45.3333	0.0010967386186800001	0.000404288781499	1.29697327764E-06	4.8199065108E-06	1.82978232791E-05	3.8322098666200005E-06	8.712309391E-08	8.442707561999998E-07	0.00153020570696327
45.5	0.00109589196426	0.00040511791963	1.3046784417900001E-06	4.8125540397E-06	1.82556370129E-05	3.8740067738E-06	8.567266561000002E-08	8.431115616E-07	0.0015301855443854001
45.6667	0.00109505017567	0.00040593910776199997	1.3125283737300001E-06	4.8049648163999995E-06	1.8214219322400002E-05	3.91525159828E-06	8.431122493999999E-08	8.418266711999999E-07	0.00153016238543895
45.8333	0.00109422298457	0.000406750942954	1.3199981211E-06	4.7975465808E-06	1.8174167988700003E-05	3.9561821603000004E-06	8.29476822E-08	8.406674766E-07	0.0015301454375337
46	0.00109341039096	0.000407557166382	1.32760045953E-06	4.7905623909E-06	1.8134202052300004E-05	3.9964841974E-06	8.166121536E-08	8.396409608999999E-07	0.00153013770861839
46.1667	0.00109262699233	0.00040836759863299997	1.33527856428E-06	4.7829600147000005E-06	1.80967980349E-05	4.0355121975E-06	8.031589055999999E-08	8.384049522E-07	0.00153016386061714
46.3333	0.00109089475685	0.000408789883874	1.34387398269E-06	4.773818749200001E-06	1.8000640675100002E-05	4.1072829485E-06	7.932441421E-08	8.376088787999999E-07	0.0015288271903725
46.5	0.00109088502519	0.000409872954326	1.35018829368E-06	4.7688995646E-06	1.80101197754E-05	4.11889367236E-06	7.777518862E-08	8.363728701E-07	0.00152992022888076
46.6667	0.0010901308215399998	0.00041065439246299997	1.3575295089E-06	4.762046903700001E-06	1.79733135391E-05	4.1569279236E-06	7.648101419E-08	8.352346248E-07	0.0015299467475172897
46.8333	0.00108935715457	0.000411415721779	1.3645108341E-06	4.755444147900001E-06	1.7935653329800003E-05	4.194987655580001E-06	7.523728944E-08	8.340195653999999E-07	0.00152993272917122
47	0.0010885932192599998	0.000412169568743	1.3716951048000001E-06	4.748210052900001E-06	1.78983347097E-05	4.23229995252E-06	7.405102127E-08	8.328533877E-07	0.00152992023223189
47.1667	0.00108782928395	0.000412911724532	1.3786629003E-06	4.7417256732E-06	1.7861186884200004E-05	4.26960375588E-06	7.276735719E-08	8.318198888999999E-07	0.00152989677494167
47.3333	0.0010870750803	0.000413649203851	1.3859554086000002E-06	4.735044E-06	1.78248930317E-05	4.3069670143E-06	7.157127936E-08	8.307863900999999E-07	0.00152987950127506
47.5	0.00108633060831	0.00041437545964199995	1.392612021E-06	4.7286122319E-06	1.7788172192700003E-05	4.34349790188E-06	7.045367881E-08	8.297668575E-07	0.0015298591828357899
47.6667	0.00108559100215	0.000415096103669	1.3998909996E-06	4.7219042529E-06	1.77519637375E-05	4.3795871233E-06	6.9219133099E-08	8.28614646E-07	0.001529838285711399
47.8333	0.00108485626182	0.00041580879769699997	1.4066693793000002E-06	4.7153672616E-06	1.7716182268800003E-05	4.4155574346E-06	6.8080862194E-08	8.276230458E-07	0.0015298145397692941
48	0.00108413125315	0.00041651307407899996	1.4135018778E-06	4.7089486464E-06	1.7681510965000002E-05	4.4508312723400005E-06	6.699773559199999E-08	8.266314455999998E-07	0.001529792749171732
48.1667	0.0010834159761400001	0.000417211738697	1.4203884951000001E-06	4.702556337E-06	1.7646156482799998E-05	4.485952225640001E-06	6.5882167043E-08	8.25611913E-07	0.001529774262457583
48.3333	0.0010827055649599998	0.000417901050375	1.4272615827000002E-06	4.6964139327000005E-06	1.7612082960100002E-05	4.52056356414E-06	6.4763095044E-08	8.245365156E-07	0.0015297522369852837
48.5	0.00108200001961	0.00041858381499499997	1.434012903E-06	4.6903372929000004E-06	1.75779240401E-05	4.554843653020001E-06	6.377610310999999E-08	8.236566449999999E-07	0.00152972838524213
48.6667	0.0010813090717500002	0.000419260032557	1.4410618767E-06	4.684576322699999E-06	1.7543935914700003E-05	4.5889368831400004E-06	6.280347532100001E-08	8.225393489999999E-07	0.0015297129581285612
48.8333	0.00108061812389	0.00041992830012	1.4482732068E-06	4.6780524843E-06	1.75103747758E-05	4.62231665254E-06	6.185172809400001E-08	8.215756812E-07	0.001529688868538734
49	0.00107994177352	0.000420589085331	1.4563774970999998E-06	4.6723572786E-06	1.7477753007200002E-05	4.6554586017E-06	6.1062470878E-08	8.206469288999999E-07	0.0015296745146353781
49.1667	0.00107926542315	0.00042124519407199995	1.4670794898E-06	4.6668330606E-06	1.7444533457500004E-05	4.68829478198E-06	6.074113444399999E-08	8.19676278E-07	0.0015296577754243242
49.3333	0.00107859393861	0.000421891949873	1.4967771813000001E-06	4.6628608848000004E-06	1.74125948673E-05	4.71987391242E-06	6.3733080744E-08	8.188871876999999E-07	0.0015296606155972639
49.5	0.0010779370515600001	0.00042253777038	1.4405612778E-06	4.6517335314E-06	1.7380656277100002E-05	4.75418797562E-06	5.2014390839E-08	8.175394493999999E-07	0.001529571514842159
49.6667	0.00107728016451	0.00042317096441799994	1.464590025E-06	4.6476692853E-06	1.7348546892299998E-05	4.78548681792E-06	5.4080515442E-08	8.168481225E-07	0.0015295683505864618
49.8333	0.00107663300912	0.000423799949633	1.4741284635000002E-06	4.6419477738000005E-06	1.73173768778E-05	4.81659880146E-06	5.377494453300001E-08	8.158914377999999E-07	0.0015295526770518928
50	0.00107599558539	0.00042442379073099994	1.4820568677E-06	4.6365813906E-06	1.72862922606E-05	4.84807600894E-06	5.2992624148000005E-08	8.149766517E-07	0.001529540351924688
50.1667	0.00107536302749	0.00042503781124199997	1.4887811286E-06	4.63113609E-06	1.72557200272E-05	4.878508506080001E-06	5.213525986399999E-08	8.141735951999999E-07	0.0015295212933389441
50.3333	0.00107473533542	0.000425649025871	1.4950047906000001E-06	4.6257170952E-06	1.7225489383E-05	4.909161836300001E-06	5.1268366196E-08	8.133356232000001E-07	0.001529504338385496
50.5	0.00107411250918	0.000426253693442	1.5010525665000002E-06	4.620350712E-06	1.7195258738800002E-05	4.93942446184E-06	5.0418709502E-08	8.123510061E-07	0.001529485058816742
50.6667	0.00107349454877	0.000426851813955	1.5072356393999998E-06	4.6147081179E-06	1.7165711273E-05	4.96930487628E-06	4.9499334153000004E-08	8.114501861999998E-07	0.001529464272151933
50.8333	0.00107288632002	0.00042744198446899995	1.5129316431E-06	4.6096310985E-06	1.7136249204500002E-05	4.9983868942E-06	4.8583602392000005E-08	8.105144508E-07	0.001529444601382492
51	0.0010722829571	0.00042802934910099997	1.5185329389E-06	4.6040148102E-06	1.71069579306E-05	5.02792756544E-06	4.7653786761999994E-08	8.09830107E-07	0.001529427223339902
51.1667	0.0010716844600099998	0.000428609231381	1.5242695317E-06	4.5988325676E-06	1.7078093643200004E-05	5.0567632695400005E-06	4.6743170038E-08	8.089642026E-07	0.0015294073577756778
51.3333	0.00107109569458	0.000429182098956	1.5297761196000003E-06	4.5935582547E-06	1.7049997931500004E-05	5.08553951858E-06	4.5817138133999994E-08	8.081122643999998E-07	0.001529390594762914
51.5	0.0010705069291500001	0.00042975029006099997	1.5352691778000002E-06	4.588652223000001E-06	1.7021304438700003E-05	5.1138146464E-06	4.4905470375E-08	8.072673092999999E-07	0.001529368432476575
51.6667	0.00106992789538	0.000430315207637	1.5405728202E-06	4.5832200753E-06	1.6993721110800004E-05	5.1420812806400004E-06	4.4061419201E-08	8.065061513999999E-07	0.001529353265874541
51.8333	0.00106935372744	0.00043087357815499997	1.5459576408000001E-06	4.5783403494E-06	1.69657961937E-05	5.16976185786E-06	4.3145056819E-08	8.057030949E-07	0.0015293360097884791
52	0.00106878442533	0.00043142633690899994	1.5508283327999999E-06	4.5733422474E-06	1.6938554455000002E-05	5.19708570472E-06	4.2260225487E-08	8.048651229E-07	0.001529317698327307
52.1667	0.00106821998905	0.00043197395154599997	1.5559560891E-06	4.5684625215000004E-06	1.6911398113600003E-05	5.2244010580000006E-06	4.142689487E-08	8.040062015999999E-07	0.0015292995914746698
52.3333	0.0010676604186	0.00043251081030199997	1.5613679691E-06	4.5635038782E-06	1.68838147857E-05	5.251232277220001E-06	4.0552223543000006E-08	8.033497902E-07	0.0015292750498259629
52.5	0.0010674901145499998	0.000433265124913	1.5674563341E-06	4.5592817973E-06	1.68670769149E-05	5.303238467560001E-06	3.9500557922E-08	8.021626631999999E-07	0.0015298939561979817
52.6667	0.00106657533851	0.000433588736637	1.5715287738E-06	4.5539417198999996E-06	1.6831722432700002E-05	5.305158016640001E-06	3.8840227666E-08	8.018414405999999E-07	0.001529267107758306
52.8333	0.00106603036555	0.000434112968924	1.5763182875999998E-06	4.549075146900001E-06	1.68058470508E-05	5.33143715316E-06	3.7985666142000004E-08	8.009057052E-07	0.001529244903483802
53	0.00106549025842	0.000434633927682	1.5811213311E-06	4.5444847848E-06	1.67792884905E-05	5.35701132254E-06	3.7165438428E-08	8.002073951999998E-07	0.001529223464864568
53.1667	0.0010649550171199999	0.000435148807029	1.5860461419000002E-06	4.5395129886E-06	1.6754267081600003E-05	5.38248356896E-06	3.6296162414E-08	7.995928823999999E-07	0.0015292020229748739
53.3333	0.0010644295074799998	0.00043566321872899995	1.5909168339E-06	4.5350015439000004E-06	1.6728647891600002E-05	5.40840597512E-06	3.547109993900001E-08	7.986501638999999E-07	0.001529189819717359
53.5	0.00106390886367	0.00043616874513599996	1.5955304616000003E-06	4.5305821695E-06	1.6703968071900003E-05	5.4332581902E-06	3.4731731851E-08	7.980705665999999E-07	0.001529173749997651
53.6667	0.00106338821986	0.000436670530367	1.6002658566E-06	4.5260181132E-06	1.6678775868400002E-05	5.458314251200001E-06	3.3858952387E-08	7.972675100999999E-07	0.001529153250778887
53.8333	0.00106288217354	0.000437166703834	1.6046630091000001E-06	4.5212041518E-06	1.66543522406E-05	5.482724800119999E-06	3.3138993412E-08	7.965342845999999E-07	0.0015291414948536322
54	0.0010623712613899998	0.00043766147436	1.6091548695E-06	4.5171662115E-06	1.6630270202E-05	5.507135349040001E-06	3.2295642928000005E-08	7.958499407999998E-07	0.0015291246079657678
54.1667	0.00106186521507	0.000438148294887	1.6137684972E-06	4.5123785559E-06	1.6605846574199998E-05	5.53155439154E-06	3.1483753424999995E-08	7.95165597E-07	0.001529103707326265
54.3333	0.0010613689004099998	0.00043863043894399993	1.6183009467000002E-06	4.5081170162999996E-06	1.65822769194E-05	5.555149556780001E-06	3.0701643247000003E-08	7.945022025E-07	0.0015290883876389269
54.5	0.00106087745158	0.00043911118005999995	1.6222245597E-06	4.5037897122000005E-06	1.65587072646E-05	5.579126933120001E-06	2.9997589935E-08	7.938527742E-07	0.001529076330473755
54.6667	0.00106038600275	0.000439586777059	1.62626994E-06	4.4996597016000006E-06	1.65350522125E-05	5.60273059194E-06	2.9208683064E-08	7.933011092999999E-07	0.001529059002047404
54.8333	0.00105990428558	0.00044005489170599994	1.6303153203E-06	4.495411314900001E-06	1.65114825577E-05	5.62578216806E-06	2.8437573719000006E-08	7.925120189999999E-07	0.0015290431182396788
55	0.00105942743424	0.000440522071059	1.6336571562E-06	4.491281304300001E-06	1.6488766875900004E-05	5.649241436020001E-06	2.7614052762000003E-08	7.920860498999999E-07	0.001529032152174082
55.1667	0.0010589457170699999	0.00044098176806	1.6363495664999999E-06	4.4874538104E-06	1.64658803995E-05	5.672106153379999E-06	2.6882322195000003E-08	7.914226554E-07	0.0015290075800373749
55.3333	0.00105847859739	0.00044144240035499997	1.6366066308E-06	4.483350105600001E-06	1.6443335512300002E-05	5.6950727937000005E-06	2.5942486698000003E-08	7.913039426999999E-07	0.001528996609216798
55.5	0.00105801147771	0.000441894615004	1.621128654E-06	4.480653761100001E-06	1.64208760224E-05	5.71797148538E-06	2.4376304410000002E-08	7.923653738999999E-07	0.00152896346431519
55.6667	0.00105754922386	0.00044234262083	1.684988838E-06	4.472249058E-06	1.63996120947E-05	5.737787007520001E-06	2.6299558322000004E-08	7.861085163000001E-07	0.0015289988897628421
55.8333	0.00105709183584	0.000442789223715	1.6691590890000002E-06	4.4695921722E-06	1.63771526048E-05	5.7607281671E-06	2.4718171061000002E-08	7.874073728999999E-07	0.001528969817132061
56	0.00105663444782	0.000443230214836	1.6693620345E-06	4.4660408892E-06	1.6355717882500002E-05	5.7825311869599996E-06	2.3812459167E-08	7.870721840999999E-07	0.001528949199292427
56.1667	0.00105618679146	0.00044366606184	1.671594435E-06	4.4620818663000005E-06	1.6334197762900003E-05	5.80402843794E-06	2.3058656865E-08	7.865973332999999E-07	0.001528934411792305
56.3333	0.0010557391351	0.00044410237649100004	1.6746386174999998E-06	4.4582017608E-06	1.63126776433E-05	5.82582296422E-06	2.2339889063E-08	7.859898036E-07	0.001528921182269483
56.5	0.00105529634457	0.00044452887055499996	1.6783728147E-06	4.4544663372E-06	1.62917553048E-05	5.84665771596E-06	2.163590582E-08	7.856266824E-07	0.00152890372988588
56.6667	0.00105485841987	0.000444954896972	1.6819581852E-06	4.450757219400001E-06	1.6270918363600002E-05	5.86784919806E-06	2.0936827407E-08	7.849353555000001E-07	0.001528890671991167
56.8333	0.001054425361	0.000445377182213	1.6856517933000002E-06	4.4471927835E-06	1.6249996025100003E-05	5.88886231498E-06	2.0262203075E-08	7.843417919999999E-07	0.001528878850124955
57	0.00105399716796	0.000445797129219	1.689183045E-06	4.443312678E-06	1.62295006731E-05	5.90917046476E-06	1.9590942055E-08	7.837901270999999E-07	0.001528868845109015
57.1667	0.00105357384075	0.00044621006152	1.6929984204E-06	4.439379960900001E-06	1.62087491292E-05	5.929639992560001E-06	1.8933624766E-08	7.832803608000001E-07	0.0015288568837586258
57.3333	0.0010531456477100001	0.00044662252617399997	1.6966784987999999E-06	4.435618231499999E-06	1.61891931475E-05	5.9498377258E-06	1.8272663889E-08	7.82735679E-07	0.001528840509830489
57.5	0.0010527271863299999	0.000447027976123	1.7000879832000001E-06	4.4320932543E-06	1.61689539874E-05	5.97031574718E-06	1.7654164826E-08	7.821490985999999E-07	0.0015288264166885058
57.6667	0.00105230872495	0.00044743295842499995	1.7041468932000002E-06	4.4283052191E-06	1.6149141813800002E-05	5.990190724380001E-06	1.6988579395E-08	7.815136364999999E-07	0.001528811970241375
57.8333	0.00105189999523	0.00044783419955099995	1.7077457934E-06	4.424727630300001E-06	1.61295004348E-05	6.0093777216000004E-06	1.635900943E-08	7.809410223E-07	0.0015288028463928299
58	0.0010514961313400001	0.000448233102442	1.7112770451E-06	4.421215805999999E-06	1.6109859055800004E-05	6.0287855519E-06	1.5774984315E-08	7.805080701E-07	0.0015287966542952152
58.1667	0.00105109226745	0.00044862639356899996	1.7149571234999998E-06	4.417519841100001E-06	1.60908154579E-05	6.04812543356E-06	1.5067918036000002E-08	7.79872608E-07	0.0015287850194010961
58.3333	0.00105069326939	0.00044901921704899997	1.7186372019000004E-06	4.4138896407E-06	1.6071088681600003E-05	6.0668452838800005E-06	1.4519417903999999E-08	7.792092135E-07	0.001528776675878484
58.5	0.00105030400299	0.000449414846411	1.7222496318E-06	4.4103778164000005E-06	1.6051788891800002E-05	6.085556640620001E-06	1.3876745036E-08	7.786575485999999E-07	0.0015287813566752558
58.6667	0.00105030400299	0.000450381005113	1.7244414432E-06	4.4063924877E-06	1.6004307992999998E-05	6.057502345880001E-06	1.3131701359E-08	7.786365993E-07	0.001529669420673439
58.8333	0.00104948654355	0.000450135490438	1.7294203727999999E-06	4.4035120026000004E-06	1.60166906015E-05	6.12617294018E-06	1.2684380863000001E-08	7.777567286999999E-07	0.001528688271014643
59	0.00104910700881	0.000450523637448	1.7330057433E-06	4.4003684595000005E-06	1.59975616063E-05	6.143397920420001E-06	1.2107502786E-08	7.771561820999999E-07	0.001528694243672406
59.1667	0.0010487274740699998	0.00045090102857699995	1.7364152277E-06	4.3964225895E-06	1.59792865841E-05	6.1617780275400005E-06	1.1507081525E-08	7.766743481999999E-07	0.0015286905865055647
59.3333	0.0010483430735000001	0.00045127140500099996	1.7397435339E-06	4.393200129E-06	1.59615239457E-05	6.180005250220001E-06	1.0905188815E-08	7.760528522999999E-07	0.0015286759094009352
59.5	0.00104796840459	0.00045163804024899996	1.7432071371E-06	4.3902933381E-06	1.59430781289E-05	6.197833274640001E-06	1.0348560679E-08	7.754173901999999E-07	0.0015286666226686188
59.6667	0.0010475937356799999	0.00045200420785	1.7465895621E-06	4.3867946667E-06	1.59253154905E-05	6.215737741280001E-06	9.831941942000001E-09	7.749984042E-07	0.0015286572113367219
59.8333	0.0010472239326	0.000452366634275	1.7499313980000001E-06	4.383335454E-06	1.5907809044000002E-05	6.2334468555800004E-06	9.276715186E-09	7.744607055E-07	0.001528648827047266
60	0.00104685412952	0.000452725787171	1.7532461745E-06	4.3802445225E-06	1.58901318029E-05	6.25103705976E-06	8.632220524E-09	7.739998208999998E-07	0.0015286372082920841
60.1667	0.00104648919227	0.000453078393009	1.7566285994999999E-06	4.3772456613E-06	1.58727107537E-05	6.268245052840001E-06	8.145801526E-09	7.734691052999999E-07	0.0015286240302531662
60.3333	0.00104612912085	0.000453428192965	1.7594563068000001E-06	4.373694378300001E-06	1.58553751018E-05	6.2854615395E-06	7.618602370000001E-09	7.730780516999998E-07	0.00152861199779547
60.5	0.00104576904943	0.00045377658998	1.7632446228E-06	4.3706955171E-06	1.58387226283E-05	6.302737481220001E-06	7.084606521E-09	7.724775051E-07	0.001528600601771041
60.6667	0.0010454138438399999	0.00045412451934799997	1.7665323399E-06	4.3674862095E-06	1.58217285656E-05	6.3193933916E-06	6.596996349999999E-09	7.718141106E-07	0.0015285919148015498
60.8333	0.00104506350408	0.00045446777224599996	1.7697929976000001E-06	4.3639743852E-06	1.58049052975E-05	6.3364230195E-06	6.1167574378E-09	7.713602091E-07	0.0015285838489923376
61	0.0010447131643200002	0.00045480588102699996	1.7731077741000001E-06	4.3610149827000005E-06	1.5788423618600002E-05	6.3528156289E-06	5.6293294462E-09	7.709132906999999E-07	0.0015285709499714463
61.1667	0.0010443628245599998	0.000455144457455	1.7762196051E-06	4.3571874888000005E-06	1.57716003505E-05	6.3695734622400005E-06	5.0836530949E-09	7.704873216E-07	0.0015285574338963347
61.3333	0.00104401735063	0.000455477422119	1.7798861537999997E-06	4.3536888174E-06	1.57554602608E-05	6.386017033120001E-06	4.7848648651E-09	7.698937581E-07	0.0015285445036370851
61.5	0.0010436767425299998	0.000455809451489	1.7839450637999998E-06	4.3490195379E-06	1.57396617603E-05	6.4020783929E-06	4.557035511599999E-09	7.691954481E-07	0.0015285346512575115
61.6667	0.00104334100026	0.000456137739683	1.7908452108E-06	4.3390759455E-06	1.5723863259800003E-05	6.41795289392E-06	5.4710505821E-09	7.681340168999999E-07	0.001528524082320502
61.8333	0.0010430003921599999	0.0004564664955239999	1.7794802628E-06	4.3611465117E-06	1.5706954594400002E-05	6.43466825936E-06	2.3348532318E-10	7.701242003999998E-07	0.001528519494997983
62	0.0010426695157199999	0.00045678870430700005	1.7881798598999998E-06	4.348874856000001E-06	1.5691326888500002E-05	6.4505342668000005E-06	1.2988340185E-09	7.686786987E-07	0.0015285071134309184
62.1667	0.0010423386392799999	0.00045711091309	1.7919817056E-06	4.344297646800001E-06	1.5676040771800002E-05	6.465797230060001E-06	1.1787497663E-09	7.679384901E-07	0.001528496786964126
62.3333	0.00104201262867	0.00045743125128500003	1.7958106107E-06	4.3407858225E-06	1.5660498463200003E-05	6.481306507139999E-06	8.067324246E-10	7.675683857999999E-07	0.0015284906564767646
62.5	0.0010416866180599999	0.00045774644536299993	1.7989224417E-06	4.3372345395E-06	1.5645553935700003E-05	6.49701113656E-06	4.2152599502999997E-10	7.670237039999999E-07	0.001528479230706455
62.6667	0.0010413606074499999	0.000458058365912	1.8015066144E-06	4.3340515377E-06	1.56297554352E-05	6.51222313834E-06	1.2183107237E-11	7.664999714999999E-07	0.0015284630222422472
62.8333	0.0010410394626699999	0.000458366545285	1.8049160988E-06	4.3311710526E-06	1.56150670996E-05	6.5274521272800006E-06	4.6121798146000003E-10	7.661228841E-07	0.0015284511984353614
63	0.0010407280495499998	0.00045867706289299994	1.8077843952E-06	4.3281195798E-06	1.5600293366700002E-05	6.5423668537600005E-06	9.088369714000001E-10	7.657108811999998E-07	0.0015284502963566313
63.1667	0.0010404069047699998	0.00045898243638399993	1.8104632758000001E-06	4.3248971193000006E-06	1.5584751058100002E-05	6.55728158024E-06	1.4162976901000001E-09	7.652639628E-07	0.0015284334144479298
63.3333	0.00104010035748	0.00045928547164	1.8134939286E-06	4.3224506799000005E-06	1.5570489709E-05	6.57218781314E-06	1.8313864461E-09	7.646773824E-07	0.0015284309600194861
63.5	0.00103978894436	0.00045958757160200007	1.8161998685999998E-06	4.3196885709E-06	1.5555715976100004E-05	6.586966642340001E-06	2.3138395387E-09	7.643142611999998E-07	0.0015284217151206787
63.6667	0.00103947753124	0.000459885462741	1.8190005165E-06	4.3171500612000005E-06	1.5541113037800002E-05	6.60145668982E-06	2.8287415852E-09	7.639860555E-07	0.001528408529083405
63.8333	0.00103917098395	0.00046018195093899995	1.8218688129E-06	4.3145720928E-06	1.5527364072499998E-05	6.616142089640001E-06	3.18533674E-09	7.634623229999999E-07	0.0015283995296165801
64	0.00103886930249	0.000460475633255	1.8245206341E-06	4.3118625954E-06	1.55131027234E-05	6.63035184898E-06	3.6624295541E-09	7.630573031999999E-07	0.0015283914932796342
64.1667	0.0010385676210299998	0.00046076884792399997	1.8272130444000002E-06	4.309153098E-06	1.54990121689E-05	6.644561608320001E-06	4.0947692979E-09	7.627500468E-07	0.0015283832536897176
64.3333	0.00103826107374	0.00046105785376999997	1.8300407516999999E-06	4.3065488238000005E-06	1.54856901901E-05	6.6586269767999994E-06	4.5829049864E-09	7.622402804999999E-07	0.0015283666574378864
64.5	0.00103795452645	0.00046134732726300004	1.8327466917E-06	4.3039182438E-06	1.5472112019400002E-05	6.672785774660001E-06	5.0326288491E-09	7.617444803999999E-07	0.001528350193551809
64.6667	0.0010376431133299999	0.000461636333109	1.8353038050000004E-06	4.3012613580000004E-06	1.5460327192E-05	6.68688511746E-06	5.4564131680000006E-09	7.613673929999999E-07	0.0015283300477176279
64.8333	0.00103680619057	0.0004620366389409999	1.8379015074000002E-06	4.3004327253E-06	1.54942299201E-05	6.70490000064E-06	5.8506073482E-09	7.609204745999999E-07	0.0015279470647463881
65	0.0010371759936500002	0.00046217833598199997	1.8405262692E-06	4.2959607393000005E-06	1.54235209557E-05	6.71352947792E-06	6.4049792624E-09	7.607458970999999E-07	0.0015283950179504826
65.1667	0.0010368597147	0.00046246313300499995	1.8429210260999999E-06	4.2937773579E-06	1.5412590101300002E-05	6.727119205920001E-06	6.776162783E-09	7.603338942E-07	0.0015283663654532028
65.3333	0.0010365628990699999	0.00046273764179399996	1.8457352037000002E-06	4.2911467779E-06	1.54000366982E-05	6.74065797244E-06	7.216546448E-09	7.59831111E-07	0.0015283451651736878
65.5	0.0010362758151	0.00046301215058299996	1.8480217229999998E-06	4.2885819624E-06	1.5387312500500002E-05	6.75423071328E-06	7.669542533E-09	7.594749729E-07	0.001528333257097613
65.6667	0.00103599359696	0.00046328665937199996	1.8505382472E-06	4.2863591222999995E-06	1.53744175082E-05	6.76727685216E-06	8.117843995E-09	7.590839192999999E-07	0.0015283260498251548
65.8333	0.00103571624465	0.0004635532181619999	1.8530006526E-06	4.2839258358E-06	1.53615225159E-05	6.780518343380001E-06	8.493273697000001E-09	7.587068318999999E-07	0.001528315630265277
66	0.00103543889234	0.0004638202445989999	1.8552601125000001E-06	4.2816898428E-06	1.53485421263E-05	6.793683392380001E-06	8.930504257000002E-09	7.583716431E-07	0.0015283056145603368
