t,	etaU
0,	1.51429e-15
0.166667,	0.356967
0.333333,	0.358024
0.5,	0.359821
0.666667,	0.36239
0.833333,	0.365774
1,	0.370049
1.16667,	0.375306
1.33333,	0.381687
1.5,	0.389376
1.66667,	0.398648
1.83333,	0.409903
2,	0.42377
2.16667,	0.44131
2.33333,	0.464457
2.5,	0.497281
2.66667,	0.550115
2.83333,	0.66007
3,	1.14419
3.16667,	0.366239
3.33333,	0.197912
3.5,	0.321676
3.66667,	0.388117
3.83333,	0.438184
4,	0.483501
4.16667,	0.529232
4.33333,	0.57868
4.5,	0.634798
4.66667,	0.700953
4.83333,	0.781672
5,	0.883705
5.16667,	1.01804
5.33333,	1.20414
5.5,	1.48056
5.66667,	1.93611
5.83333,	2.83225
6,	5.4201
6.16667,	100
6.33333,	5.83848
6.5,	2.77381
6.66667,	1.78844
6.83333,	1.30011
7,	1.00673
7.16667,	0.809355
7.33333,	0.665861
7.5,	0.555138
7.66667,	0.465225
7.83333,	0.388565
8,	0.319743
8.16667,	0.25417
8.33333,	0.186942
8.5,	0.111202
8.66667,	0.0144084
8.83333,	0.133488
9,	0.436266
9.16667,	1.70391
9.33333,	3.0432
9.5,	1.06298
9.66667,	0.711827
9.83333,	0.559964
10,	0.472677
10.1667,	0.414648
10.3333,	0.372521
10.5,	0.340104
10.6667,	0.314115
10.8333,	0.292652
11,	0.274523
11.1667,	0.258953
11.3333,	0.245414
11.5,	0.233544
11.6667,	0.223111
11.8333,	0.21403
12,	0.20651
12.1667,	0.202167
12.3333,	0.264739
12.5,	0.170257
12.6667,	0.169189
12.8333,	0.164969
13,	0.160327
13.1667,	0.155727
13.3333,	0.151299
13.5,	0.147079
13.6667,	0.143071
13.8333,	0.13927
14,	0.135667
14.1667,	0.132247
14.3333,	0.128999
14.5,	0.125912
14.6667,	0.122971
14.8333,	0.120161
15,	0.117468
15.1667,	0.114849
15.3333,	0.112068
15.5,	0.111433
15.6667,	0.108436
15.8333,	0.106201
16,	0.104124
16.1667,	0.102157
16.3333,	0.100274
16.5,	0.0984695
16.6667,	0.0967337
16.8333,	0.0950642
17,	0.0934536
17.1667,	0.0918982
17.3333,	0.0903883
17.5,	0.0889237
17.6667,	0.0874833
17.8333,	0.0860575
18,	0.0846052
18.1667,	0.083024
18.3333,	0.0808744
18.5,	0.0673085
18.6667,	0.0836715
18.8333,	0.0809939
19,	0.0794892
19.1667,	0.0782617
19.3333,	0.0771613
19.5,	0.0761327
19.6667,	0.0751607
19.8333,	0.0742333
20,	0.0733372
20.1667,	0.0724783
20.3333,	0.0716477
20.5,	0.0708436
20.6667,	0.0700634
20.8333,	0.0693074
21,	0.0685696
21.1667,	0.0678514
21.3333,	0.0671417
21.5,	0.0664019
21.6667,	0.0661492
21.8333,	0.0653034
22,	0.0646599
22.1667,	0.0640436
22.3333,	0.0634553
22.5,	0.0628822
22.6667,	0.0623226
22.8333,	0.0617781
23,	0.0612485
23.1667,	0.0607318
23.3333,	0.0602275
23.5,	0.0597321
23.6667,	0.0592506
23.8333,	0.0587797
24,	0.0583138
24.1667,	0.0578539
24.3333,	0.0573886
24.5,	0.0568841
24.6667,	0.0556762
24.8333,	0.0565248
25,	0.0559714
25.1667,	0.055538
25.3333,	0.0551363
25.5,	0.0547569
25.6667,	0.0543859
25.8333,	0.0540246
26,	0.0536728
26.1667,	0.0533313
26.3333,	0.0529973
26.5,	0.0526682
26.6667,	0.0523466
26.8333,	0.0520334
27,	0.0517238
27.1667,	0.05142
27.3333,	0.0511266
27.5,	0.0508306
27.6667,	0.0505402
27.8333,	0.0503384
28,	0.0500198
28.1667,	0.0497467
28.3333,	0.0494798
28.5,	0.049221
28.6667,	0.0489688
28.8333,	0.0487182
29,	0.0484714
29.1667,	0.0482313
29.3333,	0.0479945
29.5,	0.047762
29.6667,	0.0475282
29.8333,	0.0472996
30,	0.0470678
30.1667,	0.0468389
30.3333,	0.0465964
30.5,	0.0463341
30.6667,	0.0459845
30.8333,	0.0445843
31,	0.0465346
31.1667,	0.0459922
31.3333,	0.0457117
31.5,	0.045485
31.6667,	0.0452783
31.8333,	0.0450816
32,	0.0448954
32.1667,	0.0447133
32.3333,	0.044539
32.5,	0.0443667
32.6667,	0.0441977
32.8333,	0.044035
33,	0.0438709
33.1667,	0.043714
33.3333,	0.0435579
33.5,	0.043404
33.6667,	0.0432538
33.8333,	0.043104
34,	0.042961
34.1667,	0.0428163
34.3333,	0.0426737
34.5,	0.0425358
34.6667,	0.0423995
34.8333,	0.0422654
35,	0.0421348
35.1667,	0.0420026
35.3333,	0.0418781
35.5,	0.0417514
35.6667,	0.0416294
35.8333,	0.0415072
36,	0.0413884
36.1667,	0.0412743
36.3333,	0.0411589
36.5,	0.0410479
36.6667,	0.0409458
36.8333,	0.0408616
37,	0.0409435
37.1667,	0.0404451
37.3333,	0.0404151
37.5,	0.04033
37.6667,	0.0402347
37.8333,	0.0401344
38,	0.0400372
38.1667,	0.0399379
38.3333,	0.0398422
38.5,	0.0397469
38.6667,	0.0396526
38.8333,	0.0395573
39,	0.0394613
39.1667,	0.0393705
39.3333,	0.0392812
39.5,	0.0391931
39.6667,	0.0391051
39.8333,	0.039017
40,	0.0389305
40.1667,	0.038877
40.3333,	0.0387676
40.5,	0.038685
40.6667,	0.0386045
40.8333,	0.0385216
41,	0.0384423
41.1667,	0.0383654
41.3333,	0.0382881
41.5,	0.0382117
41.6667,	0.0381395
41.8333,	0.0380669
42,	0.0379964
42.1667,	0.0379249
42.3333,	0.0378571
42.5,	0.0377964
42.6667,	0.0377377
42.8333,	0.0376902
43,	0.0376772
43.1667,	0.0379558
43.3333,	0.0370968
43.5,	0.0372236
43.6667,	0.0372035
43.8333,	0.0371577
44,	0.0371063
44.1667,	0.0370498
44.3333,	0.0369903
44.5,	0.0369327
44.6667,	0.0368731
44.8333,	0.036817
45,	0.0367586
45.1667,	0.0366999
45.3333,	0.0366452
45.5,	0.0365893
45.6667,	0.0365316
45.8333,	0.0364752
46,	0.0364221
46.1667,	0.0363643
46.3333,	0.0362948
46.5,	0.0362574
46.6667,	0.0362053
46.8333,	0.0361551
47,	0.0361001
47.1667,	0.0360508
47.3333,	0.036
47.5,	0.0359511
47.6667,	0.0359001
47.8333,	0.0358504
48,	0.0358016
48.1667,	0.035753
48.3333,	0.0357063
48.5,	0.0356601
48.6667,	0.0356163
48.8333,	0.0355667
49,	0.0355234
49.1667,	0.0354814
49.3333,	0.0354512
49.5,	0.0353666
49.6667,	0.0353357
49.8333,	0.0352922
50,	0.0352514
50.1667,	0.03521
50.3333,	0.0351688
50.5,	0.035128
50.6667,	0.0350851
50.8333,	0.0350465
51,	0.0350038
51.1667,	0.0349644
51.3333,	0.0349243
51.5,	0.034887
51.6667,	0.0348457
51.8333,	0.0348086
52,	0.0347706
52.1667,	0.0347335
52.3333,	0.0346958
52.5,	0.0346637
52.6667,	0.0346231
52.8333,	0.0345861
53,	0.0345512
53.1667,	0.0345134
53.3333,	0.0344791
53.5,	0.0344455
53.6667,	0.0344108
53.8333,	0.0343742
54,	0.0343435
54.1667,	0.0343071
54.3333,	0.0342747
54.5,	0.0342418
54.6667,	0.0342104
54.8333,	0.0341781
55,	0.0341467
55.1667,	0.0341176
55.3333,	0.0340864
55.5,	0.0340659
55.6667,	0.034002
55.8333,	0.0339818
56,	0.0339548
56.1667,	0.0339247
56.3333,	0.0338952
56.5,	0.0338668
56.6667,	0.0338386
56.8333,	0.0338115
57,	0.033782
57.1667,	0.0337521
57.3333,	0.0337235
57.5,	0.0336967
57.6667,	0.0336679
57.8333,	0.0336407
58,	0.033614
58.1667,	0.0335859
58.3333,	0.0335583
58.5,	0.0335316
58.6667,	0.0335013
58.8333,	0.0334794
59,	0.0334555
59.1667,	0.0334255
59.3333,	0.033401
59.5,	0.0333789
59.6667,	0.0333523
59.8333,	0.033326
60,	0.0333025
60.1667,	0.0332797
60.3333,	0.0332527
60.5,	0.0332299
60.6667,	0.0332055
60.8333,	0.0331788
61,	0.0331563
61.1667,	0.0331272
61.3333,	0.0331006
61.5,	0.0330651
61.6667,	0.0329895
61.8333,	0.0331573
62,	0.033064
62.1667,	0.0330292
62.3333,	0.0330025
62.5,	0.0329755
62.6667,	0.0329513
62.8333,	0.0329294
63,	0.0329062
63.1667,	0.0328817
63.3333,	0.0328631
63.5,	0.0328421
63.6667,	0.0328228
63.8333,	0.0328032
64,	0.0327826
64.1667,	0.032762
64.3333,	0.0327422
64.5,	0.0327222
64.6667,	0.032702
64.8333,	0.0326957
65,	0.0326617
65.1667,	0.0326451
65.3333,	0.0326251
65.5,	0.0326056
65.6667,	0.0325887
65.8333,	0.0325702
66,	0.0325532
66.1667,	0.0325337
66.3333,	0.0325176
66.5,	0.0324979
66.6667,	0.0324823
66.8333,	0.0324661
67,	0.0324484
67.1667,	0.0324322
67.3333,	0.03242
67.5,	0.0324018
67.6667,	0.0323947
67.8333,	0.0324113
68,	0.0322547
68.1667,	0.0322985
68.3333,	0.0322953
68.5,	0.0322792
68.6667,	0.032267
68.8333,	0.0322516
69,	0.0322374
69.1667,	0.032224
69.3333,	0.0322103
69.5,	0.0321913
69.6667,	0.0321761
69.8333,	0.0321616
70,	0.032144
70.1667,	0.0321321
70.3333,	0.0321182
70.5,	0.0321039
70.6667,	0.03209
70.8333,	0.0320725
71,	0.0320556
71.1667,	0.0320451
71.3333,	0.0320307
71.5,	0.0320176
71.6667,	0.0319994
71.8333,	0.0319885
72,	0.0319735
72.1667,	0.0319582
72.3333,	0.0319467
72.5,	0.0319336
72.6667,	0.031918
72.8333,	0.0319029
73,	0.0318937
73.1667,	0.031878
73.3333,	0.0318665
73.5,	0.0318517
73.6667,	0.0318378
73.8333,	0.0318244
74,	0.0318039
74.1667,	0.0318296
74.3333,	0.0317966
74.5,	0.0317817
74.6667,	0.0317694
74.8333,	0.0317584
75,	0.0317405
75.1667,	0.0317296
75.3333,	0.0317156
75.5,	0.0317028
75.6667,	0.0316934
75.8333,	0.0316809
76,	0.0316698
76.1667,	0.0316579
76.3333,	0.0316476
76.5,	0.0316331
76.6667,	0.0316231
76.8333,	0.0316135
77,	0.0316012
77.1667,	0.0315932
77.3333,	0.0315737
77.5,	0.0315652
77.6667,	0.0315567
77.8333,	0.0315438
78,	0.031533
78.1667,	0.0315231
78.3333,	0.0315112
