f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
108.576	9890.84	11282.6	8195.53	7570.15	11050.8	10072.1	1919.27	1348.05
108.909	9688.7	11422.4	7605.17	8626.92	8023.98	11760.8	1945.33	936.028
109.242	8413.66	11147.5	7204.06	9497.81	4721.14	12274.2	1881.77	646.21
109.575	6741.34	11197.8	6849.3	9333.03	3027.29	11856	2044.03	846.393
109.908	6028.51	10869.5	7002.64	7881.84	2635.16	11186.8	2530.27	1599.78
110.241	6209.85	10116.7	7829.21	6342	2474.92	10755.1	3122.2	2340.5
110.575	6552.75	9242.17	8567.45	5223.46	2321	10369.3	3393.71	2510.85
110.908	6960.95	8207.7	9083.09	4525.34	2093	9383.35	3462.95	2039.61
111.241	7367.03	7222.43	9239.54	4472.81	1839.25	7827.17	3554.28	1383.8
111.574	7692.32	6297.58	8333.44	4593.59	1823.82	6639.77	3431.75	1112.63
111.907	7815.55	5977.51	7230.05	4892.32	2113.76	6406.92	3143.57	1268.51
112.24	7584.87	7204.63	6851.54	5395.91	2359.8	6453.38	2871.6	1639.32
112.573	7115.19	8966.29	7243.44	6237.97	2224.72	6020.44	2606.97	2033.29
112.906	6617.32	9441.73	7906.76	7306.02	2597.25	5462.26	2557.31	2267.62
113.239	6506.64	8868.67	7525.35	7937.48	4267.08	5894.59	2534.94	2371.17
113.572	7237.44	8024.95	5636.74	7568.52	6879.54	7027.76	2246.01	2306.4
113.905	8327.22	7285.51	3649.2	6149.82	9596.92	7716.3	1969.36	2009.68
114.238	8230.16	6912.52	3014.55	5028.81	10636.7	7743.17	1965.26	1669.7
114.571	6481.32	6333.57	3874.24	5182.11	9155.25	7200.06	2297.98	1316.07
114.904	4401.21	5341.47	5368.89	5797.36	6289.2	6372	2801.35	1013.48
115.237	4217.9	4265.91	6334.86	6663.54	3245.96	5572.68	3183.94	886.04
115.57	6401.92	3133.1	6090.56	7783.77	1438.52	4850.91	3431.41	891.631
115.903	9244.86	3062.98	5474.39	8471.61	1911.08	4467.27	3476.93	997.451
116.236	10458.1	4550.07	5999.35	9104.77	3387.94	4299.5	3206.61	1242.45
116.57	9335.17	6893.35	7636.16	9381.81	4209.89	3939.56	2668.54	1515.09
116.903	7312.59	9388.93	8801.81	9009.96	3918.75	3315.1	2276.73	1735.07
117.236	6588.62	11255.4	8482.02	8446.63	2998.38	2657.48	2502.41	2014.37
117.569	7351.69	11793.2	7122.65	7864.43	2336.37	2301.85	3072.6	2313.76
117.902	8624.05	10891	6009.16	7685.21	2466.91	2628.79	3348.71	2527.58
118.235	9522.75	8867.6	5736.89	7698.84	2945.99	3919.21	3104.73	2567.69
118.568	9183.4	6829.88	5485.69	6738.83	3422.51	5855.05	2767.29	2365.54
118.901	7880.98	5716.7	5147.59	4571.69	4721.52	7487.7	2755.83	1994.12
119.234	6560.82	5085.07	5514.26	2192.6	6802.36	8075.27	2754.04	1718.83
119.567	5588.83	4316.49	6366.84	868.248	8490.19	7652.52	2374.52	1713.93
119.9	4943.4	3439.7	7206.49	1035.17	8797.54	7005.34	2032.96	1963.03
120.233	4378.46	2823.61	7721.01	2140.19	7542.49	6567.16	2171.51	2413.38
120.566	3682.87	2810.8	7448.62	3435.03	6499.75	5895.91	2769.18	2896.63
120.899	3934.21	3671.35	6494.07	4130.96	6931.22	5014.63	3257	3060.07
121.232	5629.12	5262.34	4959.75	4654.24	7570.54	4680.59	3058.73	2934.32
121.565	7396.91	6695.89	3067.81	5842.78	7048.27	4863	2322.45	2708.94
121.898	7625.94	6849.24	1921.17	7486.11	5713.6	4882.01	1547.1	2359.32
122.231	6068.58	5875.55	1827.34	8666.6	4864.78	4282.32	1084.92	1983.5
122.565	4026.55	4927.58	2300.85	8293.46	5195.64	3451.06	1005.05	1622.07
122.898	2959.65	4687.15	2934.27	6447.36	5466.12	3727	1086.63	1308.31
123.231	3024.53	4713.33	3199.04	4470.94	4627.31	5109.53	1044.11	1244.71
123.564	3686.83	4046.58	2975.3	3283.5	3619.12	5849.07	1233.98	1427.45
123.897	4398.55	2999.27	3018.76	3151.05	3741.68	5209.96	2121.05	1678.69
124.23	4732.51	2605.8	3868.74	4101.69	4720.13	4207.5	3240.39	1847.97
124.563	4609.99	2938.31	5054.8	5130.9	5213.03	4037.87	3962.86	1838.32
124.896	4399.41	3498.18	5617.78	5178.62	4757.42	4620.86	3967.37	1653
125.229	4592.82	3679.35	5000.24	4232.55	4220.29	4808.13	3284.64	1489.64
125.562	5090.81	3276.12	3817.47	3185.86	4512.18	4631.62	2628.16	1645.19
125.895	5087.43	2593.68	3014.28	2977.33	5201.09	4951.01	2707.06	2080.6
126.228	4064.19	1953.29	3034.23	3664.39	5373.42	5698.44	3336.13	2518.46
126.561	2708.62	1712.98	3522.66	4301.82	4973.1	5981.62	3872.22	2660.86
126.894	2295.94	1951.74	3794.46	4015.44	4558.31	5412.5	3639.64	2312.83
127.227	2923.09	2358.62	3400.35	3089.43	4486.71	4771.74	2504.29	1608.48
127.56	3703.82	2899.99	2620.13	2281.45	4385.22	5036.91	1296.59	1040.98
127.893	4183.7	3493.05	2105.21	2179.57	4138.2	5737.7	763.557	896.918
128.226	4568.32	3861.57	2289.21	2585.03	4085.33	5508.32	946.313	1115.49
128.56	4985.28	3976.93	2779.61	2704.26	4029.3	4312.25	1614.93	1482.34
128.893	4908.05	4053.82	2917.29	2706.54	3720.84	3011.84	2411.14	1739.16
129.226	4418.53	4124.37	2878.74	3068.61	3250.18	2277.81	2943.16	1932.85
129.559	4465.15	3929.81	2930.7	3447.14	2812.37	2469.42	3056.48	2217.55
129.892	5202.85	3346.39	2990	3993.63	2682.94	3442.54	2706.46	2354.58
130.225	5978.97	2755.88	2927.49	4657.34	2942.73	4861.87	2300.96	2097.35
130.558	5973.21	2728.44	2539.87	4908.12	3212.3	6259.7	2069.03	1533.08
130.891	4979.48	3431.06	1804.72	4868.02	3399.46	6688.23	1948.2	887.532
131.224	4088.58	4265.55	1090.46	4339.32	3444.47	5809.13	2203.9	644.06
131.557	3623.58	4654.83	934.54	3571.46	3286.04	4355.39	2854.1	898.861
131.89	3212.87	4452.01	1597.09	3294.45	2989.58	3327.55	3509.62	1288.8
132.223	3155.26	3633.61	2490.55	3160.83	2519.34	3011.21	3829.15	1539.19
132.556	3313.78	2621.05	2969.27	3057.59	2168.26	3003.27	3724.33	1522.02
132.889	3466.93	2064.17	3014.77	3250.32	2258.75	3236.96	3343.94	1397.05
133.222	3648.94	1925.03	2839.2	3435.66	2693.83	3622.3	2886.69	1389.86
133.555	3647.29	1836.78	2691.12	3425.11	3081.09	3751.03	2500.79	1405.38
133.888	3603.7	1663.39	2535.98	3368.95	2900.32	3336.51	2331.1	1399.59
134.221	3537.09	1396.12	2189.1	3585.52	2266.44	2431.26	2505.71	1464.39
134.555	3251.18	1341.97	2057.94	4131.99	2063.64	1766.63	2828.06	1558.66
134.888	3045.66	1513.79	2445.2	4467.3	2395.54	2035.69	2706.12	1581.7
135.221	3081.34	1651.69	2958.52	4222.87	2790.43	2806.44	2365.81	1388.3
135.554	3120.35	1659.86	3213.95	3617.86	2832.84	3151.25	2821.38	1025.07
135.887	2930.75	1692.97	3042.37	3088.03	2332.62	2716.36	4058.01	895.149
136.22	2476.31	2186.25	2436.51	2822.86	1855.35	1905.38	5015.5	1255.07
136.553	2121.3	3152.35	1767.65	2717.39	1928.69	1449.85	5033.94	1855.29
136.886	2244.75	3922.96	1311.29	2571.29	2345.7	1550.31	4468.33	2321.53
137.219	2961.66	4032.03	1167.22	2219.29	2570.27	2077.84	4262.14	2459.97
137.552	3754.59	3757.92	1524.39	1832.27	2482.34	2704.54	5956.54	2522.19
137.885	3940.45	3633.7	2100.53	1672.48	2199.82	3074.98	9613.56	2676.67
138.218	3409.28	3725.54	2383.42	1790.15	2026.35	3149.52	13077	2637.54
138.551	2480.06	3521.5	2133.59	2125.68	2502.8	2968.77	14332.4	2428.39
138.884	1643.38	2731.45	1622.04	2673.72	3436.22	2870.36	12420.2	2224.42
139.217	1474.56	1892.88	1397.11	3299.34	4019.87	3251.75	8536.24	2253.93
139.55	2059.7	1631.88	1626.02	3870.41	3930.56	3749.13	5420.23	2609.17
139.883	2928.81	1776.33	1952.03	4065.36	3152.96	3778.51	4394.98	3004.64
140.216	3863.41	1916.84	2176.13	3774.41	2347.55	3321.35	5297.38	3292.14
140.55	4425.66	1997.03	2442.41	3458.91	2316.99	2715.11	7363.58	3369.3
140.883	4340.89	2103.86	2814.3	3345.2	2800.75	2452.87	9260.64	3066.36
141.216	4151.86	2259.17	3208.13	3199.14	3308.67	2667.43	10065.6	2478.94
141.549	4057.41	2330.85	3680.62	2848.37	3750.63	2917.85	9456.9	1774.01
141.882	3768.98	2200.93	4126.29	2285.5	4077.56	2913.79	7928.63	1192.81
142.215	3207.78	2018.73	4273.51	1884.88	4268.02	2848.41	6271.01	915.276
142.548	2477.29	2150.28	4131.82	2062.69	4143.84	2911.25	4800.51	865.039
142.881	1968.51	2592.3	3788.41	2746.02	3617.39	3068.69	3831.91	1244.86
143.214	1892.62	2912.08	3475.25	3333.5	2918.89	3068.35	3355.69	1909.49
143.547	1998.65	2962.18	3343.28	3348.1	2424.38	2852.45	3230.2	2443.7
143.88	2281.64	2776.86	3097.83	2886.44	2324.18	2781	3583.66	2734.6
144.213	2920.05	2539.08	2546.94	2182.1	2655.3	2956.14	4191.07	2685.44
144.546	3717.1	2420.2	1944.51	1484.43	3219.52	3007.37	4399.12	2247.93
144.879	4118.62	2307.41	1583.37	948.065	3542.01	2643.16	4098.51	1910.8
145.212	3872.3	2110.1	1604.91	668.975	3339.52	2062.46	4379.23	1902.51
145.545	3382.17	1845.81	1913.23	726.588	2869.03	1704.65	6034.34	1929.61
145.878	3215.13	1651.56	2206.43	971.999	2551.23	1685.07	8343.22	1776.63
146.211	3591.71	1663.28	2177.93	1164.28	2545.21	1819.47	9453.21	1246.21
146.545	4143.29	1959.99	1964.96	1221.98	2539.71	1905.33	8159.63	616.336
146.878	4335.08	2444.39	1915.69	1215.44	2173.57	1969.54	5411.28	521.86
147.211	4124.78	2746.04	2164.09	1489.06	1602.47	2119.06	3083.63	959.67
147.544	3655.53	2595.86	2701.41	1949.93	1180.57	2417.77	2112.9	1463.42
147.877	2989.17	2256.27	3207.81	2255.9	1060.19	2835.12	2800.25	1804.34
148.21	2345.14	1976.85	3339.59	2454.33	1113.04	2935.45	4533.74	1791.35
148.543	1927.62	1852.42	3249.8	2537.73	1118.37	2417.15	5784.17	1460.23
148.876	1836.78	1897.82	3219.09	2503.41	1070.86	1701.88	5806.17	1093.31
149.209	2086.02	1959.21	3206.81	2330.43	1110.33	1288.49	4664.36	873.194
149.542	2367.3	1988.59	2941.98	1853.49	1161.79	1246.06	3093.83	939.905
149.875	2628	2055.46	2340.03	1509.07	1076.17	1282.47	2029.29	1254.1
150.208	2957.23	2051.37	1713.73	2007.8	1012.83	1255.38	1422.07	1572.7
150.541	3100.69	1986.41	1574.96	3468.57	1197.02	1405.6	914.117	1814.88
150.874	3146.03	1997.96	1887.37	5168.33	1455.86	1720.83	968.977	1911.32
151.207	3386.06	1935.36	2249.82	5915.79	1728.47	1886.96	1761.48	1839.32
151.54	3676.04	1821.96	2381.82	5160.31	1987.14	1761.42	2728.08	1685.02
151.873	3712.43	1747.14	2114	3512.63	2107.72	1596.08	3313.02	1434.89
152.206	3357.73	1642.21	1664.97	2161.7	2070.53	1941.03	3253.98	1176.52
152.54	2913.78	1594.19	1392.82	1714.61	1797.87	2743.31	2796.94	1020.18
152.873	2978.09	1636.95	1488.88	1698.76	1563.19	3250.06	2358.84	959.904
153.206	3274.34	1727.71	1906.52	1562.7	1802.99	3054.69	2098.73	1098.71
153.539	3106.19	1905.86	2270.07	1305.4	2365.11	2295.09	2084.2	1371.48
153.872	2597.68	2140.65	2290.19	1141.7	2801.95	1464.53	2379.74	1540.07
154.205	2239.15	2367.6	2157.19	1303.58	2745.71	1118.36	2766.31	1538.71
154.538	2235.45	2659.17	1987.78	1589.85	2264.69	1170.92	2924.94	1442.85
154.871	2469.83	2946.85	1908.49	1775.65	1738.15	1200.48	2700.07	1327.76
155.204	2578.93	2943.57	1958.94	1923.64	1366.33	1212.82	2235.89	1283.85
155.537	2483.77	2662.3	1950.43	2125.07	1436.92	1265.14	1872.95	1447.1
155.87	2632.97	2234.29	1813.84	2342.59	1862.22	1244.66	2049.77	1771.77
156.203	3154.41	1721.49	1630.52	2444.07	2182.06	1335.81	2853.99	1961.03
156.536	3537.13	1312.53	1531.86	2312.65	2202.96	1577.07	3780.09	1739.07
156.869	3334.82	1171.76	1619.99	1935.15	1978.53	1825.17	4182.59	1149.44
157.202	2713.39	1275.3	1805.54	1509.97	1795.81	2066.73	3916.75	660.749
157.535	2200.6	1598.38	1893.49	1353.39	1777.96	1984.33	3388.11	592.417
157.868	2053.34	2123.39	1892.13	1604.92	1794.77	1601.09	2953.07	686.412
158.201	1902.99	2892.15	1782.05	2136.21	1707.74	1547.96	2578.27	674.78
158.535	1558.19	3740.1	1507.74	2576.42	1515.82	1878.55	2196.03	613.563
158.868	1331.06	4168.14	1115.5	2526.64	1341.08	2156.96	2024.62	593.916
159.201	1346.93	3829.28	870.891	2087.71	1186.11	2015.18	2369.14	593.888
159.534	1517.48	2932.92	1031.71	1602.35	971.09	1370.34	2981.23	552.409
159.867	1635.39	2169.56	1528.17	1391.34	875.093	732.071	3179.11	554.19
160.2	1561.43	1896.73	2042.13	1657.34	976.432	547.188	2675.91	740.589
160.533	1472.87	1842.57	2348.95	2139.23	1226.73	694.909	1701.08	1051.88
160.866	1389.4	1689.04	2403.34	2393.7	1563.33	885.516	810.456	1248.93
161.199	1408.58	1520.86	2409.39	2376.25	1769.92	1021.05	403.087	1207.39
161.532	1809.06	1423.07	2460.59	2189.54	1696.42	1068.18	406.906	1027.97
161.865	2451.89	1314.79	2461.81	2089.55	1389.48	1078.55	650.408	819.291
162.198	3060.23	1152.8	2362.1	2238.93	1022.57	1050.11	1028.51	604.4
162.531	3442	933.347	2076.3	2312.44	833.846	947.561	1300.07	441.531
162.864	3431.08	814.523	1633.94	2133.38	915.978	938.829	1287.28	426.174
163.197	3028.76	904.186	1242.55	1898.59	1176.97	1140.47	1078.33	574.079
163.53	2392.1	1033.25	947.556	1646.94	1536.92	1466	933.731	782.8
163.863	2021.88	1115.66	872.921	1495.49	1840.71	1832.56	1108.96	939.798
164.197	2186.97	1183.17	1132.16	1634.99	1902.01	2050.54	1495.98	1017.14
164.53	2496.41	1112.82	1413.95	1985.24	1769.21	1948.32	1664.62	1040.47
164.863	2610	908.163	1533.1	2277.64	1608.89	1622.03	1583.76	1084.35
165.196	2409.15	717.932	1572.13	2179.43	1468.8	1188.88	1460.62	1192.42
165.529	2277.68	641.524	1589.73	1639.73	1290.14	996.555	1411.5	1281.17
165.862	2495.79	767.947	1639.54	1046.3	1217.97	1283.8	1571.62	1218.18
166.195	2826.69	959.584	1652.28	804.027	1383.98	1750.02	1804.36	997.831
166.528	3048.28	1049.32	1479.95	994.74	1614.26	1997.16	1829.4	761.304
166.861	3027.44	1063.77	1308.86	1424.05	1645.73	1833.82	1639.3	657.17
167.194	2752.41	1116.14	1339.81	1757.86	1342.43	1349.42	1426.13	637.298
167.527	2402.19	1305.56	1400.05	1747.38	979.011	896.635	1539.29	598.424
167.86	2161.63	1542.84	1307.41	1361.11	1049.24	653.935	2116.68	549.227
168.193	2180.56	1631.38	1115.66	860.852	1564.29	580.894	2648.87	555.618
168.526	2384.46	1507.44	898.714	582.265	2039.37	751.224	2574.44	650.373
168.859	2527.69	1243.98	787.298	710.412	2167.19	1130.19	1904.15	799.751
169.192	2675.49	1041.03	778.201	1122.4	1934.61	1553.69	1139.6	931
169.525	3003.43	1072.05	779.585	1564.1	1514.36	1782.27	705.315	953.74
169.858	3372.1	1206.14	940.408	1951.72	1201.76	1705.03	576.099	813.405
170.192	3499.96	1271.03	1253.18	2280.69	1079.28	1446.17	496.996	578.192
170.525	3365.02	1255.21	1553	2560.78	1026.78	1337.39	559.343	484.859
170.858	3163.08	1168.57	1756.84	2846.72	1140.77	1464.2	999.677	642.599
171.191	3161.36	1141.58	1738.96	2966.24	1371.58	1534.59	1595.73	862.777
171.524	3374.72	1237.13	1493.62	2697.92	1440.63	1344.49	1916.17	929.275
171.857	3627.51	1311.69	1210.01	2191.57	1262.3	994.901	1723.11	805.47
172.19	3852.64	1315.18	1010.79	1821.31	894.506	682.812	1212.2	668.169
172.523	3819.84	1354.35	1028.17	1816.62	544.036	626.621	840.28	685.964
172.856	3500.33	1403.1	1301.24	2036.56	412.276	908.599	787.788	748.377
173.189	3104.09	1400.89	1633.59	2191.65	440.958	1324.66	978.259	701.417
173.522	2769.12	1299.16	1858.88	2218.34	555.624	1602.18	1270.06	573.4
173.855	2668.85	1116.23	1892.19	2272.09	761.964	1524.66	1419.99	453.757
174.188	2700.51	985.81	1689.66	2346.04	951.271	1092.69	1281.25	403.585
174.521	2646.49	955.976	1461.64	2163.07	968.585	604.702	1013.27	383.256
174.854	2543.62	1073.68	1516.84	1720.42	818.508	365.562	898.393	367.744
175.187	2413.94	1318.22	1714.25	1338.97	615.925	389.819	981.584	364.308
175.52	2310.38	1511.25	1717.93	1197.38	552.379	587.886	1035.71	396.682
175.853	2474.53	1508.15	1394.35	1270.78	687.36	834.859	908.842	478.025
176.187	2891.37	1326.92	918.655	1393.56	816.468	1043.58	660.168	525.024
176.52	3208.29	1055.45	655.581	1469.78	816.228	1164.67	485.649	552.045
176.853	3092.57	838.733	683.708	1732.38	741.69	1184.97	520.887	596.564
177.186	2463.88	727.177	822.342	2177.07	656.761	1166.48	682.36	666.784
177.519	1645.73	719.813	941.13	2386.54	626.318	1222.33	820.489	786.712
177.852	1267.81	851.201	932.465	2138.36	599.226	1360.74	825.041	827.605
178.185	1538.13	1194.13	769.77	1616.42	517.468	1537.96	712.317	712.173
178.518	2180.98	1592.75	532.88	1219.21	572.972	1668.13	596.476	540.46
178.851	2805.78	1811.92	330.156	1189.8	814.742	1737.43	576.034	474.34
179.184	3044.39	1890.63	253.988	1409.67	1003.35	1846.76	580.877	595.706
179.517	2911.38	1813.51	335.264	1659.39	941.73	2017.15	582.456	735.835
179.85	2760.88	1495.35	551.62	1799.05	724.981	2147.92	656.75	747.215
180.183	2767.76	1041.34	820.786	1693.1	582.863	2060.85	801.432	730.87
180.516	2808.57	660.402	972.171	1311.74	666.614	1758.13	983.83	741.422
180.849	2622.03	553.101	879.748	839.188	878.241	1381.15	1105.31	735.061
181.182	2169.4	823.285	640.291	597.295	1064.14	1081.66	1093.53	627.405
181.515	1873.16	1205.21	491.608	753.441	1153.68	933.98	1024.48	403.623
181.848	2054.53	1386.86	564.458	1276.06	1180.68	904.169	916.445	218.332
182.182	2498.08	1352.45	819.107	1870.82	1163.01	978.422	797.027	297.391
182.515	2757.15	1182.25	1055.34	2163.9	1045.38	1182.41	730.615	596.975
182.848	2648.55	955.51	1048.5	2107.51	938.158	1335.52	649.427	838.137
183.181	2307.69	776.297	843.423	2008.31	869.323	1276.12	663.607	923.779
183.514	2133.18	651.986	638.422	2048.57	763.459	1087.92	853.064	841.463
183.847	2264.15	583.964	606.224	2156.75	754.69	956.676	1054.04	666.02
184.18	2448.31	674.692	785.718	2129.26	968.582	1036.62	1153.64	557.288
184.513	2541.57	900.578	999.107	1875.54	1250.99	1227.76	1093.45	496.953
184.846	2509.05	1121.06	1128.55	1795.87	1434.58	1248.24	917.043	433.086
185.179	2432.1	1188.38	1213.37	2025.87	1375.09	1013.48	778.752	453.5
185.512	2401.64	1106.77	1248.08	2162.86	1089.7	712.962	712.346	510.443
185.845	2297.52	1022.87	1221.26	2099.4	836.707	647.873	673.784	508.923
186.178	2117.23	1095.02	1159.43	1856.69	730.247	865.322	620.992	437.544
186.511	2054.87	1279.82	1119.32	1580.97	695.091	1094.76	520.54	359.548
186.844	2112.38	1367.03	1197.05	1689.14	724.984	1098.05	414.849	342.454
187.177	2178.28	1345.28	1371.58	1971.39	788.814	853.876	352.025	374.672
187.51	2243.87	1256.4	1466.28	1958	823.557	592.757	416.419	389.669
187.843	2413.55	1061.73	1396.63	1677.18	830.476	529.242	602.396	390.93
188.177	2698.11	839.103	1246.49	1348.11	815.039	624.178	732.336	461.441
188.51	2879.86	629.033	1102.16	1216.93	790.315	746.9	719.859	606.819
188.843	2718.57	523.564	951.402	1276.3	715.369	777.61	617.348	755.212
189.176	2300.53	628.82	741.119	1364.54	556.291	655.803	503.642	820.789
189.509	1950.8	791.317	527.591	1404.99	437.881	541.599	419.698	784.867
189.842	1847.41	926.323	487.288	1439.63	468.708	577.366	359.689	719.144
190.175	1922.01	1067.57	612.961	1521.38	576.978	769.325	303.995	660.197
190.508	2023.31	1126.89	679.45	1519.26	608.524	965.475	306.048	579.354
190.841	2084	1053.22	617.865	1505	514.506	959.2	478.704	475.907
191.174	2086.23	819.561	540.919	1700.45	460.643	784.886	762.648	369.51
191.507	2028.13	518.734	551.053	1928.05	614.168	634.241	984.286	304.383
191.84	1912.29	436.467	619.032	1895.62	901.883	625.895	1059.76	347.581
192.173	1754.36	596.039	652.285	1531.54	1150.16	769.081	973.449	451.455
192.506	1720.3	736.946	622.639	1050.74	1265.79	958.296	785.33	479.764
192.839	1908.78	689.123	603.88	961.848	1254.85	1065.11	628.871	429.39
193.172	2120.42	492.827	620.876	1414.08	1151.67	1056.92	629.559	400.473
193.505	2181.08	314.126	631.97	1973.57	957.963	971.208	785.678	448.774
193.838	2123.99	277.83	664.147	2145.45	753.216	893.622	948.079	524.793
194.172	2108.33	358.033	704.379	1854.73	650.015	876.153	930.762	519.668
194.505	2166.99	466.382	745.131	1507.12	666.576	907.571	672.881	415.009
194.838	2170.26	593.21	793.572	1455.6	750.912	977.164	359.463	327.635
195.171	2067.07	711.646	823.029	1695.17	794.603	1012.38	276.774	337.431
195.504	2001.18	745.678	840.098	2013.01	718.718	943.354	406.219	436.215
195.837	2127.64	681.068	829.475	2201.99	594.071	793.148	540.097	533.373
196.17	2278.62	763.497	775.339	2198.48	506.685	597.296	582.961	552.494
196.503	2192.93	1156.95	780.853	2042.38	539.274	508.043	526.347	489.627
196.836	1953.26	1638.29	840.066	1798.18	671.432	631.552	485.273	373.975
197.169	1777.79	1896.84	839.996	1531.49	804.134	816.789	540.981	276.476
197.502	1817.79	1800	748.02	1274.88	868.382	925.735	591.252	238.515
197.835	2045.25	1457.33	642.63	1047.86	802.35	917.167	548.13	270.461
198.168	2178.97	1140.01	639.002	870.122	656.32	784.644	477.909	373.546
198.501	2175.52	924.765	742.252	749.407	537.479	647.051	495.638	508.946
198.834	2165.8	722.246	851.068	823.133	472.36	570.404	604.04	624.523
199.167	2039.82	573.209	885.85	1154.65	480.55	539.788	680.604	663.809
199.5	1769.71	467.561	905.613	1596.15	509.451	568.827	640.968	655.002
199.833	1484.6	353.393	928.375	1961.11	540.147	600.773	502.059	665.654
200.167	1326.74	242.153	860.281	2028.74	650.437	682.797	345.119	656.479
200.5	1439.94	167.239	719.846	1770.93	742.352	922.122	262.692	615.912
200.833	1678.87	143.975	658.265	1612.88	747.499	1266.32	277.157	541.7
201.166	1754.84	221.063	702.608	1874.28	749.577	1528.93	376.247	434.822
201.499	1713.09	379.281	766.7	2389.8	812.379	1567.1	534.543	391.382
201.832	1748.49	504.184	752.839	2711.02	968.629	1381.94	671.509	393.76
202.165	1867.38	557.931	675.315	2450.02	1110.57	1069.7	716.854	377.446
202.498	1977.53	594.248	732.324	1793.85	1063.79	799.99	660.002	367.309
202.831	2062.9	657.345	935.124	1243.09	847.001	667.737	604.941	362.299
203.164	2071.08	806.771	1012.89	1107.62	575.027	638.592	623.739	355.222
203.497	1983.8	949.979	845.798	1300.39	355.081	636.716	692.877	327.724
203.83	1837.99	919.289	539.03	1573.84	286.564	608.362	719.942	263.51
204.163	1729.89	744.306	277.101	1751.52	360.503	572.638	611.02	239.713
204.496	1793.57	602.407	284.653	1711.74	482.388	610.728	436.652	300.271
204.829	2025.93	633.034	513.972	1579.04	591.495	694.764	348.8	392.809
205.162	2286.39	788.242	732.051	1559.26	612.421	754.76	389.789	429.665
205.495	2424.98	922.956	842.197	1526.03	598.886	848.143	494.585	364.844
205.828	2314.08	1025.89	815.815	1357.27	675.23	993.28	561.007	253.495
206.162	2072.89	1251.38	753.862	1214.2	840.513	1087.22	540.511	192.656
206.495	1951.88	1722.65	871.578	1273.57	1033.97	1021.92	465.677	209.284
206.828	2082.93	2315.61	1131.88	1639.86	1114.2	790.624	369.08	260.24
207.161	2363.74	2751.94	1265.95	2049.34	1028.43	547.696	314.366	300.033
207.494	2463.45	2874.92	1218.78	2282.37	969.845	443.181	337.521	301.938
207.827	2223.74	2589.22	1089.95	2394.12	1080.02	512.947	396.389	293.623
208.16	2009.73	2059.04	956.415	2461.64	1245.74	701.762	480.11	306.052
208.493	2177.91	1617.16	862.236	2423.58	1275.15	852.261	561.245	321.478
208.826	2577.84	1465.24	766.934	2141.11	1129.63	828.975	589.738	314.933
209.159	2935.13	1530.47	674.655	1636.44	960.084	700.303	562.413	287.009
209.492	3087.76	1501.64	699.423	1140.52	881.375	618.106	467.802	269.706
209.825	2908.17	1368.03	825.782	841.219	838.377	677.67	320.913	311.522
210.158	2444.6	1377.42	939.381	767.013	699.712	779.118	229.104	373.834
210.491	1904.18	1487.66	1020.58	827.654	485.014	756.937	236.581	403.419
210.824	1580.99	1538.38	1073.68	887.146	343.643	615.55	322.214	435.282
211.157	1642.64	1664.39	1139.88	1146.58	340.578	489.833	446.878	501.426
211.49	1886.6	1906.73	1216.37	1663.77	464.155	470.084	495.896	568.664
211.823	2099.84	2146.25	1178.01	2026	763.361	554.261	490.35	588.388
212.157	2155.87	2164.72	982.147	1922.69	1226.01	703.141	525.688	528.241
