time	vel
0.000	     -0.0016221
0.001	    -0.00022232
0.002	     -0.0019564
0.003	     -0.0011533
0.004	      -0.001478
0.005	     -0.0018124
0.006	     -0.0022955
0.007	     -0.0031191
0.008	     -0.0031858
0.009	     -0.0054651
0.010	     -0.0074923
0.011	     -0.0075421
0.012	      -0.010793
0.013	      -0.012283
0.014	       -0.01448
0.015	       -0.03744
0.016	       -0.02068
0.017	      -0.021902
0.018	      -0.025795
0.019	      -0.049703
0.020	      -0.032085
0.021	      -0.035048
0.022	      -0.055658
0.023	      -0.042363
0.024	      -0.065718
0.025	      -0.048477
0.026	      -0.069617
0.027	      -0.053576
0.028	      -0.078223
0.029	      -0.057639
0.030	      -0.080496
0.031	       -0.08443
0.032	      -0.067044
0.033	      -0.088483
0.034	      -0.092293
0.035	      -0.093227
0.036	      -0.097559
0.037	       -0.08088
0.038	       -0.10233
0.039	       -0.10611
0.040	       -0.10835
0.041	       -0.11223
0.042	       -0.11327
0.043	       -0.11775
0.044	       -0.11948
0.045	       -0.12357
0.046	         -0.145
0.047	       -0.12718
0.048	       -0.13235
0.049	       -0.13275
0.050	       -0.15619
0.051	        -0.1406
0.052	       -0.14111
0.053	       -0.16477
0.054	        -0.1479
0.055	       -0.15007
0.056	       -0.17187
0.057	       -0.15745
0.058	        -0.1787
0.059	       -0.16036
0.060	       -0.18334
0.061	       -0.16726
0.062	       -0.18928
0.063	       -0.19108
0.064	       -0.17383
0.065	       -0.19581
0.066	        -0.1989
0.067	        -0.1834
0.068	       -0.20513
0.069	       -0.20769
0.070	       -0.21131
0.071	       -0.21357
0.072	       -0.21677
0.073	       -0.21966
0.074	       -0.22253
0.075	       -0.22452
0.076	         -0.226
0.077	       -0.23032
0.078	       -0.23116
0.079	        -0.2354
0.080	        -0.2369
0.081	       -0.24105
0.082	       -0.24271
0.083	       -0.24591
0.084	       -0.26636
0.085	       -0.25029
0.086	       -0.25344
0.087	       -0.27677
0.088	        -0.2575
0.089	       -0.26134
0.090	       -0.28187
0.091	       -0.26637
0.092	        -0.2884
0.093	       -0.27016
0.094	       -0.29285
