time	vel
0.000	     -0.0011781
0.001	      -0.001055
0.002	    -0.00062991
0.003	     -0.0013704
0.004	     -0.0015302
0.005	     -0.0021502
0.006	     -0.0024107
0.007	     -0.0017949
0.008	     -0.0029853
0.009	     -0.0038973
0.010	       -0.02221
0.011	     -0.0073502
0.012	     -0.0078845
0.013	     -0.0094684
0.014	      -0.012541
0.015	      -0.014672
0.016	      -0.016421
0.017	      -0.018159
0.018	      -0.038278
0.019	      -0.024499
0.020	      -0.026824
0.021	      -0.031344
0.022	      -0.052033
0.023	      -0.036043
0.024	      -0.056936
0.025	      -0.042841
0.026	       -0.04531
0.027	      -0.068366
0.028	       -0.06873
0.029	      -0.054609
0.030	      -0.076122
0.031	      -0.059818
0.032	      -0.080331
0.033	      -0.082611
0.034	      -0.086906
0.035	      -0.071764
0.036	      -0.090859
0.037	      -0.094524
0.038	      -0.096204
0.039	        -0.1021
0.040	      -0.086965
0.041	       -0.10484
0.042	       -0.11052
0.043	       -0.11143
0.044	       -0.11609
0.045	       -0.11696
0.046	       -0.12231
0.047	        -0.1242
0.048	       -0.14404
0.049	       -0.13078
0.050	       -0.13006
0.051	       -0.13662
0.052	       -0.13735
0.053	       -0.15908
0.054	       -0.14328
0.055	       -0.14618
0.056	       -0.16735
0.057	       -0.15194
0.058	       -0.17152
0.059	       -0.15729
0.060	       -0.17692
0.061	       -0.16332
0.062	       -0.18281
0.063	        -0.1683
0.064	       -0.18909
0.065	       -0.19122
0.066	       -0.19403
0.067	       -0.18013
0.068	        -0.2003
0.069	       -0.18426
0.070	       -0.20676
0.071	       -0.20833
0.072	       -0.21248
0.073	       -0.21437
0.074	       -0.21736
0.075	       -0.22002
0.076	       -0.22334
0.077	       -0.22657
0.078	       -0.22706
0.079	       -0.23009
0.080	       -0.23302
0.081	       -0.23574
0.082	         -0.238
0.083	       -0.24141
0.084	       -0.24259
0.085	       -0.24862
0.086	        -0.2483
0.087	       -0.28702
0.088	       -0.25409
0.089	        -0.2558
0.090	       -0.25991
0.091	       -0.26141
0.092	       -0.29988
0.093	       -0.26907
0.094	       -0.27008
0.095	       -0.27223
0.096	       -0.30815
0.097	       -0.27778
0.098	       -0.27924
0.099	       -0.28111
0.100	       -0.32009
0.101	       -0.28899
0.102	        -0.2904
0.103	       -0.33002
0.104	       -0.29735
0.105	       -0.33261
0.106	       -0.30107
0.107	       -0.30179
0.108	       -0.34105
0.109	       -0.30746
0.110	       -0.34663
0.111	       -0.31614
0.112	       -0.35348
0.113	       -0.32122
0.114	       -0.35741
0.115	       -0.32548
0.116	       -0.36196
0.117	       -0.32898
0.118	       -0.36646
0.119	       -0.33376
0.120	       -0.37257
0.121	       -0.35539
0.122	       -0.36128
0.123	       -0.37931
0.124	       -0.34512
0.125	       -0.38355
0.126	       -0.38578
0.127	       -0.35219
0.128	       -0.39133
0.129	       -0.39371
0.130	       -0.37591
0.131	       -0.37924
0.132	       -0.39674
0.133	       -0.38025
0.134	       -0.40207
0.135	        -0.3902
0.136	       -0.40985
0.137	       -0.41088
0.138	       -0.39304
